phase,case,i,k,rho_kg_m3,qv,qc,qr,qi,qs,qg,qh,nc_per_kg,nr_per_kg,ni_per_kg,ns_per_kg,ng_per_kg,nh_per_kg,qnn_per_kg,qvolg_m3_per_kg,qvolh_m3_per_kg
after,4,1,4, 1.0155607461929321E+000, 9.9999997764825821E-003, 1.9999999494757503E-004, 3.0000001424923539E-004, 1.5000000712461770E-004, 2.5000001187436283E-004, 3.4999998752027750E-004, 4.4999999227002263E-004, 7.9999992000000000E+007, 4.0000000000000000E+005, 2.0000000000000000E+006, 3.0000000000000000E+005, 2.0000000000000000E+005, 8.0000000000000000E+004, 4.0816326400000000E+008, 5.3846150649405899E-007, 5.2941174999432405E-007
after,5,2,4, 1.0155607461929321E+000, 9.9999997764825821E-003, 4.5000000682193786E-005, 9.0000001364387572E-005, 6.7499997385311872E-005, 1.1249999806750566E-004, 1.3499999477062374E-004, 1.5750000602565706E-004, 1.4736561000000000E+007, 1.9344664306640625E+003, 1.4323939062500000E+005, 5.2291778564453125E+002, 1.4715142822265625E+002, 1.8791683197021484E+001, 3.9342668800000000E+008, 1.9285712937744393E-007, 1.7500001092685125E-007
after,6,3,4, 1.0155607461929321E+000, 9.9999997764825821E-003, 4.9999998736893758E-005, 9.9999997473787516E-005, 7.4999996286351234E-005, 1.2499999138526618E-004, 1.4999999257270247E-004, 1.7500000831205398E-004, 1.6373956000000000E+007, 1.9860976562500000E+003, 1.5915487500000000E+005, 5.3687457275390625E+002, 1.5107891845703125E+002, 1.9293235778808594E+001, 3.9178931200000000E+008, 2.1428570562420646E-007, 1.9444445342742256E-007
after,7,4,4, 1.0155607461929321E+000, 1.0000061243772507E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,0,1,5, 9.5403099060058594E-001, 9.9999997764825821E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816329600000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,2,5, 9.5403099060058594E-001, 9.9999997764825821E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816329600000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,2,3,5, 9.5403099060058594E-001, 1.0000005364418030E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816329600000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,3,4,5, 9.5403099060058594E-001, 9.9999997764825821E-003, 3.4999997296836227E-005, 6.9999994593672454E-005, 5.2499999583233148E-005, 8.7499996880069375E-005, 1.0499999916646630E-004, 1.2250000145286322E-004, 1.1461770000000000E+007, 1.9038498535156250E+003, 1.1140842187500000E+005, 5.1464166259765625E+002, 1.4482247924804688E+002, 1.8494268417358398E+001, 3.9670153600000000E+008, 1.5000000530562829E-007, 1.3611111171485391E-007
after,4,1,6, 8.9622914791107178E-001, 9.9999997764825821E-003, 1.9999999494757503E-004, 3.0000001424923539E-004, 1.5000000712461770E-004, 2.5000001187436283E-004, 3.4999998752027750E-004, 4.4999999227002263E-004, 8.0000000000000000E+007, 4.0000000000000000E+005, 2.0000000000000000E+006, 3.0000000000000000E+005, 2.0000000000000000E+005, 8.0000000000000000E+004, 4.0816326400000000E+008, 5.3846150649405899E-007, 5.2941174999432405E-007
after,5,2,6, 8.9622914791107178E-001, 9.9999997764825821E-003, 4.5000000682193786E-005, 9.0000001364387572E-005, 6.7499997385311872E-005, 1.1249999806750566E-004, 1.3499999477062374E-004, 1.5750000602565706E-004, 1.4736562000000000E+007, 2.1245959472656250E+003, 1.4323939062500000E+005, 5.7431292724609375E+002, 1.6161424255371094E+002, 2.0638626098632812E+001, 3.9342672000000000E+008, 1.9285712937744393E-007, 1.7500001092685125E-007
after,6,3,6, 8.9622914791107178E-001, 9.9999997764825821E-003, 4.9999998736893758E-005, 9.9999997473787516E-005, 7.4999996286351234E-005, 1.2499999138526618E-004, 1.4999999257270247E-004, 1.7500000831205398E-004, 1.6373956000000000E+007, 2.1813015136718750E+003, 1.5915485937500000E+005, 5.8964135742187500E+002, 1.6592774963378906E+002, 2.1189474105834961E+001, 3.9178931200000000E+008, 2.1428570562420646E-007, 1.9444445342742256E-007
after,7,4,6, 8.9622914791107178E-001, 1.0000061243772507E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,0,1,7, 8.4192937612533569E-001, 9.9999997764825821E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,2,7, 8.4192937612533569E-001, 9.9999997764825821E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,2,3,7, 8.4192937612533569E-001, 1.0000005364418030E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,3,4,7, 8.4192937612533569E-001, 9.9999997764825821E-003, 3.4999997296836227E-005, 6.9999994593672454E-005, 5.2499999583233148E-005, 8.7499996880069375E-005, 1.0499999916646630E-004, 1.2250000145286322E-004, 1.1461769000000000E+007, 2.0909699707031250E+003, 1.1140841406250000E+005, 5.6522326660156250E+002, 1.5905636596679688E+002, 2.0311979293823242E+001, 3.9670147200000000E+008, 1.5000000530562829E-007, 1.3611111171485391E-007
after,4,1,8, 7.9091948270797729E-001, 9.9999997764825821E-003, 1.9999999494757503E-004, 3.0000001424923539E-004, 1.5000000712461770E-004, 2.5000001187436283E-004, 3.4999998752027750E-004, 4.4999999227002263E-004, 8.0000008000000000E+007, 4.0000000000000000E+005, 2.0000001250000000E+006, 3.0000000000000000E+005, 2.0000000000000000E+005, 8.0000000000000000E+004, 4.0816329600000000E+008, 5.3846150649405899E-007, 5.2941174999432405E-007
after,5,2,8, 7.9091948270797729E-001, 9.9999997764825821E-003, 4.5000000682193786E-005, 9.0000001364387572E-005, 6.7499997385311872E-005, 1.1249999806750566E-004, 1.3499999477062374E-004, 1.5750000602565706E-004, 1.4736561000000000E+007, 2.3334123535156250E+003, 1.4323937500000000E+005, 6.3075933837890625E+002, 1.7749853515625000E+002, 2.2667097091674805E+001, 3.9342675200000000E+008, 1.9285712937744393E-007, 1.7500001092685125E-007
after,6,3,8, 7.9091948270797729E-001, 9.9999997764825821E-003, 4.9999998736893758E-005, 9.9999997473787516E-005, 7.4999996286351234E-005, 1.2499999138526618E-004, 1.4999999257270247E-004, 1.7500000831205398E-004, 1.6373957000000000E+007, 2.3956911621093750E+003, 1.5915485937500000E+005, 6.4759442138671875E+002, 1.8223599243164062E+002, 2.3272083282470703E+001, 3.9178931200000000E+008, 2.1428570562420646E-007, 1.9444445342742256E-007
after,7,4,8, 7.9091948270797729E-001, 1.0000061243772507E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816329600000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,0,1,9, 7.4300009012222290E-001, 9.9999997764825821E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,2,9, 7.4300009012222290E-001, 9.9999997764825821E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,2,3,9, 7.4300009012222290E-001, 1.0000005364418030E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,3,4,9, 7.4300009012222290E-001, 9.9999997764825821E-003, 3.4999997296836227E-005, 6.9999994593672454E-005, 5.2499999583233148E-005, 8.7499996880069375E-005, 1.0499999916646630E-004, 1.2250000145286322E-004, 1.1461768000000000E+007, 2.2964809570312500E+003, 1.1140840625000000E+005, 6.2077630615234375E+002, 1.7468923950195312E+002, 2.2308343887329102E+001, 3.9670147200000000E+008, 1.5000000530562829E-007, 1.3611111171485391E-007
after,4,1,10, 6.9798398017883301E-001, 9.9999997764825821E-003, 1.9999999494757503E-004, 3.0000001424923539E-004, 1.5000000712461770E-004, 2.5000001187436283E-004, 3.4999998752027750E-004, 4.4999999227002263E-004, 8.0000000000000000E+007, 4.0000000000000000E+005, 2.0000001250000000E+006, 3.0000000000000000E+005, 2.0000000000000000E+005, 8.0000000000000000E+004, 4.0816326400000000E+008, 5.3846150649405899E-007, 5.2941174999432405E-007
after,5,2,10, 6.9798398017883301E-001, 9.9999997764825821E-003, 4.5000000682193786E-005, 9.0000001364387572E-005, 6.7499997385311872E-005, 1.1249999806750566E-004, 1.3499999477062374E-004, 1.5750000602565706E-004, 1.4736562000000000E+007, 2.5627519531250000E+003, 1.4323939062500000E+005, 6.9275360107421875E+002, 1.9494398498535156E+002, 2.4894935607910156E+001, 3.9342672000000000E+008, 1.9285712937744393E-007, 1.7500001092685125E-007
after,6,3,10, 6.9798398017883301E-001, 9.9999997764825821E-003, 4.9999998736893758E-005, 9.9999997473787516E-005, 7.4999996286351234E-005, 1.2499999138526618E-004, 1.4999999257270247E-004, 1.7500000831205398E-004, 1.6373956000000000E+007, 2.6311520996093750E+003, 1.5915487500000000E+005, 7.1124328613281250E+002, 2.0014706420898438E+002, 2.5559383392333984E+001, 3.9178931200000000E+008, 2.1428570562420646E-007, 1.9444445342742256E-007
after,7,4,10, 6.9798398017883301E-001, 1.0000061243772507E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,0,1,11, 6.5569531917572021E-001, 9.9999997764825821E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,2,11, 6.5569531917572021E-001, 9.9999997764825821E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,2,3,11, 6.5569531917572021E-001, 1.0000005364418030E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
after,3,4,11, 6.5569531917572021E-001, 9.9999997764825821E-003, 3.4999997296836227E-005, 6.9999994593672454E-005, 5.2499999583233148E-005, 8.7499996880069375E-005, 1.0499999916646630E-004, 1.2250000145286322E-004, 1.1461769000000000E+007, 2.5221909179687500E+003, 1.1140839843750000E+005, 6.8178930664062500E+002, 1.9185859680175781E+002, 2.4500921249389648E+001, 3.9670150400000000E+008, 1.5000000530562829E-007, 1.3611111171485391E-007
after,4,1,12, 6.1596870422363281E-001, 9.9999997764825821E-003, 1.9999999494757503E-004, 3.0000001424923539E-004, 1.5000000712461770E-004, 2.5000001187436283E-004, 3.4999998752027750E-004, 4.4999999227002263E-004, 8.0000000000000000E+007, 4.0000000000000000E+005, 2.0000000000000000E+006, 3.0000000000000000E+005, 2.0000000000000000E+005, 8.0000000000000000E+004, 4.0816326400000000E+008, 5.3846150649405899E-007, 5.2941174999432405E-007
after,5,2,12, 6.1596870422363281E-001, 9.9999997764825821E-003, 4.5000000682193786E-005, 9.0000001364387572E-005, 6.7499997385311872E-005, 1.1249999806750566E-004, 1.3499999477062374E-004, 1.5750000602565706E-004, 1.4736560000000000E+007, 2.8146320800781250E+003, 1.4323937500000000E+005, 7.6084100341796875E+002, 2.1410409545898438E+002, 2.7341739654541016E+001, 3.9342668800000000E+008, 1.9285712937744393E-007, 1.7500001092685125E-007
after,6,3,12, 6.1596870422363281E-001, 9.9999997764825821E-003, 4.9999998736893758E-005, 9.9999997473787516E-005, 7.4999996286351234E-005, 1.2499999138526618E-004, 1.4999999257270247E-004, 1.7500000831205398E-004, 1.6373955000000000E+007, 2.8897551269531250E+003, 1.5915485937500000E+005, 7.8114788818359375E+002, 2.1981855773925781E+002, 2.8071491241455078E+001, 3.9178931200000000E+008, 2.1428570562420646E-007, 1.9444445342742256E-007
after,7,4,12, 6.1596870422363281E-001, 1.0000061243772507E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0816326400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
