case,column,k,dt_s,rho_kg_m3,dz_m,qh_before,nh_before_per_kg,qvolh_before_m3_per_kg,qh_after,nh_after_per_kg,qvolh_after_m3_per_kg,hailncv_kg_m2
2,6,5, 1.0000000000000000E+001, 1.1069999933242798E+000, 1.3350000000000000E+002, 3.9096298678487074E-006, 0.0000000000000000E+000, 6.5160499218563928E-009, 2.6357222395745339E-006, 1.7604243755340576E-001, 3.5085350180708019E-009, 9.4448851086781360E-006
2,1,6, 1.0000000000000000E+001, 1.0199999809265137E+000, 1.3300000000000000E+002, 1.0500000789761543E-003, 1.4667712402343750E+003, 1.5000001667431206E-006, 1.1094692163169384E-003, 1.3540988769531250E+003, 1.5060362557051121E-006, 0.0000000000000000E+000
2,2,6, 1.0000000000000000E+001, 1.0269999504089355E+000, 1.3650000000000000E+002, 1.0541798546910286E-003, 2.3635121154785156E+002, 1.3177248092688387E-006, 9.9479546770453453E-004, 1.9383619689941406E+002, 1.2291800430830335E-006, 2.8684851527214050E-001
2,3,6, 1.0000000000000000E+001, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4316450152546167E-004, 2.5565686225891113E+000, 1.1895458555954974E-006, 0.0000000000000000E+000
2,4,6, 1.0000000000000000E+001, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8282047715038061E-003, 4.3905019531250000E+004, 4.7009398258524016E-006, 1.3961580395698547E-001
2,5,6, 1.0000000000000000E+001, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999747524271E-007, 3.4931110382080078E+001, 1.6666666935449825E-009, 8.4839285818816279E-007, 3.1889978408813477E+001, 1.4139881487906791E-009, 6.0993392025920912E-007
2,6,6, 1.0000000000000000E+001, 1.0549999475479126E+000, 1.5050000000000000E+002, 7.4282966124883387E-006, 8.8498216867446899E-001, 1.0611852729880411E-008, 1.5946874555083923E-005, 7.9415667057037354E-001, 2.1142007256003126E-008, 9.4448851086781360E-006
2,1,7, 1.0000000000000000E+001, 9.6799993515014648E-001, 1.5000000000000000E+002, 1.0500000789761543E-003, 7.8912988281250000E+002, 1.3125001032676664E-006, 9.5947983209043741E-004, 6.9458361816406250E+002, 1.1545728284545476E-006, 0.0000000000000000E+000
2,2,7, 1.0000000000000000E+001, 9.7499996423721313E-001, 1.5350000000000000E+002, 8.2924723392352462E-004, 7.2152046203613281E+001, 9.2138583340783953E-007, 6.8203924456611276E-004, 6.3015529632568359E+001, 9.8695375072566094E-007, 2.8684851527214050E-001
2,3,7, 1.0000000000000000E+001, 9.8199993371963501E-001, 1.5700000000000000E+002, 6.0000002849847078E-004, 4.4762301445007324E+000, 1.2000000424450263E-006, 1.1207328643649817E-003, 3.7682342529296875E+000, 1.8299010662303772E-006, 0.0000000000000000E+000
2,4,7, 1.0000000000000000E+001, 9.8899996280670166E-001, 1.6050000000000000E+002, 2.7999999001622200E-003, 7.1301378309726715E-002, 4.6666664275107905E-006, 2.2322630684357136E-004, 2.8838673828125000E+004, 3.6383150359142746E-007, 1.3961580395698547E-001
2,5,7, 1.0000000000000000E+001, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999999600419720E-013, 6.5983334351926715E-009, 1.4285714640047392E-015, 5.2490956026218782E-010, 5.8415887178853154E-004, 8.9047454306101503E-013, 6.0993392025920912E-007
2,6,7, 1.0000000000000000E+001, 1.0029999017715454E+000, 1.6750000000000000E+002, 1.4113764336798340E-005, 4.1895312070846558E-001, 1.7642205918377840E-008, 3.3923457522178069E-005, 3.6595445871353149E-001, 4.9272699698121869E-008, 9.4448851086781360E-006
2,1,8, 1.0000000000000000E+001, 9.1599994897842407E-001, 1.6700000000000000E+002, 7.5000000651925802E-004, 3.2973101806640625E+002, 8.3333333122936892E-007, 5.8689166326075792E-004, 2.9765151977539062E+002, 7.7912909546284936E-007, 0.0000000000000000E+000
2,2,8, 1.0000000000000000E+001, 9.2299997806549072E-001, 1.7050000000000000E+002, 6.5230892505496740E-004, 5.3404396057128906E+001, 1.3046178537479136E-006, 6.1412143986672163E-004, 5.5979263305664062E+001, 1.1471310017441283E-006, 2.8684851527214050E-001
2,3,8, 1.0000000000000000E+001, 9.2999994754791260E-001, 1.7400000000000000E+002, 9.0000004274770617E-004, 2.1523575782775879E+000, 1.5000000530562829E-006, 1.3615004718303680E-003, 1.7817493677139282E+000, 1.9220283320464659E-006, 0.0000000000000000E+000
2,4,8, 1.0000000000000000E+001, 9.3699997663497925E-001, 1.7750000000000000E+002, 6.9999997504055500E-004, 5.6588387500000000E+005, 9.9999999747524271E-007, 6.1904499307274818E-004, 5.2839537500000000E+005, 8.8435012912668753E-007, 1.3961580395698547E-001
2,5,8, 1.0000000000000000E+001, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999999600419720E-012, 7.9123880780684885E-009, 1.2499999780645876E-014, 2.1300079477981626E-009, 6.0630384832620621E-003, 3.5706238313282235E-012, 6.0993392025920912E-007
2,6,8, 1.0000000000000000E+001, 9.5099997520446777E-001, 1.8450000000000000E+002, 2.6816151148523204E-005, 2.0148178935050964E-001, 2.9795723222036941E-008, 7.7407254138961434E-005, 1.8482388556003571E-001, 1.2434092866442370E-007, 9.4448851086781360E-006
2,1,9, 1.0000000000000000E+001, 8.6399996280670166E-001, 1.8400000000000000E+002, 4.5000002137385309E-004, 2.4668550109863281E+002, 9.0000003183376975E-007, 3.6497614928521216E-004, 2.1443368530273438E+002, 7.1245733579416992E-007, 0.0000000000000000E+000
2,2,9, 1.0000000000000000E+001, 8.7099999189376831E-001, 1.8750000000000000E+002, 5.1312439609318972E-004, 2.0543155670166016E+001, 8.5520730408461532E-007, 3.8035560282878578E-004, 9.3453979492187500E+001, 6.0707162674589199E-007, 2.8684851527214050E-001
2,3,9, 1.0000000000000000E+001, 8.7799996137619019E-001, 1.9100000000000000E+002, 1.2000000569969416E-003, 1.1931642293930054E+000, 1.7142857586804894E-006, 9.8150200210511684E-004, 9.0287661552429199E-001, 1.2770544799423078E-006, 0.0000000000000000E+000
2,4,9, 1.0000000000000000E+001, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1268102359026670E-004, 1.5976493750000000E+005, 6.0457711015260429E-007, 1.3961580395698547E-001
2,5,9, 1.0000000000000000E+001, 8.9199995994567871E-001, 1.9800000000000000E+002, 1.0000000133514320E-010, 2.1501891822595098E-008, 1.1111111217296937E-013, 4.7772950040325668E-009, 4.0336284786462784E-002, 7.7515771579328430E-012, 6.0993392025920912E-007
2,6,9, 1.0000000000000000E+001, 8.9899998903274536E-001, 2.0150000000000000E+002, 5.0950686272699386E-005, 1.9621449708938599E-001, 1.0190137089693962E-007, 2.1894017118029296E-004, 1.3957153260707855E-001, 3.2879705713639851E-007, 9.4448851086781360E-006
2,1,10, 1.0000000000000000E+001, 8.1199997663497925E-001, 2.0100000000000000E+002, 1.5000000712461770E-004, 4.9408588409423828E+001, 2.4999999936881068E-007, 9.8877491836901754E-005, 4.0011051177978516E+001, 1.6479579301176273E-007, 0.0000000000000000E+000
2,2,10, 1.0000000000000000E+001, 8.1900000572204590E-001, 2.0450000000000000E+002, 4.0363799780607224E-004, 3.2630325317382812E+002, 5.7662572316985461E-007, 4.0589814307168126E-004, 2.8892520141601562E+002, 5.5828394351919997E-007, 2.8684851527214050E-001
2,3,10, 1.0000000000000000E+001, 8.2599997520446777E-001, 2.0800000000000000E+002, 1.5000000130385160E-003, 7.2887927293777466E-001, 1.8750000663203537E-006, 2.6940371026284993E-004, 3.1411603093147278E-001, 3.3675468102956074E-007, 0.0000000000000000E+000
2,4,10, 1.0000000000000000E+001, 8.3300000429153442E-001, 2.1150000000000000E+002, 2.0999999251216650E-003, 1.3203957500000000E+006, 2.3333332137553953E-006, 4.0843691676855087E-003, 1.2326537500000000E+006, 6.5177855503861792E-006, 1.3961580395698547E-001
2,5,10, 1.0000000000000000E+001, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999997171806854E-010, 1.6587628692832368E-007, 1.9999999920083944E-012, 8.3869897693489293E-009, 1.2681062519550323E-001, 1.3053975435328713E-011, 6.0993392025920912E-007
2,6,10, 1.0000000000000000E+001, 8.4700000286102295E-001, 2.1850000000000000E+002, 9.6806295914575458E-005, 0.0000000000000000E+000, 1.6134382008203829E-007, 1.7525024304632097E-004, 2.2299913689494133E-002, 2.3309978303132084E-007, 9.4448851086781360E-006
2,1,11, 1.0000000000000000E+001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,11, 1.0000000000000000E+001, 7.6700001955032349E-001, 2.2150000000000000E+002, 3.1751289498060942E-004, 7.1187622070312500E+001, 3.9689112441010366E-007, 2.9689347138628364E-004, 6.1639919281005859E+001, 3.5882163729183958E-007, 2.8684851527214050E-001
2,3,11, 1.0000000000000000E+001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,11, 1.0000000000000000E+001, 7.8100001811981201E-001, 2.2850000000000000E+002, 2.7999999001622200E-003, 8.5561655461788177E-002, 5.5999998949118890E-006, 4.4291967060416937E-004, 3.2611131668090820E-002, 8.8583925617058412E-007, 1.3961580395698547E-001
2,5,11, 1.0000000000000000E+001, 7.8799998760223389E-001, 2.3200000000000000E+002, 9.9999999392252903E-009, 7.1449829874836723E-007, 1.6666666310949374E-011, 7.6289490280601058E-009, 1.9145819544792175E-001, 1.1237739037939232E-011, 6.0993392025920912E-007
2,6,11, 1.0000000000000000E+001, 7.9500001668930054E-001, 2.3550000000000000E+002, 1.8393197387922555E-004, 4.1025016456842422E-002, 2.6275995423929999E-007, 1.8165877554565668E-004, 2.7362657710909843E-002, 2.3369784685201012E-007, 9.4448851086781360E-006
2,1,12, 1.0000000000000000E+001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,12, 1.0000000000000000E+001, 7.1499997377395630E-001, 2.3850000000000000E+002, 2.4976450367830694E-004, 2.1731782913208008E+001, 2.7751610787163372E-007, 1.5102059114724398E-004, 1.6637784957885742E+001, 1.6780064981958276E-007, 2.8684851527214050E-001
2,3,12, 1.0000000000000000E+001, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,12, 1.0000000000000000E+001, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3961580395698547E-001
2,5,12, 1.0000000000000000E+001, 7.3599994182586670E-001, 2.4900000000000000E+002, 1.0000000116860974E-007, 2.9940950870513916E+000, 1.4285714278194916E-010, 8.8134498810177320E-008, 2.7907755374908447E+000, 1.2590642417542597E-010, 6.0993392025920912E-007
2,6,12, 1.0000000000000000E+001, 7.4299997091293335E-001, 2.5250000000000000E+002, 3.4947076346725225E-004, 1.9421365112066269E-002, 4.3683846229214396E-007, 3.5500495869200677E-005, 6.3286256045103073E-003, 4.4375617846981186E-008, 9.4448851086781360E-006
3,1,1, 6.0000000000000000E+001, 1.2799999713897705E+000, 4.8000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,1, 6.0000000000000000E+001, 1.2869999408721924E+000, 5.1500000000000000E+001, 3.5000001080334187E-003, 7.8471362304687500E+002, 4.3750001168518793E-006, 9.8053400870412588E-004, 4.8463836669921875E+002, 1.4018432921147905E-006, 1.0170503854751587E+000
3,3,1, 6.0000000000000000E+001, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,1, 6.0000000000000000E+001, 1.3009999990463257E+000, 5.8500000000000000E+001, 1.3999999500811100E-003, 4.2780827730894089E-002, 2.7999999474559445E-006, 3.1838058930588886E-005, 5.5572906250000000E+004, 5.3063434535260967E-008, 2.5204673409461975E-001
3,5,1, 6.0000000000000000E+001, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999999600419720E-012, 7.6980555263617134E-008, 1.6666665809505869E-014, 8.9111367174155021E-008, 4.6651639938354492E+000, 1.4853408780712840E-010, 8.7472326413262635E-005
3,6,1, 6.0000000000000000E+001, 1.3149999380111694E+000, 6.5500000000000000E+001, 3.0000001061125658E-007, 1.9090629577636719E+001, 4.2857145610142311E-010, 1.4817620467511006E-005, 1.3116206169128418E+001, 2.1800833138740927E-008, 4.8158335266634822E-004
3,1,2, 6.0000000000000000E+001, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1815455509349704E-003, 4.2686948242187500E+003, 1.9613316908362322E-006, 0.0000000000000000E+000
3,2,2, 6.0000000000000000E+001, 1.2349998950958252E+000, 6.8500000000000000E+001, 2.7531976811587811E-003, 2.3955323791503906E+002, 3.0591086215281393E-006, 7.4539618799462914E-004, 3.9873532104492188E+002, 1.0432781891722698E-006, 1.0170503854751587E+000
3,3,2, 6.0000000000000000E+001, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,2, 6.0000000000000000E+001, 1.2489999532699585E+000, 7.5500000000000000E+001, 2.0999999251216650E-003, 1.9805937500000000E+006, 3.4999998206330929E-006, 5.3140294039621949E-004, 9.2366856250000000E+005, 8.8567156808494474E-007, 2.5204673409461975E-001
3,5,2, 6.0000000000000000E+001, 1.2559999227523804E+000, 7.9000000000000000E+001, 1.0000000133514320E-010, 9.0427292320782726E-008, 1.4285714809453981E-013, 5.1626848573960160E-008, 2.7639806270599365E+000, 8.6045150171631946E-011, 8.7472326413262635E-005
3,6,2, 6.0000000000000000E+001, 1.2629998922348022E+000, 8.2500000000000000E+001, 5.6999999742401997E-007, 9.0375604629516602E+000, 7.1250000344136311E-010, 3.8978701923042536E-005, 6.0966019630432129E+000, 5.7038349154936441E-008, 4.8158335266634822E-004
3,1,3, 6.0000000000000000E+001, 1.1759999990463257E+000, 8.2000000000000000E+001, 1.5000000712461770E-004, 1.5498649902343750E+003, 1.6666668045672850E-007, 8.6466374341398478E-004, 2.5034855957031250E+003, 1.3353046597330831E-006, 0.0000000000000000E+000
3,2,3, 6.0000000000000000E+001, 1.1829999685287476E+000, 8.5500000000000000E+001, 2.1657419856637716E-003, 1.7730883789062500E+002, 4.3314839786035009E-006, 8.1565743312239647E-004, 4.4808139038085938E+002, 1.1400562698327121E-006, 1.0170503854751587E+000
3,3,3, 6.0000000000000000E+001, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,3, 6.0000000000000000E+001, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7190667567774653E-003, 4.7997503125000000E+005, 1.9860683551087277E-006, 2.5204673409461975E-001
3,5,3, 6.0000000000000000E+001, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999997171806854E-010, 2.4189628788917616E-007, 1.2499999950052465E-012, 3.6361331723355761E-008, 1.9534590244293213E+000, 6.0602245444130176E-011, 8.7472326413262635E-005
3,6,3, 6.0000000000000000E+001, 1.2109999656677246E+000, 9.9500000000000000E+001, 1.0830000292116893E-006, 4.3463182449340820E+000, 1.2033333218752773E-009, 8.9872301032301039E-005, 3.1097929477691650E+000, 1.3035327128818608E-007, 4.8158335266634822E-004
3,1,4, 6.0000000000000000E+001, 1.1239999532699585E+000, 9.9000000000000000E+001, 4.5000002137385309E-004, 3.2343618164062500E+003, 9.0000003183376975E-007, 1.3039126060903072E-003, 2.6856171875000000E+003, 1.8501700651540887E-006, 0.0000000000000000E+000
3,2,4, 6.0000000000000000E+001, 1.1309999227523804E+000, 1.0250000000000000E+002, 1.7036329954862595E-003, 6.8205680847167969E+001, 2.8393883440003265E-006, 6.0065853176638484E-004, 3.0091012573242188E+002, 8.5833278262725798E-007, 1.0170503854751587E+000
3,3,4, 6.0000000000000000E+001, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,4, 6.0000000000000000E+001, 1.1449999809265137E+000, 1.0950000000000000E+002, 6.9999997504055500E-004, 4.9514840625000000E+005, 8.7499995515827322E-007, 7.2576908860355616E-004, 2.5718556250000000E+005, 8.3652076909856987E-007, 2.5204673409461975E-001
3,5,4, 6.0000000000000000E+001, 1.1519999504089355E+000, 1.1300000000000000E+002, 9.9999999392252903E-009, 9.2153493369551143E-007, 1.1111111163086829E-011, 2.8685153807828101E-008, 1.5420093536376953E+000, 4.7808586950415233E-011, 8.7472326413262635E-005
3,6,4, 6.0000000000000000E+001, 1.1589999198913574E+000, 1.1650000000000000E+002, 2.0576999304466881E-006, 4.2326936721801758E+000, 4.1154000207654917E-009, 2.2608826111536473E-004, 2.2163393497467041E+000, 3.2395254834227671E-007, 4.8158335266634822E-004
3,1,5, 6.0000000000000000E+001, 1.0720000267028809E+000, 1.1600000000000000E+002, 7.5000000651925802E-004, 2.1847382812500000E+003, 1.2499999684223440E-006, 1.1467075673863292E-003, 1.5977498779296875E+003, 1.5164764590736013E-006, 0.0000000000000000E+000
3,2,5, 6.0000000000000000E+001, 1.0789999961853027E+000, 1.1950000000000000E+002, 1.3401252217590809E-003, 1.0833648681640625E+003, 1.9144645193591714E-006, 9.3461578944697976E-004, 3.7583096313476562E+002, 1.3847558193447185E-006, 1.0170503854751587E+000
3,3,5, 6.0000000000000000E+001, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,5, 6.0000000000000000E+001, 1.0930000543594360E+000, 1.2650000000000000E+002, 1.3999999500811100E-003, 2.3767124861478806E-002, 1.5555555137325427E-006, 1.0022436710849930E-013, 1.5494619276523736E-007, 1.1136061271560494E-016, 2.5204673409461975E-001
3,5,5, 6.0000000000000000E+001, 1.1000000238418579E+000, 1.3000000000000000E+002, 1.0000000116860974E-007, 8.5739793576067314E-006, 2.0000000267028639E-010, 3.1426626634356580E-008, 1.7098180055618286E+000, 5.2377702869366161E-011, 8.7472326413262635E-005
3,6,5, 6.0000000000000000E+001, 1.1069999933242798E+000, 1.3350000000000000E+002, 3.9096298678487074E-006, 0.0000000000000000E+000, 6.5160499218563928E-009, 5.0446920795366168E-005, 1.0432630032300949E-001, 7.0912065552874992E-008, 4.8158335266634822E-004
3,1,6, 6.0000000000000000E+001, 1.0199999809265137E+000, 1.3300000000000000E+002, 1.0500000789761543E-003, 1.4667712402343750E+003, 1.5000001667431206E-006, 7.4946333188563585E-004, 8.3982958984375000E+002, 1.0181912557527539E-006, 0.0000000000000000E+000
3,2,6, 6.0000000000000000E+001, 1.0269999504089355E+000, 1.3650000000000000E+002, 1.0541798546910286E-003, 2.3635121154785156E+002, 1.3177248092688387E-006, 5.2400934509932995E-004, 1.1816268157958984E+002, 8.3184232835264993E-007, 1.0170503854751587E+000
3,3,6, 6.0000000000000000E+001, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5968028716742992E-003, 1.0797633171081543E+001, 6.8754784479096998E-006, 0.0000000000000000E+000
3,4,6, 6.0000000000000000E+001, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3596870489418507E-003, 3.6136009375000000E+005, 5.5079490266507491E-006, 2.5204673409461975E-001
3,5,6, 6.0000000000000000E+001, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999747524271E-007, 3.4931110382080078E+001, 1.6666666935449825E-009, 3.7344614156609168E-007, 2.0233030319213867E+001, 6.2241017895203754E-010, 8.7472326413262635E-005
3,6,6, 6.0000000000000000E+001, 1.0549999475479126E+000, 1.5050000000000000E+002, 7.4282966124883387E-006, 8.8498216867446899E-001, 1.0611852729880411E-008, 2.3360110935755074E-004, 4.3394210934638977E-001, 3.2691136198081949E-007, 4.8158335266634822E-004
3,1,7, 6.0000000000000000E+001, 9.6799993515014648E-001, 1.5000000000000000E+002, 1.0500000789761543E-003, 7.8912988281250000E+002, 1.3125001032676664E-006, 3.7767278263345361E-004, 3.7366134643554688E+002, 5.8471681541050202E-007, 0.0000000000000000E+000
3,2,7, 6.0000000000000000E+001, 9.7499996423721313E-001, 1.5350000000000000E+002, 8.2924723392352462E-004, 7.2152046203613281E+001, 9.2138583340783953E-007, 3.2876341720111668E-004, 1.0472314453125000E+002, 5.1893619001930347E-007, 1.0170503854751587E+000
3,3,7, 6.0000000000000000E+001, 9.8199993371963501E-001, 1.5700000000000000E+002, 6.0000002849847078E-004, 4.4762301445007324E+000, 1.2000000424450263E-006, 1.8213073781225830E-004, 1.1588251590728760E+000, 2.4285722588501812E-007, 0.0000000000000000E+000
3,4,7, 6.0000000000000000E+001, 9.8899996280670166E-001, 1.6050000000000000E+002, 2.7999999001622200E-003, 7.1301378309726715E-002, 4.6666664275107905E-006, 2.0231153030181304E-005, 2.2708054687500000E+004, 2.8901807169745553E-008, 2.5204673409461975E-001
3,5,7, 6.0000000000000000E+001, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999999600419720E-013, 6.5983334351926715E-009, 1.4285714640047392E-015, 4.8983348932551962E-008, 6.9784259796142578E-001, 7.3192993332860112E-011, 8.7472326413262635E-005
3,6,7, 6.0000000000000000E+001, 1.0029999017715454E+000, 1.6750000000000000E+002, 1.4113764336798340E-005, 4.1895312070846558E-001, 1.7642205918377840E-008, 1.6288946790155023E-004, 1.7266151309013367E-001, 2.2327709814362606E-007, 4.8158335266634822E-004
3,1,8, 6.0000000000000000E+001, 9.1599994897842407E-001, 1.6700000000000000E+002, 7.5000000651925802E-004, 3.2973101806640625E+002, 8.3333333122936892E-007, 1.6645430878270417E-004, 1.6467440795898438E+002, 2.9426408332255960E-007, 0.0000000000000000E+000
3,2,8, 6.0000000000000000E+001, 9.2299997806549072E-001, 1.7050000000000000E+002, 6.5230892505496740E-004, 5.3404396057128906E+001, 1.3046178537479136E-006, 3.0605203937739134E-004, 1.3875628662109375E+002, 4.4912999896951078E-007, 1.0170503854751587E+000
3,3,8, 6.0000000000000000E+001, 9.2999994754791260E-001, 1.7400000000000000E+002, 9.0000004274770617E-004, 2.1523575782775879E+000, 1.5000000530562829E-006, 2.0899278752040118E-005, 2.9336526989936829E-001, 2.7034628757860446E-008, 0.0000000000000000E+000
3,4,8, 6.0000000000000000E+001, 9.3699997663497925E-001, 1.7750000000000000E+002, 6.9999997504055500E-004, 5.6588387500000000E+005, 9.9999999747524271E-007, 3.3541722223162651E-004, 3.7527337500000000E+005, 4.7916768153299927E-007, 2.5204673409461975E-001
3,5,8, 6.0000000000000000E+001, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999999600419720E-012, 7.9123880780684885E-009, 1.2499999780645876E-014, 7.0294672305237782E-009, 2.5908884406089783E-001, 1.0077034692801412E-011, 8.7472326413262635E-005
3,6,8, 6.0000000000000000E+001, 9.5099997520446777E-001, 1.8450000000000000E+002, 2.6816151148523204E-005, 2.0148178935050964E-001, 2.9795723222036941E-008, 7.1164708060678095E-005, 6.8139277398586273E-002, 9.5599702376603091E-008, 4.8158335266634822E-004
3,1,9, 6.0000000000000000E+001, 8.6399996280670166E-001, 1.8400000000000000E+002, 4.5000002137385309E-004, 2.4668550109863281E+002, 9.0000003183376975E-007, 9.0174980869051069E-005, 1.0079901123046875E+002, 1.6557343940348801E-007, 0.0000000000000000E+000
3,2,9, 6.0000000000000000E+001, 8.7099999189376831E-001, 1.8750000000000000E+002, 5.1312439609318972E-004, 2.0543155670166016E+001, 8.5520730408461532E-007, 1.8661998910829425E-004, 1.1451628112792969E+002, 2.4413543542323168E-007, 1.0170503854751587E+000
3,3,9, 6.0000000000000000E+001, 8.7799996137619019E-001, 1.9100000000000000E+002, 1.2000000569969416E-003, 1.1931642293930054E+000, 1.7142857586804894E-006, 1.1518774272190058E-006, 5.0301972776651382E-002, 1.4603834808113447E-009, 0.0000000000000000E+000
3,4,9, 6.0000000000000000E+001, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5169383734464645E-003, 8.1191537500000000E+005, 4.0393492781731766E-006, 2.5204673409461975E-001
3,5,9, 6.0000000000000000E+001, 8.9199995994567871E-001, 1.9800000000000000E+002, 1.0000000133514320E-010, 2.1501891822595098E-008, 1.1111111217296937E-013, 5.0354320713097422E-009, 1.9976890087127686E-001, 7.1986951989677639E-012, 8.7472326413262635E-005
3,6,9, 6.0000000000000000E+001, 8.9899998903274536E-001, 2.0150000000000000E+002, 5.0950686272699386E-005, 1.9621449708938599E-001, 1.0190137089693962E-007, 2.6426248950883746E-005, 3.1824111938476562E-002, 3.4964749318078248E-008, 4.8158335266634822E-004
3,1,10, 6.0000000000000000E+001, 8.1199997663497925E-001, 2.0100000000000000E+002, 1.5000000712461770E-004, 4.9408588409423828E+001, 2.4999999936881068E-007, 1.0816871508723125E-005, 1.3527330398559570E+001, 1.8028117665380705E-008, 0.0000000000000000E+000
3,2,10, 6.0000000000000000E+001, 8.1900000572204590E-001, 2.0450000000000000E+002, 4.0363799780607224E-004, 3.2630325317382812E+002, 5.7662572316985461E-007, 2.4891097564250231E-004, 1.5438533020019531E+002, 3.0965927066972654E-007, 1.0170503854751587E+000
3,3,10, 6.0000000000000000E+001, 8.2599997520446777E-001, 2.0800000000000000E+002, 1.5000000130385160E-003, 7.2887927293777466E-001, 1.8750000663203537E-006, 2.2620687545327200E-008, 3.9676656015217304E-003, 2.8275872962502113E-011, 0.0000000000000000E+000
3,4,10, 6.0000000000000000E+001, 8.3300000429153442E-001, 2.1150000000000000E+002, 2.0999999251216650E-003, 1.3203957500000000E+006, 2.3333332137553953E-006, 2.4770318996161222E-003, 8.7449612500000000E+005, 4.0590780372440349E-006, 2.5204673409461975E-001
3,5,10, 6.0000000000000000E+001, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999997171806854E-010, 1.6587628692832368E-007, 1.9999999920083944E-012, 5.2398512195850344E-009, 2.1712918579578400E-001, 7.4867369248554638E-012, 8.7472326413262635E-005
