case,column,k,dt_s,rho_kg_m3,dz_m,qi_before,ni_before_per_kg,qi_after,ni_after_per_kg,icencv_kg_m2
2,1,10, 1.0000000000000000E+001, 8.1199997663497925E-001, 2.0100000000000000E+002, 3.7500001781154424E-005, 1.0374043750000000E+006, 3.7082882045069709E-005, 1.0276528125000000E+006, 0.0000000000000000E+000
2,2,10, 1.0000000000000000E+001, 8.1900000572204590E-001, 2.0450000000000000E+002, 7.0429457991849631E-005, 3.5214730000000000E+006, 7.0270973083097488E-005, 3.5103030000000000E+006, 1.7089298926293850E-003
2,3,10, 1.0000000000000000E+001, 8.2599997520446777E-001, 2.0800000000000000E+002, 3.9999998989515007E-004, 4.8590865625000000E+005, 3.9243919309228659E-004, 4.7814696875000000E+005, 0.0000000000000000E+000
2,4,10, 1.0000000000000000E+001, 8.3300000429153442E-001, 2.1150000000000000E+002, 5.9999997029080987E-004, 6.0000000000000000E+009, 6.1963516054674983E-004, 5.9744035840000000E+009, 2.5767916813492775E-003
2,5,10, 1.0000000000000000E+001, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999999600419720E-012, 5.1939797401428223E-001, 1.0936710738429500E-011, 5.3787714242935181E-001, 0.0000000000000000E+000
2,6,10, 1.0000000000000000E+001, 8.4700000286102295E-001, 2.1850000000000000E+002, 1.9835924831568263E-005, 0.0000000000000000E+000, 1.9753731976379640E-005, 2.3557382812500000E+003, 1.1968053570399206E-007
2,1,11, 1.0000000000000000E+001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,11, 1.0000000000000000E+001, 7.6700001955032349E-001, 2.2150000000000000E+002, 5.3764408221468329E-005, 2.1505762500000000E+006, 5.3643241699319333E-005, 2.1437715000000000E+006, 1.7089298926293850E-003
2,3,11, 1.0000000000000000E+001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,11, 1.0000000000000000E+001, 7.8100001811981201E-001, 2.2850000000000000E+002, 7.9999997979030013E-004, 4.0000000000000000E+004, 7.7762518776580691E-004, 3.9054585937500000E+004, 2.5767916813492775E-003
2,5,11, 1.0000000000000000E+001, 7.8799998760223389E-001, 2.3200000000000000E+002, 1.0000000133514320E-010, 2.2582521438598633E+000, 1.0355775958981184E-010, 8.8822660446166992E+000, 0.0000000000000000E+000
2,6,11, 1.0000000000000000E+001, 7.9500001668930054E-001, 2.3550000000000000E+002, 3.5704662877833471E-005, 1.7710695312500000E+005, 3.6135585105512291E-005, 1.7740545312500000E+005, 1.1968053570399206E-007
2,1,12, 1.0000000000000000E+001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,12, 1.0000000000000000E+001, 7.1499997377395630E-001, 2.3850000000000000E+002, 4.1042647353606299E-005, 1.3133647500000000E+006, 4.0643433749210089E-005, 1.3025691250000000E+006, 1.7089298926293850E-003
2,3,12, 1.0000000000000000E+001, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,12, 1.0000000000000000E+001, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5767916813492775E-003
2,5,12, 1.0000000000000000E+001, 7.3599994182586670E-001, 2.4900000000000000E+002, 9.9999997171806854E-010, 1.4534882812500000E+003, 9.9543806530988377E-010, 1.4478848876953125E+003, 0.0000000000000000E+000
2,6,12, 1.0000000000000000E+001, 7.4299997091293335E-001, 2.5250000000000000E+002, 6.4268388086929917E-005, 1.8752500000000000E+005, 6.3369858253281564E-005, 1.8530942187500000E+005, 1.1968053570399206E-007
3,1,1, 6.0000000000000000E+001, 1.2799999713897705E+000, 4.8000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,1, 6.0000000000000000E+001, 1.2869999408721924E+000, 5.1500000000000000E+001, 7.9999997979030013E-004, 3.1999998000000000E+007, 7.6581514440476894E-004, 3.0029702000000000E+007, 1.0253579355776310E-002
3,3,1, 6.0000000000000000E+001, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,1, 6.0000000000000000E+001, 1.3009999990463257E+000, 5.8500000000000000E+001, 3.9999998989515007E-004, 2.0000000000000000E+004, 2.4837435921654105E-004, 5.1516300800000000E+008, 1.5460750088095665E-002
3,5,1, 6.0000000000000000E+001, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999998245167004E-014, 6.3195146620273590E-002, 2.0966384281940337E-013, 9.3326553702354431E-002, 0.0000000000000000E+000
3,6,1, 6.0000000000000000E+001, 1.3149999380111694E+000, 6.5500000000000000E+001, 1.0000000116860974E-007, 1.0000000000000000E+005, 1.0787245230403641E-007, 1.0119800000000000E+005, 7.1808318580224295E-007
3,1,2, 6.0000000000000000E+001, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5093285077891778E-006, 2.0867125000000000E+006, 0.0000000000000000E+000
3,2,2, 6.0000000000000000E+001, 1.2349998950958252E+000, 6.8500000000000000E+001, 6.1070360243320465E-004, 1.9542516000000000E+007, 5.8977364096790552E-004, 1.8579046000000000E+007, 1.0253579355776310E-002
3,3,2, 6.0000000000000000E+001, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,2, 6.0000000000000000E+001, 1.2489999532699585E+000, 7.5500000000000000E+001, 5.9999997029080987E-004, 6.0000000000000000E+009, 5.5842229630798101E-004, 5.6486384640000000E+009, 1.5460750088095665E-002
3,5,2, 6.0000000000000000E+001, 1.2559999227523804E+000, 7.9000000000000000E+001, 9.9999999600419720E-013, 2.7476149797439575E-001, 1.9326760244270380E-012, 3.7226110696792603E-001, 0.0000000000000000E+000
3,6,2, 6.0000000000000000E+001, 1.2629998922348022E+000, 8.2500000000000000E+001, 1.8000000068241206E-007, 1.0588235156250000E+005, 1.9263049466644588E-007, 1.0700730468750000E+005, 7.1808318580224295E-007
3,1,3, 6.0000000000000000E+001, 1.1759999990463257E+000, 8.2000000000000000E+001, 3.7500001781154424E-005, 2.2298202000000000E+007, 4.3827487388625741E-005, 2.4112692000000000E+007, 0.0000000000000000E+000
3,2,3, 6.0000000000000000E+001, 1.1829999685287476E+000, 8.5500000000000000E+001, 4.6619857312180102E-004, 1.1934684000000000E+007, 4.5252719428390265E-004, 1.1432119000000000E+007, 1.0253579355776310E-002
3,3,3, 6.0000000000000000E+001, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,3, 6.0000000000000000E+001, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1301442100375425E-005, 1.1301442400000000E+008, 1.5460750088095665E-002
3,5,3, 6.0000000000000000E+001, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999999600419720E-012, 1.1946153640747070E+000, 1.9123033018209057E-011, 1.6092064380645752E+000, 0.0000000000000000E+000
3,6,3, 6.0000000000000000E+001, 1.2109999656677246E+000, 9.9500000000000000E+001, 3.2399998417531606E-007, 1.1211071875000000E+005, 3.4517751146267983E-007, 1.1321414843750000E+005, 7.1808318580224295E-007
3,1,4, 6.0000000000000000E+001, 1.1239999532699585E+000, 9.9000000000000000E+001, 1.1250000534346327E-004, 4.3157816000000000E+007, 1.1861117673106492E-004, 4.3581236000000000E+007, 0.0000000000000000E+000
3,2,4, 6.0000000000000000E+001, 1.1309999227523804E+000, 1.0250000000000000E+002, 3.5588644095696509E-004, 7.2885540000000000E+006, 3.4058501478284597E-004, 7.7545125000000000E+006, 1.0253579355776310E-002
3,3,4, 6.0000000000000000E+001, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,4, 6.0000000000000000E+001, 1.1449999809265137E+000, 1.0950000000000000E+002, 1.9999999494757503E-004, 2.0000000000000000E+009, 3.0304660322144628E-004, 1.9156625920000000E+009, 1.5460750088095665E-002
3,5,4, 6.0000000000000000E+001, 1.1519999504089355E+000, 1.1300000000000000E+002, 1.0000000133514320E-010, 5.1939797401428223E+000, 1.9220387781349046E-010, 7.0154933929443359E+000, 0.0000000000000000E+000
3,6,4, 6.0000000000000000E+001, 1.1589999198913574E+000, 1.1650000000000000E+002, 5.8319994877820136E-007, 1.1870545312500000E+005, 8.2140979884570697E-007, 1.1199960156250000E+005, 7.1808318580224295E-007
3,1,5, 6.0000000000000000E+001, 1.0720000267028809E+000, 1.1600000000000000E+002, 1.8750000162981451E-004, 4.6406252000000000E+007, 1.9355981203261763E-004, 4.6286752000000000E+007, 0.0000000000000000E+000
3,2,5, 6.0000000000000000E+001, 1.0789999961853027E+000, 1.1950000000000000E+002, 2.7167639927938581E-004, 1.3583820000000000E+007, 2.6635618996806443E-004, 1.3203398000000000E+007, 1.0253579355776310E-002
3,3,5, 6.0000000000000000E+001, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,5, 6.0000000000000000E+001, 1.0930000543594360E+000, 1.2650000000000000E+002, 3.9999998989515007E-004, 2.0000000000000000E+004, 2.9750767862424254E-004, 1.5669328125000000E+004, 1.5460750088095665E-002
3,5,5, 6.0000000000000000E+001, 1.1000000238418579E+000, 1.3000000000000000E+002, 9.9999997171806854E-010, 2.2582519531250000E+001, 1.3265645248949909E-009, 6.2891003417968750E+002, 0.0000000000000000E+000
3,6,5, 6.0000000000000000E+001, 1.1069999933242798E+000, 1.3350000000000000E+002, 1.0497599305381300E-006, 0.0000000000000000E+000, 9.3025562364346115E-007, 9.4203730468750000E+003, 7.1808318580224295E-007
3,1,6, 6.0000000000000000E+001, 1.0199999809265137E+000, 1.3300000000000000E+002, 2.6250001974403858E-004, 4.1915324000000000E+007, 2.6345378137193620E-004, 4.1178140000000000E+007, 0.0000000000000000E+000
3,2,6, 6.0000000000000000E+001, 1.0269999504089355E+000, 1.3650000000000000E+002, 2.0739219326060265E-004, 8.2956875000000000E+006, 2.0357871835585684E-004, 8.0780495000000000E+006, 1.0253579355776310E-002
3,3,6, 6.0000000000000000E+001, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9515049643814564E-005, 6.5050160156250000E+004, 0.0000000000000000E+000
3,4,6, 6.0000000000000000E+001, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8047515186481178E-004, 9.0237578125000000E+003, 1.5460750088095665E-002
3,5,6, 6.0000000000000000E+001, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999392252903E-009, 1.4534883789062500E+004, 9.6114574077432735E-009, 1.4057634765625000E+004, 0.0000000000000000E+000
3,6,6, 6.0000000000000000E+001, 1.0549999475479126E+000, 1.5050000000000000E+002, 1.8895677840191638E-006, 1.3308153125000000E+005, 2.0058953396073775E-006, 1.3429048437500000E+005, 7.1808318580224295E-007
3,1,7, 6.0000000000000000E+001, 9.6799993515014648E-001, 1.5000000000000000E+002, 2.6250001974403858E-004, 2.7042146000000000E+007, 2.5832621031440794E-004, 2.6285792000000000E+007, 0.0000000000000000E+000
3,2,7, 6.0000000000000000E+001, 9.7499996423721313E-001, 1.5350000000000000E+002, 1.5831892960704863E-004, 5.0662060000000000E+006, 1.5553756384178996E-004, 4.9395440000000000E+006, 1.0253579355776310E-002
3,3,7, 6.0000000000000000E+001, 9.8199993371963501E-001, 1.5700000000000000E+002, 1.5999999595806003E-004, 5.3333331250000000E+005, 1.7012598982546479E-004, 5.3999193750000000E+005, 0.0000000000000000E+000
3,4,7, 6.0000000000000000E+001, 9.8899996280670166E-001, 1.6050000000000000E+002, 7.9999997979030013E-004, 4.0000000000000000E+004, 6.3728779787197709E-004, 7.1343976000000000E+007, 1.5460750088095665E-002
3,5,7, 6.0000000000000000E+001, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999998245167004E-015, 6.3195144757628441E-003, 9.9999998245167004E-015, 6.3195144757628441E-003, 0.0000000000000000E+000
3,6,7, 6.0000000000000000E+001, 1.0029999017715454E+000, 1.6750000000000000E+002, 3.4012218748102896E-006, 1.4090984375000000E+005, 3.6132971672486747E-006, 1.4219551562500000E+005, 7.1808318580224295E-007
3,1,8, 6.0000000000000000E+001, 9.1599994897842407E-001, 1.6700000000000000E+002, 1.8750000162981451E-004, 1.2461819000000000E+007, 1.8304983677808195E-004, 1.2059899000000000E+007, 0.0000000000000000E+000
3,2,8, 6.0000000000000000E+001, 9.2299997806549072E-001, 1.7050000000000000E+002, 1.2085742491763085E-004, 3.0939500000000000E+006, 1.1879963130922988E-004, 3.0191937500000000E+006, 1.0253579355776310E-002
3,3,8, 6.0000000000000000E+001, 9.2999994754791260E-001, 1.7400000000000000E+002, 2.3999999393709004E-004, 5.7142856250000000E+005, 2.5024448405019939E-004, 5.7056975000000000E+005, 0.0000000000000000E+000
3,4,8, 6.0000000000000000E+001, 9.3699997663497925E-001, 1.7750000000000000E+002, 1.9999999494757503E-004, 2.0000000000000000E+009, 1.9319388957228512E-004, 1.9424834560000000E+009, 1.5460750088095665E-002
3,5,8, 6.0000000000000000E+001, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999998245167004E-014, 2.7476148679852486E-002, 1.5109936142999186E-013, 3.3580556511878967E-002, 0.0000000000000000E+000
3,6,8, 6.0000000000000000E+001, 9.5099997520446777E-001, 1.8450000000000000E+002, 6.1221994656079914E-006, 1.4919867187500000E+005, 6.5132567215187009E-006, 1.5058010937500000E+005, 7.1808318580224295E-007
3,1,9, 6.0000000000000000E+001, 8.6399996280670166E-001, 1.8400000000000000E+002, 1.1250000534346327E-004, 4.8239300000000000E+006, 1.0773205576697364E-004, 4.6181200000000000E+006, 0.0000000000000000E+000
3,2,9, 6.0000000000000000E+001, 8.7099999189376831E-001, 1.8750000000000000E+002, 9.2260081146378070E-005, 1.8894865000000000E+006, 8.9758272224571556E-005, 1.9631956250000000E+006, 1.0253579355776310E-002
3,3,9, 6.0000000000000000E+001, 8.7799996137619019E-001, 1.9100000000000000E+002, 3.1999999191612005E-004, 5.4421768750000000E+005, 3.3043598523363471E-004, 5.4013168750000000E+005, 0.0000000000000000E+000
3,4,9, 6.0000000000000000E+001, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8601494957692921E-005, 1.8601499200000000E+008, 1.5460750088095665E-002
3,5,9, 6.0000000000000000E+001, 8.9199995994567871E-001, 1.9800000000000000E+002, 9.9999999600419720E-013, 1.1946153640747070E-001, 1.5094323360664852E-012, 1.4258340001106262E-001, 0.0000000000000000E+000
3,6,9, 6.0000000000000000E+001, 8.9899998903274536E-001, 2.0150000000000000E+002, 1.1019958947144914E-005, 1.5797506250000000E+005, 1.3648420463141520E-005, 1.4844654687500000E+005, 7.1808318580224295E-007
3,1,10, 6.0000000000000000E+001, 8.1199997663497925E-001, 2.0100000000000000E+002, 3.7500001781154424E-005, 1.0374043750000000E+006, 3.4997279726667330E-005, 9.7889525000000000E+005, 0.0000000000000000E+000
3,2,10, 6.0000000000000000E+001, 8.1900000572204590E-001, 2.0450000000000000E+002, 7.0429457991849631E-005, 3.5214730000000000E+006, 6.9478548539336771E-005, 3.4544522500000000E+006, 1.0253579355776310E-002
3,3,10, 6.0000000000000000E+001, 8.2599997520446777E-001, 2.0800000000000000E+002, 3.9999998989515007E-004, 4.8590865625000000E+005, 3.5463526728563011E-004, 4.3933859375000000E+005, 0.0000000000000000E+000
3,4,10, 6.0000000000000000E+001, 8.3300000429153442E-001, 2.1150000000000000E+002, 5.9999997029080987E-004, 6.0000000000000000E+009, 7.1781111182644963E-004, 5.8464204800000000E+009, 1.5460750088095665E-002
3,5,10, 6.0000000000000000E+001, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999999600419720E-012, 5.1939797401428223E-001, 1.5620265497728880E-011, 6.3027286529541016E-001, 0.0000000000000000E+000
3,6,10, 6.0000000000000000E+001, 8.4700000286102295E-001, 2.1850000000000000E+002, 1.9835924831568263E-005, 0.0000000000000000E+000, 1.9342765881447122E-005, 1.4134429687500000E+004, 7.1808318580224295E-007
3,1,11, 6.0000000000000000E+001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,11, 6.0000000000000000E+001, 7.6700001955032349E-001, 2.2150000000000000E+002, 5.3764408221468329E-005, 2.1505762500000000E+006, 5.3037409088574350E-005, 2.1097472500000000E+006, 1.0253579355776310E-002
3,3,11, 6.0000000000000000E+001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,11, 6.0000000000000000E+001, 7.8100001811981201E-001, 2.2850000000000000E+002, 7.9999997979030013E-004, 4.0000000000000000E+004, 6.6575128585100174E-004, 3.4327500000000000E+004, 1.5460750088095665E-002
3,5,11, 6.0000000000000000E+001, 7.8799998760223389E-001, 2.3200000000000000E+002, 1.0000000133514320E-010, 2.2582521438598633E+000, 1.2134653004647333E-010, 4.2002334594726562E+001, 0.0000000000000000E+000
3,6,11, 6.0000000000000000E+001, 7.9500001668930054E-001, 2.3550000000000000E+002, 3.5704662877833471E-005, 1.7710695312500000E+005, 3.8290203519864008E-005, 1.7889801562500000E+005, 7.1808318580224295E-007
3,1,12, 6.0000000000000000E+001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,12, 6.0000000000000000E+001, 7.1499997377395630E-001, 2.3850000000000000E+002, 4.1042647353606299E-005, 1.3133647500000000E+006, 3.8647365727229044E-005, 1.2485907500000000E+006, 1.0253579355776310E-002
3,3,12, 6.0000000000000000E+001, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,12, 6.0000000000000000E+001, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5460750088095665E-002
3,5,12, 6.0000000000000000E+001, 7.3599994182586670E-001, 2.4900000000000000E+002, 9.9999997171806854E-010, 1.4534882812500000E+003, 9.7262842224665746E-010, 1.4198677978515625E+003, 0.0000000000000000E+000
3,6,12, 6.0000000000000000E+001, 7.4299997091293335E-001, 2.5250000000000000E+002, 6.4268388086929917E-005, 1.8752500000000000E+005, 5.8877209085039794E-005, 1.7423148437500000E+005, 7.1808318580224295E-007
4,1,1, 3.0000000000000000E+002, 1.2799999713897705E+000, 4.8000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1, 3.0000000000000000E+002, 1.2869999408721924E+000, 5.1500000000000000E+001, 7.9999997979030013E-004, 3.1999998000000000E+007, 6.4457708504050970E-004, 2.3156664000000000E+007, 4.8529483377933502E-002
4,3,1, 3.0000000000000000E+002, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,1, 3.0000000000000000E+002, 1.3009999990463257E+000, 5.8500000000000000E+001, 3.9999998989515007E-004, 2.0000000000000000E+004, 8.6780288256704807E-005, 8.3043072000000000E+008, 4.1039224714040756E-002
4,5,1, 3.0000000000000000E+002, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999998245167004E-014, 6.3195146620273590E-002, 6.4831918045876735E-013, 2.1385215222835541E-001, 0.0000000000000000E+000
4,6,1, 3.0000000000000000E+002, 1.3149999380111694E+000, 6.5500000000000000E+001, 1.0000000116860974E-007, 1.0000000000000000E+005, 1.4236900369724026E-007, 1.0599886718750000E+005, 3.9437331906810869E-006
4,1,2, 3.0000000000000000E+002, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7546642993693240E-005, 1.0433563000000000E+007, 0.0000000000000000E+000
4,2,2, 3.0000000000000000E+002, 1.2349998950958252E+000, 6.8500000000000000E+001, 6.1070360243320465E-004, 1.9542516000000000E+007, 5.1280902698636055E-004, 1.5093506000000000E+007, 4.8529483377933502E-002
4,3,2, 3.0000000000000000E+002, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,2, 3.0000000000000000E+002, 1.2489999532699585E+000, 7.5500000000000000E+001, 5.9999997029080987E-004, 6.0000000000000000E+009, 4.1759663145057857E-004, 4.4268492800000000E+009, 4.1039224714040756E-002
4,5,2, 3.0000000000000000E+002, 1.2559999227523804E+000, 7.9000000000000000E+001, 9.9999999600419720E-013, 2.7476149797439575E-001, 5.6633799212779667E-012, 7.6225954294204712E-001, 0.0000000000000000E+000
4,6,2, 3.0000000000000000E+002, 1.2629998922348022E+000, 8.2500000000000000E+001, 1.8000000068241206E-007, 1.0588235156250000E+005, 2.4790972474875161E-007, 1.1153775781250000E+005, 3.9437331906810869E-006
4,1,3, 3.0000000000000000E+002, 1.1759999990463257E+000, 8.2000000000000000E+001, 3.7500001781154424E-005, 2.2298202000000000E+007, 6.9137437094468623E-005, 3.1370654000000000E+007, 0.0000000000000000E+000
4,2,3, 3.0000000000000000E+002, 1.1829999685287476E+000, 8.5500000000000000E+001, 4.6619857312180102E-004, 1.1934684000000000E+007, 3.9626384386792779E-004, 1.0102352000000000E+007, 4.8529483377933502E-002
4,3,3, 3.0000000000000000E+002, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,3, 3.0000000000000000E+002, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7299889603164047E-005, 5.2194297600000000E+008, 4.1039224714040756E-002
4,5,3, 3.0000000000000000E+002, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999999600419720E-012, 1.1946153640747070E+000, 5.5615168720324348E-011, 3.2675704956054688E+000, 0.0000000000000000E+000
4,6,3, 3.0000000000000000E+002, 1.2109999656677246E+000, 9.9500000000000000E+001, 3.2399998417531606E-007, 1.1211071875000000E+005, 5.3221685902826721E-007, 1.1414247656250000E+005, 3.9437331906810869E-006
4,1,4, 3.0000000000000000E+002, 1.1239999532699585E+000, 9.9000000000000000E+001, 1.1250000534346327E-004, 4.3157816000000000E+007, 1.4305587683338672E-004, 4.5274908000000000E+007, 0.0000000000000000E+000
4,2,4, 3.0000000000000000E+002, 1.1309999227523804E+000, 1.0250000000000000E+002, 3.5588644095696509E-004, 7.2885540000000000E+006, 2.8735416708514094E-004, 9.0460540000000000E+006, 4.8529483377933502E-002
4,3,4, 3.0000000000000000E+002, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,4, 3.0000000000000000E+002, 1.1449999809265137E+000, 1.0950000000000000E+002, 1.9999999494757503E-004, 2.0000000000000000E+009, 4.6103110071271658E-004, 1.6104922880000000E+009, 4.1039224714040756E-002
4,5,4, 3.0000000000000000E+002, 1.1519999504089355E+000, 1.1300000000000000E+002, 1.0000000133514320E-010, 5.1939797401428223E+000, 5.6101939760466735E-010, 1.4301550865173340E+001, 0.0000000000000000E+000
4,6,4, 3.0000000000000000E+002, 1.1589999198913574E+000, 1.1650000000000000E+002, 5.8319994877820136E-007, 1.1870545312500000E+005, 1.4775008594369865E-006, 1.0068214843750000E+005, 3.9437331906810869E-006
4,1,5, 3.0000000000000000E+002, 1.0720000267028809E+000, 1.1600000000000000E+002, 1.8750000162981451E-004, 4.6406252000000000E+007, 2.1779908274766058E-004, 4.5808760000000000E+007, 0.0000000000000000E+000
4,2,5, 3.0000000000000000E+002, 1.0789999961853027E+000, 1.1950000000000000E+002, 2.7167639927938581E-004, 1.3583820000000000E+007, 2.4586406652815640E-004, 1.1755181000000000E+007, 4.8529483377933502E-002
4,3,5, 3.0000000000000000E+002, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,5, 3.0000000000000000E+002, 1.0930000543594360E+000, 1.2650000000000000E+002, 3.9999998989515007E-004, 2.0000000000000000E+004, 8.5380423115566373E-005, 5.6589165039062500E+003, 4.1039224714040756E-002
4,5,5, 3.0000000000000000E+002, 1.1000000238418579E+000, 1.3000000000000000E+002, 9.9999997171806854E-010, 2.2582519531250000E+001, 2.6328226265803778E-009, 3.0542199707031250E+003, 0.0000000000000000E+000
4,6,5, 3.0000000000000000E+002, 1.1069999933242798E+000, 1.3350000000000000E+002, 1.0497599305381300E-006, 0.0000000000000000E+000, 6.8389755369935301E-007, 3.3432250000000000E+004, 3.9437331906810869E-006
4,1,6, 3.0000000000000000E+002, 1.0199999809265137E+000, 1.3300000000000000E+002, 2.6250001974403858E-004, 4.1915324000000000E+007, 2.6726876967586577E-004, 3.8229404000000000E+007, 0.0000000000000000E+000
4,2,6, 3.0000000000000000E+002, 1.0269999504089355E+000, 1.3650000000000000E+002, 2.0739219326060265E-004, 8.2956875000000000E+006, 1.8883032316807657E-004, 7.2459195000000000E+006, 4.8529483377933502E-002
4,3,6, 3.0000000000000000E+002, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7575248219072819E-005, 3.2525081250000000E+005, 0.0000000000000000E+000
4,4,6, 3.0000000000000000E+002, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.1469769570976496E-004, 1.2259664000000000E+008, 4.1039224714040756E-002
4,5,6, 3.0000000000000000E+002, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999392252903E-009, 1.4534883789062500E+004, 8.0572855054583670E-009, 1.2148640625000000E+004, 0.0000000000000000E+000
4,6,6, 3.0000000000000000E+002, 1.0549999475479126E+000, 1.5050000000000000E+002, 1.8895677840191638E-006, 1.3308153125000000E+005, 2.5171534616674762E-006, 1.3919737500000000E+005, 3.9437331906810869E-006
