leaf,case,role,name,hex,value
sfcdif1,sfcdif105,in,MOZ,3E99999A,  3.000000119E-01
sfcdif1,sfcdif105,in,MOZSGN,00000001,                1
sfcdif1,sfcdif105,in,FM,BF000000, -5.000000000E-01
sfcdif1,sfcdif105,in,FH,BF19999A, -6.000000238E-01
sfcdif1,sfcdif105,in,FM2,BE4CCCCD, -2.000000030E-01
sfcdif1,sfcdif105,in,FH2,BE99999A, -3.000000119E-01
sfcdif1,sfcdif105,in,FV,3EB33333,  3.499999940E-01
sfcdif1,sfcdif105,out,MOZ,3EAA9A79,  3.332097828E-01
sfcdif1,sfcdif105,out,MOZSGN,00000001,                1
sfcdif1,sfcdif105,out,FM,BF8AA08C, -1.083024502E+00
sfcdif1,sfcdif105,out,FH,BF9106F2, -1.133024454E+00
sfcdif1,sfcdif105,out,FM2,BE543B04, -2.072563767E-01
sfcdif1,sfcdif105,out,FH2,BE83B71C, -2.572563887E-01
sfcdif1,sfcdif105,out,CM,3C1267AD,  8.935851045E-03
sfcdif1,sfcdif105,out,CH,3C10B1FA,  8.831495419E-03
sfcdif1,sfcdif105,out,FV,3ECB46C9,  3.970244229E-01
sfcdif1,sfcdif105,out,CH2,3DEFE0A4,  1.171276867E-01
sfcdif1,sfcdif106,in,ITER,00000002,                2
sfcdif1,sfcdif106,in,SFCTMP,43938000,  2.950000000E+02
sfcdif1,sfcdif106,in,RHOAIR,3F970A3D,  1.179999948E+00
sfcdif1,sfcdif106,in,H,42200000,  4.000000000E+01
sfcdif1,sfcdif106,in,QAIR,3C23D70A,  9.999999776E-03
sfcdif1,sfcdif106,in,ZLVL,41F00000,  3.000000000E+01
sfcdif1,sfcdif106,in,ZPD,40D66666,  6.699999809E+00
sfcdif1,sfcdif106,in,Z0M,3F800000,  1.000000000E+00
sfcdif1,sfcdif106,in,Z0H,3F800000,  1.000000000E+00
sfcdif1,sfcdif106,in,UR,40866666,  4.199999809E+00
sfcdif1,sfcdif106,in,MPE,358637BD,  9.999999975E-07
sfcdif1,sfcdif106,in,MOZ,BE99999A, -3.000000119E-01
sfcdif1,sfcdif106,in,MOZSGN,00000001,                1
sfcdif1,sfcdif106,in,FM,3F19999A,  6.000000238E-01
sfcdif1,sfcdif106,in,FH,3F333333,  6.999999881E-01
sfcdif1,sfcdif106,in,FM2,3E4CCCCD,  2.000000030E-01
sfcdif1,sfcdif106,in,FH2,3E99999A,  3.000000119E-01
sfcdif1,sfcdif106,in,FV,3EB33333,  3.499999940E-01
sfcdif1,sfcdif106,out,MOZ,BE782682, -2.423343956E-01
sfcdif1,sfcdif106,out,MOZSGN,00000001,                1
sfcdif1,sfcdif106,out,FM,3F0F909B,  5.608002543E-01
sfcdif1,sfcdif106,out,FH,3F52990C,  8.226478100E-01
sfcdif1,sfcdif106,out,FM2,3E1E40AE,  1.545436084E-01
sfcdif1,sfcdif106,out,FH2,3E8340CE,  2.563537955E-01
sfcdif1,sfcdif106,out,CM,3CC3BF8E,  2.389505133E-02
sfcdif1,sfcdif106,out,CH,3CD9C94B,  2.658524178E-02
sfcdif1,sfcdif106,out,FV,3F263465,  6.492369771E-01
sfcdif1,sfcdif106,out,CH2,3E9DDD9F,  3.083314598E-01
sfcdif1,sfcdif107,in,ITER,00000002,                2
sfcdif1,sfcdif107,in,SFCTMP,43830000,  2.620000000E+02
sfcdif1,sfcdif107,in,RHOAIR,3FA8F5C3,  1.320000052E+00
sfcdif1,sfcdif107,in,H,C30C0000, -1.400000000E+02
sfcdif1,sfcdif107,in,QAIR,3B03126F,  2.000000095E-03
sfcdif1,sfcdif107,in,ZLVL,41F00000,  3.000000000E+01
sfcdif1,sfcdif107,in,ZPD,40D66666,  6.699999809E+00
sfcdif1,sfcdif107,in,Z0M,3F800000,  1.000000000E+00
sfcdif1,sfcdif107,in,Z0H,3F800000,  1.000000000E+00
sfcdif1,sfcdif107,in,UR,3FCCCCCD,  1.600000024E+00
sfcdif1,sfcdif107,in,MPE,358637BD,  9.999999975E-07
sfcdif1,sfcdif107,in,MOZ,3F000000,  5.000000000E-01
sfcdif1,sfcdif107,in,MOZSGN,00000000,                0
sfcdif1,sfcdif107,in,FM,BF800000, -1.000000000E+00
sfcdif1,sfcdif107,in,FH,BF99999A, -1.200000048E+00
sfcdif1,sfcdif107,in,FM2,BECCCCCD, -4.000000060E-01
sfcdif1,sfcdif107,in,FH2,BF000000, -5.000000000E-01
sfcdif1,sfcdif107,in,FV,3DE147AE,  1.099999994E-01
sfcdif1,sfcdif107,out,MOZ,3F800000,  1.000000000E+00
sfcdif1,sfcdif107,out,MOZSGN,00000000,                0
sfcdif1,sfcdif107,out,FM,C0400000, -3.000000000E+00
sfcdif1,sfcdif107,out,FH,C0466666, -3.099999905E+00
sfcdif1,sfcdif107,out,FM2,C02CCCCD, -2.700000048E+00
sfcdif1,sfcdif107,out,FH2,C0300000, -2.750000000E+00
sfcdif1,sfcdif107,out,CM,3B8AB012,  4.232414998E-03
sfcdif1,sfcdif107,out,CH,3B8877DE,  4.164679907E-03
sfcdif1,sfcdif107,out,FV,3DD52DC8,  1.040912271E-01
sfcdif1,sfcdif107,out,CH2,3C314062,  1.081857271E-02
sfcdif1,sfcdif108,in,ITER,00000002,                2
sfcdif1,sfcdif108,in,SFCTMP,43938000,  2.950000000E+02
sfcdif1,sfcdif108,in,RHOAIR,3F970A3D,  1.179999948E+00
sfcdif1,sfcdif108,in,H,41C80000,  2.500000000E+01
sfcdif1,sfcdif108,in,QAIR,3C23D70A,  9.999999776E-03
sfcdif1,sfcdif108,in,ZLVL,40D66A7F,  6.700500011E+00
sfcdif1,sfcdif108,in,ZPD,40D66666,  6.699999809E+00
sfcdif1,sfcdif108,in,Z0M,39D1B717,  3.999999899E-04
sfcdif1,sfcdif108,in,Z0H,39D1B717,  3.999999899E-04
sfcdif1,sfcdif108,in,UR,40866666,  4.199999809E+00
sfcdif1,sfcdif108,in,MPE,358637BD,  9.999999975E-07
sfcdif1,sfcdif108,in,MOZ,BDCCCCCD, -1.000000015E-01
sfcdif1,sfcdif108,in,MOZSGN,00000000,                0
sfcdif1,sfcdif108,in,FM,3E4CCCCD,  2.000000030E-01
sfcdif1,sfcdif108,in,FH,3E99999A,  3.000000119E-01
sfcdif1,sfcdif108,in,FM2,3DCCCCCD,  1.000000015E-01
sfcdif1,sfcdif108,in,FH2,3DCCCCCD,  1.000000015E-01
sfcdif1,sfcdif108,in,FV,3EB33333,  3.499999940E-01
sfcdif1,sfcdif108,out,MOZ,B65A3478, -3.251507223E-06
sfcdif1,sfcdif108,out,MOZSGN,00000000,                0
sfcdif1,sfcdif108,out,FM,3DCCD025,  1.000063792E-01
sfcdif1,sfcdif108,out,FH,3E199D02,  1.500129998E-01
sfcdif1,sfcdif108,out,FM2,3D9884E6,  7.447223365E-02
sfcdif1,sfcdif108,out,FH2,3DC97589,  9.836871177E-02
sfcdif1,sfcdif108,out,CM,4127BB43,  1.048321819E+01
sfcdif1,sfcdif108,out,CH,418CE5D6,  1.761222458E+01
sfcdif1,sfcdif108,out,FV,4159942C,  1.359867477E+01
sfcdif1,sfcdif108,out,CH2,3F256654,  6.460926533E-01
sfcdif1,sfcdif109,in,ITER,00000002,                2
sfcdif1,sfcdif109,in,SFCTMP,43938000,  2.950000000E+02
sfcdif1,sfcdif109,in,RHOAIR,3F970A3D,  1.179999948E+00
sfcdif1,sfcdif109,in,H,42483A5E,  5.005699921E+01
sfcdif1,sfcdif109,in,QAIR,3C23D70A,  9.999999776E-03
sfcdif1,sfcdif109,in,ZLVL,41F00000,  3.000000000E+01
sfcdif1,sfcdif109,in,ZPD,40D66666,  6.699999809E+00
sfcdif1,sfcdif109,in,Z0M,3F800000,  1.000000000E+00
sfcdif1,sfcdif109,in,Z0H,3F800000,  1.000000000E+00
sfcdif1,sfcdif109,in,UR,40866666,  4.199999809E+00
sfcdif1,sfcdif109,in,MPE,358637BD,  9.999999975E-07
sfcdif1,sfcdif109,in,MOZ,BE4CCCCD, -2.000000030E-01
sfcdif1,sfcdif109,in,MOZSGN,00000000,                0
sfcdif1,sfcdif109,in,FM,3ECCCCCD,  4.000000060E-01
sfcdif1,sfcdif109,in,FH,3F000000,  5.000000000E-01
sfcdif1,sfcdif109,in,FM2,3DCCCCCD,  1.000000015E-01
sfcdif1,sfcdif109,in,FH2,3E4CCCCD,  2.000000030E-01
sfcdif1,sfcdif109,in,FV,3EB33333,  3.499999940E-01
sfcdif1,sfcdif109,out,MOZ,BE9B4554, -3.032633066E-01
sfcdif1,sfcdif109,out,MOZSGN,00000000,                0
sfcdif1,sfcdif109,out,FM,3EFF9230,  4.991621971E-01
sfcdif1,sfcdif109,out,FH,3F49470B,  7.862402797E-01
sfcdif1,sfcdif109,out,FM2,3DEE3DA6,  1.163285226E-01
sfcdif1,sfcdif109,out,FH2,3E6A2B8E,  2.286817729E-01
sfcdif1,sfcdif109,out,CM,3CBABEE6,  2.279610559E-02
sfcdif1,sfcdif109,out,CH,3CD170D7,  2.556650154E-02
sfcdif1,sfcdif109,out,FV,3F225678,  6.341319084E-01
sfcdif1,sfcdif109,out,CH2,3E9549BD,  2.915782034E-01
sfcdif1,sfcdif110,in,ITER,00000002,                2
sfcdif1,sfcdif110,in,SFCTMP,43938000,  2.950000000E+02
sfcdif1,sfcdif110,in,RHOAIR,3F970A3D,  1.179999948E+00
sfcdif1,sfcdif110,in,H,4248DD2F,  5.021599960E+01
sfcdif1,sfcdif110,in,QAIR,3C23D70A,  9.999999776E-03
sfcdif1,sfcdif110,in,ZLVL,41F00000,  3.000000000E+01
sfcdif1,sfcdif110,in,ZPD,40D66666,  6.699999809E+00
sfcdif1,sfcdif110,in,Z0M,3F800000,  1.000000000E+00
sfcdif1,sfcdif110,in,Z0H,3F800000,  1.000000000E+00
sfcdif1,sfcdif110,in,UR,40866666,  4.199999809E+00
sfcdif1,sfcdif110,in,MPE,358637BD,  9.999999975E-07
sfcdif1,sfcdif110,in,MOZ,BE4CCCCD, -2.000000030E-01
sfcdif1,sfcdif110,in,MOZSGN,00000000,                0
sfcdif1,sfcdif110,in,FM,3ECCCCCD,  4.000000060E-01
sfcdif1,sfcdif110,in,FH,3F000000,  5.000000000E-01
sfcdif1,sfcdif110,in,FM2,3DCCCCCD,  1.000000015E-01
sfcdif1,sfcdif110,in,FH2,3E4CCCCD,  2.000000030E-01
sfcdif1,sfcdif110,in,FV,3EB33333,  3.499999940E-01
sfcdif1,sfcdif110,out,MOZ,BE9BC397, -3.042266071E-01
sfcdif1,sfcdif110,out,MOZSGN,00000000,                0
sfcdif1,sfcdif110,out,FM,3EFFDC72,  4.997287393E-01
sfcdif1,sfcdif110,out,FH,3F49840B,  7.871710658E-01
sfcdif1,sfcdif110,out,FM2,3DEE9CB6,  1.165098399E-01
sfcdif1,sfcdif110,out,FH2,3E6A853A,  2.290238440E-01
sfcdif1,sfcdif110,out,CM,3CBAD35A,  2.280585840E-02
sfcdif1,sfcdif110,out,CH,3CD19172,  2.558204904E-02
sfcdif1,sfcdif110,out,FV,3F225F5B,  6.342675090E-01
sfcdif1,sfcdif110,out,CH2,3E9560F2,  2.917552590E-01
stomata,stomata01,in,APAR,00000000,  0.000000000E+00
stomata,stomata01,in,FOLN,3F800000,  1.000000000E+00
stomata,stomata01,in,TV,43940000,  2.960000000E+02
stomata,stomata01,in,EI,452FA000,  2.810000000E+03
stomata,stomata01,in,EA,44FA0000,  2.000000000E+03
stomata,stomata01,in,SFCTMP,43938000,  2.950000000E+02
stomata,stomata01,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata01,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata01,in,O2,469FD800,  2.046000000E+04
stomata,stomata01,in,CO2,42180000,  3.800000000E+01
stomata,stomata01,in,IGS,3F800000,  1.000000000E+00
stomata,stomata01,in,BTRAN,3F4CCCCD,  8.000000119E-01
stomata,stomata01,in,RB,41B00000,  2.200000000E+01
stomata,stomata01,in,MPE,358637BD,  9.999999975E-07
stomata,stomata01,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata01,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata01,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata01,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata01,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata01,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata01,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata01,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata01,in,P_MP,41100000,  9.000000000E+00
stomata,stomata01,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata01,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata01,out,RS,469A7D62,  1.977469141E+04
stomata,stomata01,out,PSN,00000000,  0.000000000E+00
stomata,stomata02,in,APAR,43820000,  2.600000000E+02
stomata,stomata02,in,FOLN,3F800000,  1.000000000E+00
stomata,stomata02,in,TV,43940000,  2.960000000E+02
stomata,stomata02,in,EI,452FA000,  2.810000000E+03
stomata,stomata02,in,EA,44FA0000,  2.000000000E+03
stomata,stomata02,in,SFCTMP,43938000,  2.950000000E+02
stomata,stomata02,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata02,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata02,in,O2,469FD800,  2.046000000E+04
stomata,stomata02,in,CO2,42180000,  3.800000000E+01
stomata,stomata02,in,IGS,3F800000,  1.000000000E+00
stomata,stomata02,in,BTRAN,3F4CCCCD,  8.000000119E-01
stomata,stomata02,in,RB,41B00000,  2.200000000E+01
stomata,stomata02,in,MPE,358637BD,  9.999999975E-07
stomata,stomata02,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata02,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata02,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata02,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata02,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata02,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata02,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata02,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata02,in,P_MP,41100000,  9.000000000E+00
stomata,stomata02,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata02,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata02,out,RS,436ED544,  2.388330688E+02
stomata,stomata02,out,PSN,4117EE88,  9.495735168E+00
stomata,stomata03,in,APAR,41000000,  8.000000000E+00
stomata,stomata03,in,FOLN,3F800000,  1.000000000E+00
stomata,stomata03,in,TV,43940000,  2.960000000E+02
stomata,stomata03,in,EI,452FA000,  2.810000000E+03
stomata,stomata03,in,EA,44FA0000,  2.000000000E+03
stomata,stomata03,in,SFCTMP,43938000,  2.950000000E+02
stomata,stomata03,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata03,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata03,in,O2,469FD800,  2.046000000E+04
stomata,stomata03,in,CO2,42180000,  3.800000000E+01
stomata,stomata03,in,IGS,3F800000,  1.000000000E+00
stomata,stomata03,in,BTRAN,3F4CCCCD,  8.000000119E-01
stomata,stomata03,in,RB,41B00000,  2.200000000E+01
stomata,stomata03,in,MPE,358637BD,  9.999999975E-07
stomata,stomata03,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata03,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata03,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata03,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata03,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata03,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata03,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata03,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata03,in,P_MP,41100000,  9.000000000E+00
stomata,stomata03,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata03,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata03,out,RS,44732E5C,  9.727243652E+02
stomata,stomata03,out,PSN,40154965,  2.332604647E+00
stomata,stomata04,in,APAR,43820000,  2.600000000E+02
stomata,stomata04,in,FOLN,3F800000,  1.000000000E+00
stomata,stomata04,in,TV,439F0000,  3.180000000E+02
stomata,stomata04,in,EI,45FD2000,  8.100000000E+03
stomata,stomata04,in,EA,459C4000,  5.000000000E+03
stomata,stomata04,in,SFCTMP,439C0000,  3.120000000E+02
stomata,stomata04,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata04,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata04,in,O2,469FD800,  2.046000000E+04
stomata,stomata04,in,CO2,42180000,  3.800000000E+01
stomata,stomata04,in,IGS,3F800000,  1.000000000E+00
stomata,stomata04,in,BTRAN,3F4CCCCD,  8.000000119E-01
stomata,stomata04,in,RB,41B00000,  2.200000000E+01
stomata,stomata04,in,MPE,358637BD,  9.999999975E-07
stomata,stomata04,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata04,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata04,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata04,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata04,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata04,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata04,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata04,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata04,in,P_MP,41100000,  9.000000000E+00
stomata,stomata04,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata04,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata04,out,RS,44AC0E1A,  1.376440674E+03
stomata,stomata04,out,PSN,3FE0280E,  1.751222372E+00
stomata,stomata05,in,APAR,43820000,  2.600000000E+02
stomata,stomata05,in,FOLN,41400000,  1.200000000E+01
stomata,stomata05,in,TV,43940000,  2.960000000E+02
stomata,stomata05,in,EI,452FA000,  2.810000000E+03
stomata,stomata05,in,EA,44FA0000,  2.000000000E+03
stomata,stomata05,in,SFCTMP,43938000,  2.950000000E+02
stomata,stomata05,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata05,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata05,in,O2,469FD800,  2.046000000E+04
stomata,stomata05,in,CO2,42180000,  3.800000000E+01
stomata,stomata05,in,IGS,3F800000,  1.000000000E+00
stomata,stomata05,in,BTRAN,3F4CCCCD,  8.000000119E-01
stomata,stomata05,in,RB,41B00000,  2.200000000E+01
stomata,stomata05,in,MPE,358637BD,  9.999999975E-07
stomata,stomata05,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata05,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata05,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata05,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata05,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata05,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata05,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata05,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata05,in,P_MP,41100000,  9.000000000E+00
stomata,stomata05,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata05,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata05,out,RS,431CA797,  1.566546478E+02
stomata,stomata05,out,PSN,4162FEC8,  1.418720245E+01
stomata,stomata06,in,APAR,43820000,  2.600000000E+02
stomata,stomata06,in,FOLN,3F800000,  1.000000000E+00
stomata,stomata06,in,TV,43940000,  2.960000000E+02
stomata,stomata06,in,EI,452FA000,  2.810000000E+03
stomata,stomata06,in,EA,45610000,  3.600000000E+03
stomata,stomata06,in,SFCTMP,43938000,  2.950000000E+02
stomata,stomata06,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata06,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata06,in,O2,469FD800,  2.046000000E+04
stomata,stomata06,in,CO2,42180000,  3.800000000E+01
stomata,stomata06,in,IGS,3F800000,  1.000000000E+00
stomata,stomata06,in,BTRAN,3F4CCCCD,  8.000000119E-01
stomata,stomata06,in,RB,41B00000,  2.200000000E+01
stomata,stomata06,in,MPE,358637BD,  9.999999975E-07
stomata,stomata06,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata06,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata06,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata06,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata06,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata06,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata06,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata06,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata06,in,P_MP,41100000,  9.000000000E+00
stomata,stomata06,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata06,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata06,out,RS,4326FF43,  1.669971161E+02
stomata,stomata06,out,PSN,41205B35,  1.002226734E+01
stomata,stomata07,in,APAR,43820000,  2.600000000E+02
stomata,stomata07,in,FOLN,3F800000,  1.000000000E+00
stomata,stomata07,in,TV,43940000,  2.960000000E+02
stomata,stomata07,in,EI,452FA000,  2.810000000E+03
stomata,stomata07,in,EA,42480000,  5.000000000E+01
stomata,stomata07,in,SFCTMP,43938000,  2.950000000E+02
stomata,stomata07,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata07,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata07,in,O2,469FD800,  2.046000000E+04
stomata,stomata07,in,CO2,42180000,  3.800000000E+01
stomata,stomata07,in,IGS,3F800000,  1.000000000E+00
stomata,stomata07,in,BTRAN,3F4CCCCD,  8.000000119E-01
stomata,stomata07,in,RB,41B00000,  2.200000000E+01
stomata,stomata07,in,MPE,358637BD,  9.999999975E-07
stomata,stomata07,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata07,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata07,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata07,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata07,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata07,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata07,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata07,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata07,in,P_MP,41100000,  9.000000000E+00
stomata,stomata07,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata07,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata07,out,RS,4494E7C5,  1.191242798E+03
stomata,stomata07,out,PSN,40A33ACB,  5.100926876E+00
stomata,stomata08,in,APAR,43820000,  2.600000000E+02
stomata,stomata08,in,FOLN,3F800000,  1.000000000E+00
stomata,stomata08,in,TV,43940000,  2.960000000E+02
stomata,stomata08,in,EI,452FA000,  2.810000000E+03
stomata,stomata08,in,EA,44FA0000,  2.000000000E+03
stomata,stomata08,in,SFCTMP,43938000,  2.950000000E+02
stomata,stomata08,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata08,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata08,in,O2,469FD800,  2.046000000E+04
stomata,stomata08,in,CO2,42180000,  3.800000000E+01
stomata,stomata08,in,IGS,3F800000,  1.000000000E+00
stomata,stomata08,in,BTRAN,00000000,  0.000000000E+00
stomata,stomata08,in,RB,41B00000,  2.200000000E+01
stomata,stomata08,in,MPE,358637BD,  9.999999975E-07
stomata,stomata08,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata08,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata08,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata08,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata08,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata08,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata08,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata08,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata08,in,P_MP,41100000,  9.000000000E+00
stomata,stomata08,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata08,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata08,out,RS,469A7D62,  1.977469141E+04
stomata,stomata08,out,PSN,00000000,  0.000000000E+00
stomata,stomata09,in,APAR,43820000,  2.600000000E+02
stomata,stomata09,in,FOLN,3F800000,  1.000000000E+00
stomata,stomata09,in,TV,43940000,  2.960000000E+02
stomata,stomata09,in,EI,452FA000,  2.810000000E+03
stomata,stomata09,in,EA,44FA0000,  2.000000000E+03
stomata,stomata09,in,SFCTMP,43938000,  2.950000000E+02
stomata,stomata09,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata09,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata09,in,O2,469FD800,  2.046000000E+04
stomata,stomata09,in,CO2,42180000,  3.800000000E+01
stomata,stomata09,in,IGS,00000000,  0.000000000E+00
stomata,stomata09,in,BTRAN,3F4CCCCD,  8.000000119E-01
stomata,stomata09,in,RB,41B00000,  2.200000000E+01
stomata,stomata09,in,MPE,358637BD,  9.999999975E-07
stomata,stomata09,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata09,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata09,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata09,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata09,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata09,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata09,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata09,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata09,in,P_MP,41100000,  9.000000000E+00
stomata,stomata09,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata09,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata09,out,RS,469A7D62,  1.977469141E+04
stomata,stomata09,out,PSN,00000000,  0.000000000E+00
stomata,stomata10,in,APAR,43820000,  2.600000000E+02
stomata,stomata10,in,FOLN,3F800000,  1.000000000E+00
stomata,stomata10,in,TV,438F1CAC,  2.862239990E+02
stomata,stomata10,in,EI,452FA000,  2.810000000E+03
stomata,stomata10,in,EA,44FA0000,  2.000000000E+03
stomata,stomata10,in,SFCTMP,43938000,  2.950000000E+02
stomata,stomata10,in,SFCPRS,47BD7400,  9.700000000E+04
stomata,stomata10,in,FVEG,3F47AE14,  7.799999714E-01
stomata,stomata10,in,O2,469FD800,  2.046000000E+04
stomata,stomata10,in,CO2,42180000,  3.800000000E+01
stomata,stomata10,in,IGS,3F800000,  1.000000000E+00
stomata,stomata10,in,BTRAN,3F4CCCCD,  8.000000119E-01
stomata,stomata10,in,RB,41B00000,  2.200000000E+01
stomata,stomata10,in,MPE,358637BD,  9.999999975E-07
stomata,stomata10,in,P_C3PSN,3F800000,  1.000000000E+00
stomata,stomata10,in,P_KC25,41F00000,  3.000000000E+01
stomata,stomata10,in,P_AKC,40066666,  2.099999905E+00
stomata,stomata10,in,P_KO25,46EA6000,  3.000000000E+04
stomata,stomata10,in,P_AKO,3F99999A,  1.200000048E+00
stomata,stomata10,in,P_AVCMX,4019999A,  2.400000095E+00
stomata,stomata10,in,P_VCMX25,42700000,  6.000000000E+01
stomata,stomata10,in,P_BP,44FA0000,  2.000000000E+03
stomata,stomata10,in,P_MP,41100000,  9.000000000E+00
