leaf,case,stage,field,index,dtype,value,bits
water,wat_urban,input,tg,0,real,2.850000000E+02,438E8000
water,wat_urban,input,fveg,0,real,8.000000119E-01,3F4CCCCD
water,wat_urban,input,bdfall,0,real,1.200000000E+02,42F00000
water,wat_urban,input,fp,0,real,6.499999762E-01,3F266666
water,wat_urban,input,rain,0,real,5.500000043E-05,3866AFCD
water,wat_urban,input,snow,0,real,0.000000000E+00,00000000
water,wat_urban,input,qsnow,0,real,0.000000000E+00,00000000
water,wat_urban,input,qrain,0,real,3.999999899E-05,3827C5AC
water,wat_urban,input,snowhin,0,real,0.000000000E+00,00000000
water,wat_urban,input,latheav,0,real,2.510400000E+06,4A193900
water,wat_urban,input,latheag,0,real,2.510400000E+06,4A193900
water,wat_urban,input,dx,0,real,3.000000000E+03,453B8000
water,wat_urban,input,tdfracmp,0,real,0.000000000E+00,00000000
water,wat_urban,input,frozen_canopy,0,int,0,
water,wat_urban,input,frozen_ground,0,int,0,
water,wat_urban,input,croplu,0,int,0,
water,wat_urban,input,irrfra,0,real,0.000000000E+00,00000000
water,wat_urban,input,mifac,0,real,0.000000000E+00,00000000
water,wat_urban,input,fifac,0,real,0.000000000E+00,00000000
water,wat_urban,input,zsoil,1,real,-1.000000015E-01,BDCCCCCD
water,wat_urban,input,zsoil,2,real,-4.000000060E-01,BECCCCCD
water,wat_urban,input,zsoil,3,real,-1.000000000E+00,BF800000
water,wat_urban,input,zsoil,4,real,-2.000000000E+00,C0000000
water,wat_urban,input,btrani,1,real,5.500000119E-01,3F0CCCCD
water,wat_urban,input,btrani,2,real,3.000000119E-01,3E99999A
water,wat_urban,input,btrani,3,real,1.500000060E-01,3E19999A
water,wat_urban,input,btrani,4,real,0.000000000E+00,00000000
water,wat_urban,input,smceq,1,real,2.099999934E-01,3E570A3D
water,wat_urban,input,smceq,2,real,2.300000042E-01,3E6B851F
water,wat_urban,input,smceq,3,real,2.500000000E-01,3E800000
water,wat_urban,input,smceq,4,real,2.700000107E-01,3E8A3D71
water,wat_urban,input,ficeold,-2,real,0.000000000E+00,00000000
water,wat_urban,input,ficeold,-1,real,0.000000000E+00,00000000
water,wat_urban,input,ficeold,0,real,0.000000000E+00,00000000
water,wat_urban,input,isnow,0,int,0,
water,wat_urban,input,ponding,0,real,0.000000000E+00,00000000
water,wat_urban,input,canliq,0,real,4.000000060E-01,3ECCCCCD
water,wat_urban,input,canice,0,real,0.000000000E+00,00000000
water,wat_urban,input,tv,0,real,2.855000000E+02,438EC000
water,wat_urban,input,snowh,0,real,0.000000000E+00,00000000
water,wat_urban,input,sneqv,0,real,0.000000000E+00,00000000
water,wat_urban,input,snice,-2,real,0.000000000E+00,00000000
water,wat_urban,input,snice,-1,real,0.000000000E+00,00000000
water,wat_urban,input,snice,0,real,0.000000000E+00,00000000
water,wat_urban,input,snliq,-2,real,0.000000000E+00,00000000
water,wat_urban,input,snliq,-1,real,0.000000000E+00,00000000
water,wat_urban,input,snliq,0,real,0.000000000E+00,00000000
water,wat_urban,input,stc,-2,real,0.000000000E+00,00000000
water,wat_urban,input,stc,-1,real,0.000000000E+00,00000000
water,wat_urban,input,stc,0,real,0.000000000E+00,00000000
water,wat_urban,input,stc,1,real,2.850000000E+02,438E8000
water,wat_urban,input,stc,2,real,2.840000000E+02,438E0000
water,wat_urban,input,stc,3,real,2.830000000E+02,438D8000
water,wat_urban,input,stc,4,real,2.820000000E+02,438D0000
water,wat_urban,input,zsnso,-2,real,0.000000000E+00,00000000
water,wat_urban,input,zsnso,-1,real,0.000000000E+00,00000000
water,wat_urban,input,zsnso,0,real,0.000000000E+00,00000000
water,wat_urban,input,zsnso,1,real,-1.000000015E-01,BDCCCCCD
water,wat_urban,input,zsnso,2,real,-4.000000060E-01,BECCCCCD
water,wat_urban,input,zsnso,3,real,-1.000000000E+00,BF800000
water,wat_urban,input,zsnso,4,real,-2.000000000E+00,C0000000
water,wat_urban,input,dzsnso,-2,real,0.000000000E+00,00000000
water,wat_urban,input,dzsnso,-1,real,0.000000000E+00,00000000
water,wat_urban,input,dzsnso,0,real,0.000000000E+00,00000000
water,wat_urban,input,dzsnso,1,real,1.000000015E-01,3DCCCCCD
water,wat_urban,input,dzsnso,2,real,3.000000119E-01,3E99999A
water,wat_urban,input,dzsnso,3,real,6.000000238E-01,3F19999A
water,wat_urban,input,dzsnso,4,real,1.000000000E+00,3F800000
water,wat_urban,input,sh2o,1,real,1.800000072E-01,3E3851EC
water,wat_urban,input,sh2o,2,real,2.099999934E-01,3E570A3D
water,wat_urban,input,sh2o,3,real,2.399999946E-01,3E75C28F
water,wat_urban,input,sh2o,4,real,2.599999905E-01,3E851EB8
water,wat_urban,input,sice,1,real,0.000000000E+00,00000000
water,wat_urban,input,sice,2,real,0.000000000E+00,00000000
water,wat_urban,input,sice,3,real,0.000000000E+00,00000000
water,wat_urban,input,sice,4,real,0.000000000E+00,00000000
water,wat_urban,input,smc,1,real,1.800000072E-01,3E3851EC
water,wat_urban,input,smc,2,real,2.099999934E-01,3E570A3D
water,wat_urban,input,smc,3,real,2.399999946E-01,3E75C28F
water,wat_urban,input,smc,4,real,2.599999905E-01,3E851EB8
water,wat_urban,input,zwt,0,real,-2.500000000E+00,C0200000
water,wat_urban,input,wa,0,real,4.900000000E+03,45992000
water,wat_urban,input,wt,0,real,4.900000000E+03,45992000
water,wat_urban,input,wslake,0,real,0.000000000E+00,00000000
water,wat_urban,input,smcwtd,0,real,3.000000119E-01,3E99999A
water,wat_urban,input,deeprech,0,real,0.000000000E+00,00000000
water,wat_urban,input,rech,0,real,0.000000000E+00,00000000
water,wat_urban,input,qtldrn,0,real,0.000000000E+00,00000000
water,wat_urban,input,iramtfi,0,real,0.000000000E+00,00000000
water,wat_urban,input,iramtmi,0,real,0.000000000E+00,00000000
water,wat_urban,input,irfirate,0,real,0.000000000E+00,00000000
water,wat_urban,input,irmirate,0,real,0.000000000E+00,00000000
water,wat_urban,input,acc_qinsur,0,real,0.000000000E+00,00000000
water,wat_urban,input,acc_qseva,0,real,0.000000000E+00,00000000
water,wat_urban,input,acc_etrani,1,real,0.000000000E+00,00000000
water,wat_urban,input,acc_etrani,2,real,0.000000000E+00,00000000
water,wat_urban,input,acc_etrani,3,real,0.000000000E+00,00000000
water,wat_urban,input,acc_etrani,4,real,0.000000000E+00,00000000
water,wat_urban,input,cmc,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,ecan,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,etran,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,fwet,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,runsrf,0,real,1.150000000E+01,41380000
water,wat_urban,input,runsub,0,real,7.500000000E+00,40F00000
water,wat_urban,input,qin,0,real,-3.125000000E+01,C1FA0000
water,wat_urban,input,qdis,0,real,1.775000000E+01,418E0000
water,wat_urban,input,ponding1,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,ponding2,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,qsnbot,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,qsnsub,0,real,-3.500000000E+00,C0600000
water,wat_urban,input,qsnfro,0,real,-6.250000000E+00,C0C80000
water,wat_urban,input,qsubc,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,qfroc,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,qfrzc,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,qmeltc,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,qevac,0,real,-9.990000000E+02,C479C000
water,wat_urban,input,qdewc,0,real,-9.990000000E+02,C479C000
water,wat_urban,probe,qsnsub,0,real,0.000000000E+00,00000000
water,wat_urban,probe,qseva,0,real,1.200000042E-05,3749539C
water,wat_urban,probe,qsnfro,0,real,0.000000000E+00,00000000
water,wat_urban,probe,qsdew,0,real,0.000000000E+00,00000000
water,wat_urban,probe,ponding1_in,0,real,0.000000000E+00,00000000
water,wat_urban,probe,ponding2_in,0,real,0.000000000E+00,00000000
water,wat_urban,probe,isnow_post_snow,0,int,0,
water,wat_urban,probe,sneqv_post_snow,0,real,0.000000000E+00,00000000
water,wat_urban,probe,snoflow,0,real,0.000000000E+00,00000000
water,wat_urban,probe,qsnbot,0,real,0.000000000E+00,00000000
water,wat_urban,probe,ponding1,0,real,0.000000000E+00,00000000
water,wat_urban,probe,ponding2,0,real,0.000000000E+00,00000000
water,wat_urban,output,nsnow,0,int,3,
water,wat_urban,output,nsoil,0,int,4,
water,wat_urban,output,vegtyp,0,int,13,
water,wat_urban,output,ist,0,int,1,
water,wat_urban,output,iloc,0,int,3,
water,wat_urban,output,jloc,0,int,5,
water,wat_urban,output,imelt,-2,int,2,
water,wat_urban,output,imelt,-1,int,2,
water,wat_urban,output,imelt,0,int,2,
water,wat_urban,output,dt,0,real,1.800000000E+03,44E10000
water,wat_urban,output,uu,0,real,3.500000000E+00,40600000
water,wat_urban,output,vv,0,real,-2.250000000E+00,C0100000
water,wat_urban,output,fcev,0,real,4.500000000E+01,42340000
water,wat_urban,output,fctr,0,real,3.000000000E+01,41F00000
water,wat_urban,output,qprecc,0,real,1.499999962E-05,377BA882
water,wat_urban,output,qprecl,0,real,4.500000068E-05,383CBE62
water,wat_urban,output,elai,0,real,3.000000000E+00,40400000
water,wat_urban,output,esai,0,real,5.000000000E-01,3F000000
water,wat_urban,output,sfctmp,0,real,2.850000000E+02,438E8000
water,wat_urban,output,qvap,0,real,1.200000042E-05,3749539C
water,wat_urban,output,qdew,0,real,0.000000000E+00,00000000
water,wat_urban,output,tg,0,real,2.850000000E+02,438E8000
water,wat_urban,output,fveg,0,real,8.000000119E-01,3F4CCCCD
water,wat_urban,output,bdfall,0,real,1.200000000E+02,42F00000
water,wat_urban,output,fp,0,real,6.499999762E-01,3F266666
water,wat_urban,output,rain,0,real,5.500000043E-05,3866AFCD
water,wat_urban,output,snow,0,real,0.000000000E+00,00000000
water,wat_urban,output,qsnow,0,real,0.000000000E+00,00000000
water,wat_urban,output,qrain,0,real,3.999999899E-05,3827C5AC
water,wat_urban,output,snowhin,0,real,0.000000000E+00,00000000
water,wat_urban,output,latheav,0,real,2.510400000E+06,4A193900
water,wat_urban,output,latheag,0,real,2.510400000E+06,4A193900
water,wat_urban,output,dx,0,real,3.000000000E+03,453B8000
water,wat_urban,output,tdfracmp,0,real,0.000000000E+00,00000000
water,wat_urban,output,frozen_canopy,0,int,0,
water,wat_urban,output,frozen_ground,0,int,0,
water,wat_urban,output,croplu,0,int,0,
water,wat_urban,output,irrfra,0,real,0.000000000E+00,00000000
water,wat_urban,output,mifac,0,real,0.000000000E+00,00000000
water,wat_urban,output,fifac,0,real,0.000000000E+00,00000000
water,wat_urban,output,zsoil,1,real,-1.000000015E-01,BDCCCCCD
water,wat_urban,output,zsoil,2,real,-4.000000060E-01,BECCCCCD
water,wat_urban,output,zsoil,3,real,-1.000000000E+00,BF800000
water,wat_urban,output,zsoil,4,real,-2.000000000E+00,C0000000
water,wat_urban,output,btrani,1,real,5.500000119E-01,3F0CCCCD
water,wat_urban,output,btrani,2,real,3.000000119E-01,3E99999A
water,wat_urban,output,btrani,3,real,1.500000060E-01,3E19999A
water,wat_urban,output,btrani,4,real,0.000000000E+00,00000000
water,wat_urban,output,smceq,1,real,2.099999934E-01,3E570A3D
water,wat_urban,output,smceq,2,real,2.300000042E-01,3E6B851F
water,wat_urban,output,smceq,3,real,2.500000000E-01,3E800000
water,wat_urban,output,smceq,4,real,2.700000107E-01,3E8A3D71
water,wat_urban,output,ficeold,-2,real,0.000000000E+00,00000000
water,wat_urban,output,ficeold,-1,real,0.000000000E+00,00000000
water,wat_urban,output,ficeold,0,real,0.000000000E+00,00000000
water,wat_urban,output,isnow,0,int,0,
water,wat_urban,output,ponding,0,real,0.000000000E+00,00000000
water,wat_urban,output,canliq,0,real,3.677342236E-01,3EBC47A9
water,wat_urban,output,canice,0,real,0.000000000E+00,00000000
water,wat_urban,output,tv,0,real,2.855000000E+02,438EC000
water,wat_urban,output,snowh,0,real,0.000000000E+00,00000000
water,wat_urban,output,sneqv,0,real,0.000000000E+00,00000000
water,wat_urban,output,snice,-2,real,0.000000000E+00,00000000
water,wat_urban,output,snice,-1,real,0.000000000E+00,00000000
water,wat_urban,output,snice,0,real,0.000000000E+00,00000000
water,wat_urban,output,snliq,-2,real,0.000000000E+00,00000000
water,wat_urban,output,snliq,-1,real,0.000000000E+00,00000000
water,wat_urban,output,snliq,0,real,0.000000000E+00,00000000
water,wat_urban,output,stc,-2,real,0.000000000E+00,00000000
water,wat_urban,output,stc,-1,real,0.000000000E+00,00000000
water,wat_urban,output,stc,0,real,0.000000000E+00,00000000
water,wat_urban,output,stc,1,real,2.850000000E+02,438E8000
water,wat_urban,output,stc,2,real,2.840000000E+02,438E0000
water,wat_urban,output,stc,3,real,2.830000000E+02,438D8000
water,wat_urban,output,stc,4,real,2.820000000E+02,438D0000
water,wat_urban,output,zsnso,-2,real,0.000000000E+00,00000000
water,wat_urban,output,zsnso,-1,real,0.000000000E+00,00000000
water,wat_urban,output,zsnso,0,real,0.000000000E+00,00000000
water,wat_urban,output,zsnso,1,real,-1.000000015E-01,BDCCCCCD
water,wat_urban,output,zsnso,2,real,-4.000000060E-01,BECCCCCD
water,wat_urban,output,zsnso,3,real,-1.000000000E+00,BF800000
water,wat_urban,output,zsnso,4,real,-2.000000000E+00,C0000000
water,wat_urban,output,dzsnso,-2,real,0.000000000E+00,00000000
water,wat_urban,output,dzsnso,-1,real,0.000000000E+00,00000000
water,wat_urban,output,dzsnso,0,real,0.000000000E+00,00000000
water,wat_urban,output,dzsnso,1,real,1.000000015E-01,3DCCCCCD
water,wat_urban,output,dzsnso,2,real,3.000000119E-01,3E99999A
water,wat_urban,output,dzsnso,3,real,6.000000238E-01,3F19999A
water,wat_urban,output,dzsnso,4,real,1.000000000E+00,3F800000
water,wat_urban,output,sh2o,1,real,1.803964227E-01,3E38B9D7
water,wat_urban,output,sh2o,2,real,2.100557387E-01,3E5718DA
water,wat_urban,output,sh2o,3,real,2.399805635E-01,3E75BD77
water,wat_urban,output,sh2o,4,real,2.599835396E-01,3E851C90
water,wat_urban,output,sice,1,real,0.000000000E+00,00000000
water,wat_urban,output,sice,2,real,0.000000000E+00,00000000
water,wat_urban,output,sice,3,real,0.000000000E+00,00000000
water,wat_urban,output,sice,4,real,0.000000000E+00,00000000
water,wat_urban,output,smc,1,real,1.803964227E-01,3E38B9D7
water,wat_urban,output,smc,2,real,2.100557387E-01,3E5718DA
water,wat_urban,output,smc,3,real,2.399805635E-01,3E75BD77
water,wat_urban,output,smc,4,real,2.599835396E-01,3E851C90
water,wat_urban,output,zwt,0,real,-2.500000000E+00,C0200000
water,wat_urban,output,wa,0,real,4.900000000E+03,45992000
water,wat_urban,output,wt,0,real,4.900000000E+03,45992000
water,wat_urban,output,wslake,0,real,0.000000000E+00,00000000
water,wat_urban,output,smcwtd,0,real,3.000000119E-01,3E99999A
water,wat_urban,output,deeprech,0,real,0.000000000E+00,00000000
water,wat_urban,output,rech,0,real,0.000000000E+00,00000000
water,wat_urban,output,qtldrn,0,real,0.000000000E+00,00000000
water,wat_urban,output,iramtfi,0,real,0.000000000E+00,00000000
water,wat_urban,output,iramtmi,0,real,0.000000000E+00,00000000
water,wat_urban,output,irfirate,0,real,0.000000000E+00,00000000
water,wat_urban,output,irmirate,0,real,0.000000000E+00,00000000
water,wat_urban,output,acc_qinsur,0,real,3.999999976E-08,332BCC77
water,wat_urban,output,acc_qseva,0,real,1.200000099E-08,324E2890
water,wat_urban,output,acc_etrani,1,real,6.572657973E-09,31E1D5B6
water,wat_urban,output,acc_etrani,2,real,3.585086228E-09,31765D81
water,wat_urban,output,acc_etrani,3,real,1.792543114E-09,30F65D81
water,wat_urban,output,acc_etrani,4,real,0.000000000E+00,00000000
water,wat_urban,output,cmc,0,real,3.677342236E-01,3EBC47A9
water,wat_urban,output,ecan,0,real,1.792542935E-05,37965E91
water,wat_urban,output,etran,0,real,1.195028653E-05,37487E17
water,wat_urban,output,fwet,0,real,1.000000000E+00,3F800000
water,wat_urban,output,runsrf,0,real,1.994244813E-04,39511C9A
water,wat_urban,output,runsub,0,real,4.710599896E-04,39F6F89A
water,wat_urban,output,qin,0,real,-3.125000000E+01,C1FA0000
water,wat_urban,output,qdis,0,real,1.775000000E+01,418E0000
water,wat_urban,output,ponding1,0,real,0.000000000E+00,00000000
water,wat_urban,output,ponding2,0,real,0.000000000E+00,00000000
water,wat_urban,output,qsnbot,0,real,0.000000000E+00,00000000
water,wat_urban,output,qsnsub,0,real,0.000000000E+00,00000000
water,wat_urban,output,qsnfro,0,real,0.000000000E+00,00000000
water,wat_urban,output,qsubc,0,real,0.000000000E+00,00000000
water,wat_urban,output,qfroc,0,real,0.000000000E+00,00000000
water,wat_urban,output,qfrzc,0,real,0.000000000E+00,00000000
water,wat_urban,output,qmeltc,0,real,0.000000000E+00,00000000
water,wat_urban,output,qevac,0,real,1.792542935E-05,37965E91
water,wat_urban,output,qdewc,0,real,0.000000000E+00,00000000
water,wat_short_step,param,smcmax,1,real,4.339999855E-01,3EDE353F
water,wat_short_step,param,smcmax,2,real,4.390000105E-01,3EE0C49C
water,wat_short_step,param,smcmax,3,real,4.449999928E-01,3EE3D70A
water,wat_short_step,param,smcmax,4,real,4.510000050E-01,3EE6E979
water,wat_short_step,param,smcwlt,1,real,4.699999839E-02,3D408312
water,wat_short_step,param,smcwlt,2,real,5.099999905E-02,3D50E560
water,wat_short_step,param,smcwlt,3,real,5.499999970E-02,3D6147AE
water,wat_short_step,param,smcwlt,4,real,5.900000036E-02,3D71A9FC
water,wat_short_step,param,bexp,1,real,4.739999771E+00,4097AE14
water,wat_short_step,param,bexp,2,real,4.900000095E+00,409CCCCD
water,wat_short_step,param,bexp,3,real,5.050000191E+00,40A1999A
water,wat_short_step,param,bexp,4,real,5.199999809E+00,40A66666
water,wat_short_step,param,dksat,1,real,5.230000170E-06,36AF7D5C
water,wat_short_step,param,dksat,2,real,4.900000022E-06,36A46AAE
water,wat_short_step,param,dksat,3,real,4.550000085E-06,3698AC34
water,wat_short_step,param,dksat,4,real,4.200000149E-06,368CEDBA
water,wat_short_step,param,dwsat,1,real,3.579999975E-05,381627F5
water,wat_short_step,param,dwsat,2,real,3.400000060E-05,380E9B39
water,wat_short_step,param,dwsat,3,real,3.199999992E-05,380637BD
water,wat_short_step,param,dwsat,4,real,3.049999941E-05,37FFDA40
water,wat_short_step,param,kdt,0,real,3.137000084E+00,4048C49C
water,wat_short_step,param,frzx,0,real,1.518999934E-01,3E1B8BAC
water,wat_short_step,param,slope,0,real,1.000000015E-01,3DCCCCCD
water,wat_short_step,param,ch2op,0,real,1.000000015E-01,3DCCCCCD
water,wat_short_step,param,ssi,0,real,2.999999933E-02,3CF5C28F
water,wat_short_step,param,snow_ret_fac,0,real,4.999999874E-05,3851B717
water,wat_short_step,param,timean,0,real,1.050000000E+01,41280000
water,wat_short_step,param,fsatmx,0,real,3.799999952E-01,3EC28F5C
water,wat_short_step,param,nroot,0,int,3,
water,wat_short_step,param,urban_flag,0,int,0,
water,wat_short_step,input,nsnow,0,int,3,
water,wat_short_step,input,nsoil,0,int,4,
water,wat_short_step,input,vegtyp,0,int,11,
water,wat_short_step,input,ist,0,int,1,
water,wat_short_step,input,iloc,0,int,3,
water,wat_short_step,input,jloc,0,int,5,
water,wat_short_step,input,imelt,-2,int,2,
water,wat_short_step,input,imelt,-1,int,2,
water,wat_short_step,input,imelt,0,int,2,
water,wat_short_step,input,dt,0,real,6.000000000E+01,42700000
water,wat_short_step,input,uu,0,real,3.500000000E+00,40600000
water,wat_short_step,input,vv,0,real,-2.250000000E+00,C0100000
water,wat_short_step,input,fcev,0,real,4.500000000E+01,42340000
water,wat_short_step,input,fctr,0,real,3.000000000E+01,41F00000
water,wat_short_step,input,qprecc,0,real,1.499999962E-05,377BA882
water,wat_short_step,input,qprecl,0,real,4.500000068E-05,383CBE62
water,wat_short_step,input,elai,0,real,3.000000000E+00,40400000
water,wat_short_step,input,esai,0,real,5.000000000E-01,3F000000
water,wat_short_step,input,sfctmp,0,real,2.850000000E+02,438E8000
water,wat_short_step,input,qvap,0,real,1.200000042E-05,3749539C
water,wat_short_step,input,qdew,0,real,0.000000000E+00,00000000
water,wat_short_step,input,tg,0,real,2.850000000E+02,438E8000
water,wat_short_step,input,fveg,0,real,8.000000119E-01,3F4CCCCD
water,wat_short_step,input,bdfall,0,real,1.200000000E+02,42F00000
water,wat_short_step,input,fp,0,real,6.499999762E-01,3F266666
water,wat_short_step,input,rain,0,real,5.500000043E-05,3866AFCD
water,wat_short_step,input,snow,0,real,0.000000000E+00,00000000
water,wat_short_step,input,qsnow,0,real,0.000000000E+00,00000000
water,wat_short_step,input,qrain,0,real,3.999999899E-05,3827C5AC
water,wat_short_step,input,snowhin,0,real,0.000000000E+00,00000000
water,wat_short_step,input,latheav,0,real,2.510400000E+06,4A193900
water,wat_short_step,input,latheag,0,real,2.510400000E+06,4A193900
water,wat_short_step,input,dx,0,real,3.000000000E+03,453B8000
water,wat_short_step,input,tdfracmp,0,real,0.000000000E+00,00000000
water,wat_short_step,input,frozen_canopy,0,int,0,
water,wat_short_step,input,frozen_ground,0,int,0,
water,wat_short_step,input,croplu,0,int,0,
water,wat_short_step,input,irrfra,0,real,0.000000000E+00,00000000
water,wat_short_step,input,mifac,0,real,0.000000000E+00,00000000
water,wat_short_step,input,fifac,0,real,0.000000000E+00,00000000
water,wat_short_step,input,zsoil,1,real,-1.000000015E-01,BDCCCCCD
water,wat_short_step,input,zsoil,2,real,-4.000000060E-01,BECCCCCD
water,wat_short_step,input,zsoil,3,real,-1.000000000E+00,BF800000
water,wat_short_step,input,zsoil,4,real,-2.000000000E+00,C0000000
water,wat_short_step,input,btrani,1,real,5.500000119E-01,3F0CCCCD
water,wat_short_step,input,btrani,2,real,3.000000119E-01,3E99999A
water,wat_short_step,input,btrani,3,real,1.500000060E-01,3E19999A
water,wat_short_step,input,btrani,4,real,0.000000000E+00,00000000
water,wat_short_step,input,smceq,1,real,2.099999934E-01,3E570A3D
water,wat_short_step,input,smceq,2,real,2.300000042E-01,3E6B851F
water,wat_short_step,input,smceq,3,real,2.500000000E-01,3E800000
water,wat_short_step,input,smceq,4,real,2.700000107E-01,3E8A3D71
water,wat_short_step,input,ficeold,-2,real,0.000000000E+00,00000000
water,wat_short_step,input,ficeold,-1,real,0.000000000E+00,00000000
water,wat_short_step,input,ficeold,0,real,0.000000000E+00,00000000
water,wat_short_step,input,isnow,0,int,0,
water,wat_short_step,input,ponding,0,real,0.000000000E+00,00000000
water,wat_short_step,input,canliq,0,real,4.000000060E-01,3ECCCCCD
water,wat_short_step,input,canice,0,real,0.000000000E+00,00000000
water,wat_short_step,input,tv,0,real,2.855000000E+02,438EC000
water,wat_short_step,input,snowh,0,real,0.000000000E+00,00000000
water,wat_short_step,input,sneqv,0,real,0.000000000E+00,00000000
water,wat_short_step,input,snice,-2,real,0.000000000E+00,00000000
water,wat_short_step,input,snice,-1,real,0.000000000E+00,00000000
water,wat_short_step,input,snice,0,real,0.000000000E+00,00000000
water,wat_short_step,input,snliq,-2,real,0.000000000E+00,00000000
water,wat_short_step,input,snliq,-1,real,0.000000000E+00,00000000
water,wat_short_step,input,snliq,0,real,0.000000000E+00,00000000
water,wat_short_step,input,stc,-2,real,0.000000000E+00,00000000
water,wat_short_step,input,stc,-1,real,0.000000000E+00,00000000
water,wat_short_step,input,stc,0,real,0.000000000E+00,00000000
water,wat_short_step,input,stc,1,real,2.850000000E+02,438E8000
water,wat_short_step,input,stc,2,real,2.840000000E+02,438E0000
water,wat_short_step,input,stc,3,real,2.830000000E+02,438D8000
water,wat_short_step,input,stc,4,real,2.820000000E+02,438D0000
water,wat_short_step,input,zsnso,-2,real,0.000000000E+00,00000000
water,wat_short_step,input,zsnso,-1,real,0.000000000E+00,00000000
water,wat_short_step,input,zsnso,0,real,0.000000000E+00,00000000
water,wat_short_step,input,zsnso,1,real,-1.000000015E-01,BDCCCCCD
water,wat_short_step,input,zsnso,2,real,-4.000000060E-01,BECCCCCD
water,wat_short_step,input,zsnso,3,real,-1.000000000E+00,BF800000
water,wat_short_step,input,zsnso,4,real,-2.000000000E+00,C0000000
water,wat_short_step,input,dzsnso,-2,real,0.000000000E+00,00000000
water,wat_short_step,input,dzsnso,-1,real,0.000000000E+00,00000000
water,wat_short_step,input,dzsnso,0,real,0.000000000E+00,00000000
water,wat_short_step,input,dzsnso,1,real,1.000000015E-01,3DCCCCCD
water,wat_short_step,input,dzsnso,2,real,3.000000119E-01,3E99999A
water,wat_short_step,input,dzsnso,3,real,6.000000238E-01,3F19999A
water,wat_short_step,input,dzsnso,4,real,1.000000000E+00,3F800000
water,wat_short_step,input,sh2o,1,real,1.800000072E-01,3E3851EC
water,wat_short_step,input,sh2o,2,real,2.099999934E-01,3E570A3D
water,wat_short_step,input,sh2o,3,real,2.399999946E-01,3E75C28F
water,wat_short_step,input,sh2o,4,real,2.599999905E-01,3E851EB8
water,wat_short_step,input,sice,1,real,0.000000000E+00,00000000
water,wat_short_step,input,sice,2,real,0.000000000E+00,00000000
water,wat_short_step,input,sice,3,real,0.000000000E+00,00000000
water,wat_short_step,input,sice,4,real,0.000000000E+00,00000000
water,wat_short_step,input,smc,1,real,1.800000072E-01,3E3851EC
water,wat_short_step,input,smc,2,real,2.099999934E-01,3E570A3D
water,wat_short_step,input,smc,3,real,2.399999946E-01,3E75C28F
water,wat_short_step,input,smc,4,real,2.599999905E-01,3E851EB8
water,wat_short_step,input,zwt,0,real,-2.500000000E+00,C0200000
water,wat_short_step,input,wa,0,real,4.900000000E+03,45992000
water,wat_short_step,input,wt,0,real,4.900000000E+03,45992000
water,wat_short_step,input,wslake,0,real,0.000000000E+00,00000000
water,wat_short_step,input,smcwtd,0,real,3.000000119E-01,3E99999A
water,wat_short_step,input,deeprech,0,real,0.000000000E+00,00000000
water,wat_short_step,input,rech,0,real,0.000000000E+00,00000000
water,wat_short_step,input,qtldrn,0,real,0.000000000E+00,00000000
water,wat_short_step,input,iramtfi,0,real,0.000000000E+00,00000000
water,wat_short_step,input,iramtmi,0,real,0.000000000E+00,00000000
water,wat_short_step,input,irfirate,0,real,0.000000000E+00,00000000
water,wat_short_step,input,irmirate,0,real,0.000000000E+00,00000000
water,wat_short_step,input,acc_qinsur,0,real,0.000000000E+00,00000000
water,wat_short_step,input,acc_qseva,0,real,0.000000000E+00,00000000
water,wat_short_step,input,acc_etrani,1,real,0.000000000E+00,00000000
water,wat_short_step,input,acc_etrani,2,real,0.000000000E+00,00000000
water,wat_short_step,input,acc_etrani,3,real,0.000000000E+00,00000000
water,wat_short_step,input,acc_etrani,4,real,0.000000000E+00,00000000
water,wat_short_step,input,cmc,0,real,-9.990000000E+02,C479C000
water,wat_short_step,input,ecan,0,real,-9.990000000E+02,C479C000
water,wat_short_step,input,etran,0,real,-9.990000000E+02,C479C000
water,wat_short_step,input,fwet,0,real,-9.990000000E+02,C479C000
water,wat_short_step,input,runsrf,0,real,1.150000000E+01,41380000
water,wat_short_step,input,runsub,0,real,7.500000000E+00,40F00000
water,wat_short_step,input,qin,0,real,-3.125000000E+01,C1FA0000
water,wat_short_step,input,qdis,0,real,1.775000000E+01,418E0000
water,wat_short_step,input,ponding1,0,real,-9.990000000E+02,C479C000
water,wat_short_step,input,ponding2,0,real,-9.990000000E+02,C479C000
water,wat_short_step,input,qsnbot,0,real,-9.990000000E+02,C479C000
water,wat_short_step,input,qsnsub,0,real,-3.500000000E+00,C0600000
water,wat_short_step,input,qsnfro,0,real,-6.250000000E+00,C0C80000
