case,stage,field,index,value
veg_warm_night_rain,output,fastcp,0,1000.00000
veg_warm_night_rain,output,lai,0,3.29013824
veg_warm_night_rain,output,sai,0,0.852465451
veg_warm_night_rain,output,cm,0,0.486280443E-2
veg_warm_night_rain,output,ch,0,0.897055306E-2
veg_warm_night_rain,output,tauss,0,0.00000000
veg_warm_night_rain,output,zlvl,0,20.0000000
veg_warm_night_rain,output,smcwtd,0,0.433999985
veg_warm_night_rain,output,deeprech,0,0.00000000
veg_warm_night_rain,output,rech,0,0.00000000
veg_warm_night_rain,output,acc_ssoil,0,-15.1017513
veg_warm_night_rain,output,acc_qinsur,0,0.694736855E-6
veg_warm_night_rain,output,acc_qseva,0,0.114457366E-8
veg_warm_night_rain,output,acc_dwater,0,0.703125000E-1
veg_warm_night_rain,output,acc_prcp,0,0.720000044E-1
veg_warm_night_rain,output,acc_ecan,0,0.433156791E-3
veg_warm_night_rain,output,acc_etran,0,0.135825439E-5
veg_warm_night_rain,output,acc_edir,0,0.686744170E-4
veg_warm_night_rain,output,albsnd,1,0.00000000
veg_warm_night_rain,output,albsni,1,0.00000000
veg_warm_night_rain,output,albsnd,2,0.00000000
veg_warm_night_rain,output,albsni,2,0.00000000
veg_warm_night_rain,output,smc,1,0.300383002
veg_warm_night_rain,output,sh2o,1,0.300383002
veg_warm_night_rain,output,acc_etrani,1,0.225041513E-11
veg_warm_night_rain,output,smc,2,0.304992884
veg_warm_night_rain,output,sh2o,2,0.304992884
veg_warm_night_rain,output,acc_etrani,2,0.688466862E-11
veg_warm_night_rain,output,smc,3,0.300001174
veg_warm_night_rain,output,sh2o,3,0.300001174
veg_warm_night_rain,output,acc_etrani,3,0.135024899E-10
veg_warm_night_rain,output,smc,4,0.290003389
veg_warm_night_rain,output,sh2o,4,0.290003389
veg_warm_night_rain,output,acc_etrani,4,0.00000000
veg_warm_night_rain,output,stc,-2,0.00000000
veg_warm_night_rain,output,zsnso,-2,0.00000000
veg_warm_night_rain,output,hcpct,-2,0.00000000
veg_warm_night_rain,output,stc,-1,0.00000000
veg_warm_night_rain,output,zsnso,-1,0.00000000
veg_warm_night_rain,output,hcpct,-1,0.00000000
veg_warm_night_rain,output,stc,0,0.00000000
veg_warm_night_rain,output,zsnso,0,0.00000000
veg_warm_night_rain,output,hcpct,0,0.00000000
veg_warm_night_rain,output,stc,1,291.994232
veg_warm_night_rain,output,zsnso,1,-0.100000001
veg_warm_night_rain,output,hcpct,1,2388534.50
veg_warm_night_rain,output,stc,2,291.000366
veg_warm_night_rain,output,zsnso,2,-0.400000006
veg_warm_night_rain,output,hcpct,2,2409469.50
veg_warm_night_rain,output,stc,3,290.000031
veg_warm_night_rain,output,zsnso,3,-1.00000000
veg_warm_night_rain,output,hcpct,3,2388534.50
veg_warm_night_rain,output,stc,4,288.500061
veg_warm_night_rain,output,zsnso,4,-2.00000000
veg_warm_night_rain,output,hcpct,4,2346664.75
veg_warm_night_rain,output,snice,-2,0.00000000
veg_warm_night_rain,output,snliq,-2,0.00000000
veg_warm_night_rain,output,snice,-1,0.00000000
veg_warm_night_rain,output,snliq,-1,0.00000000
veg_warm_night_rain,output,snice,0,0.00000000
veg_warm_night_rain,output,snliq,0,0.00000000
snowpack_frozen_soil,input,vegtyp,0,1
snowpack_frozen_soil,input,soiltype,0,6
snowpack_frozen_soil,input,slopetype,0,1
snowpack_frozen_soil,input,soilcolor,0,4
snowpack_frozen_soil,input,croptype,0,0
snowpack_frozen_soil,input,ice,0,0
snowpack_frozen_soil,input,ist,0,1
snowpack_frozen_soil,input,isnow,0,-2
snowpack_frozen_soil,input,yearlen,0,365
snowpack_frozen_soil,input,pgs,0,0
snowpack_frozen_soil,input,dt,0,60.0000000
snowpack_frozen_soil,input,dx,0,3000.00000
snowpack_frozen_soil,input,dz8w,0,40.0000000
snowpack_frozen_soil,input,zlvl,0,20.0000000
snowpack_frozen_soil,input,lat,0,0.785399973
snowpack_frozen_soil,input,julian,0,15.3999996
snowpack_frozen_soil,input,cosz,0,0.280000001
snowpack_frozen_soil,input,shdfac,0,0.550000012
snowpack_frozen_soil,input,shdmax,0,0.699999988
snowpack_frozen_soil,input,sfctmp,0,263.000000
snowpack_frozen_soil,input,sfcprs,0,92000.0000
snowpack_frozen_soil,input,psfc,0,92000.0000
snowpack_frozen_soil,input,uu,0,5.50000000
snowpack_frozen_soil,input,vv,0,2.00000000
snowpack_frozen_soil,input,q2,0,0.159999996E-2
snowpack_frozen_soil,input,qc,0,0.00000000
snowpack_frozen_soil,input,soldn,0,190.000000
snowpack_frozen_soil,input,lwdn,0,225.000000
snowpack_frozen_soil,input,prcpconv,0,0.00000000
snowpack_frozen_soil,input,prcpnonc,0,0.600000028E-3
snowpack_frozen_soil,input,prcpshcv,0,0.00000000
snowpack_frozen_soil,input,prcpsnow,0,0.600000028E-3
snowpack_frozen_soil,input,prcpgrpl,0,0.00000000
snowpack_frozen_soil,input,prcphail,0,0.00000000
snowpack_frozen_soil,input,tbot,0,278.000000
snowpack_frozen_soil,input,co2air,0,40.0000000
snowpack_frozen_soil,input,o2air,0,21200.0000
snowpack_frozen_soil,input,foln,0,1.00000000
snowpack_frozen_soil,input,albold,0,0.649999976
snowpack_frozen_soil,input,sneqvo,0,50.0000000
snowpack_frozen_soil,input,tah,0,264.200012
snowpack_frozen_soil,input,eah,0,190.000000
snowpack_frozen_soil,input,fwet,0,0.00000000
snowpack_frozen_soil,input,canliq,0,0.00000000
snowpack_frozen_soil,input,canice,0,0.600000024
snowpack_frozen_soil,input,tv,0,264.500000
snowpack_frozen_soil,input,tg,0,264.000000
snowpack_frozen_soil,input,qsfc,0,0.159999996E-2
snowpack_frozen_soil,input,qsnow,0,0.00000000
snowpack_frozen_soil,input,qrain,0,0.00000000
snowpack_frozen_soil,input,snowh,0,0.200000003
snowpack_frozen_soil,input,sneqv,0,50.0000000
snowpack_frozen_soil,input,zwt,0,2.50000000
snowpack_frozen_soil,input,wa,0,4900.00000
snowpack_frozen_soil,input,wt,0,4900.00000
snowpack_frozen_soil,input,wslake,0,0.00000000
snowpack_frozen_soil,input,lfmass,0,300.000000
snowpack_frozen_soil,input,rtmass,0,500.000000
snowpack_frozen_soil,input,stmass,0,200.000000
snowpack_frozen_soil,input,wood,0,3000.00000
snowpack_frozen_soil,input,stblcp,0,1000.00000
snowpack_frozen_soil,input,fastcp,0,1000.00000
snowpack_frozen_soil,input,lai,0,3.40000010
snowpack_frozen_soil,input,sai,0,0.899999976
snowpack_frozen_soil,input,cm,0,0.999999978E-2
snowpack_frozen_soil,input,ch,0,0.999999978E-2
snowpack_frozen_soil,input,tauss,0,0.00000000
snowpack_frozen_soil,input,smcwtd,0,0.439000010
snowpack_frozen_soil,input,deeprech,0,0.00000000
snowpack_frozen_soil,input,rech,0,0.00000000
snowpack_frozen_soil,input,zsoil,1,-0.100000001
snowpack_frozen_soil,input,smc,1,0.300000012
snowpack_frozen_soil,input,sh2o,1,0.900000036E-1
snowpack_frozen_soil,input,smceq,1,0.300000012
snowpack_frozen_soil,input,zsoil,2,-0.400000006
snowpack_frozen_soil,input,smc,2,0.310000002
snowpack_frozen_soil,input,sh2o,2,0.140000001
snowpack_frozen_soil,input,smceq,2,0.310000002
snowpack_frozen_soil,input,zsoil,3,-1.00000000
snowpack_frozen_soil,input,smc,3,0.319999993
snowpack_frozen_soil,input,sh2o,3,0.319999993
snowpack_frozen_soil,input,smceq,3,0.319999993
snowpack_frozen_soil,input,zsoil,4,-2.00000000
snowpack_frozen_soil,input,smc,4,0.330000013
snowpack_frozen_soil,input,sh2o,4,0.330000013
snowpack_frozen_soil,input,smceq,4,0.330000013
snowpack_frozen_soil,input,stc,-2,0.00000000
snowpack_frozen_soil,input,zsnso,-2,0.180701182E+23
snowpack_frozen_soil,input,stc,-1,264.000000
snowpack_frozen_soil,input,zsnso,-1,-0.500000007E-1
snowpack_frozen_soil,input,stc,0,264.000000
snowpack_frozen_soil,input,zsnso,0,-0.200000003
snowpack_frozen_soil,input,stc,1,270.500000
snowpack_frozen_soil,input,zsnso,1,-0.300000012
snowpack_frozen_soil,input,stc,2,272.000000
snowpack_frozen_soil,input,zsnso,2,-0.600000024
snowpack_frozen_soil,input,stc,3,274.000000
snowpack_frozen_soil,input,zsnso,3,-1.20000005
snowpack_frozen_soil,input,stc,4,277.000000
snowpack_frozen_soil,input,zsnso,4,-2.20000005
snowpack_frozen_soil,input,snice,-2,0.00000000
snowpack_frozen_soil,input,snliq,-2,0.00000000
snowpack_frozen_soil,input,ficeold,-2,0.00000000
snowpack_frozen_soil,input,snice,-1,12.5000000
snowpack_frozen_soil,input,snliq,-1,0.00000000
snowpack_frozen_soil,input,ficeold,-1,1.00000000
snowpack_frozen_soil,input,snice,0,37.5000000
snowpack_frozen_soil,input,snliq,0,0.00000000
snowpack_frozen_soil,input,ficeold,0,1.00000000
snowpack_frozen_soil,input,par_bexp,1,5.25000000
snowpack_frozen_soil,input,par_smcmax,1,0.439000010
snowpack_frozen_soil,input,par_psisat,1,0.354999989
snowpack_frozen_soil,input,par_dksat,1,0.337999995E-5
snowpack_frozen_soil,input,par_quartz,1,0.400000006
snowpack_frozen_soil,input,par_bexp,2,5.25000000
snowpack_frozen_soil,input,par_smcmax,2,0.439000010
snowpack_frozen_soil,input,par_psisat,2,0.354999989
snowpack_frozen_soil,input,par_dksat,2,0.337999995E-5
snowpack_frozen_soil,input,par_quartz,2,0.400000006
snowpack_frozen_soil,input,par_bexp,3,5.25000000
snowpack_frozen_soil,input,par_smcmax,3,0.439000010
snowpack_frozen_soil,input,par_psisat,3,0.354999989
snowpack_frozen_soil,input,par_dksat,3,0.337999995E-5
snowpack_frozen_soil,input,par_quartz,3,0.400000006
snowpack_frozen_soil,input,par_bexp,4,5.25000000
snowpack_frozen_soil,input,par_smcmax,4,0.439000010
snowpack_frozen_soil,input,par_psisat,4,0.354999989
snowpack_frozen_soil,input,par_dksat,4,0.337999995E-5
snowpack_frozen_soil,input,par_quartz,4,0.400000006
snowpack_frozen_soil,input,par_csoil,0,2000000.00
snowpack_frozen_soil,input,par_kdt,0,5.07000017
snowpack_frozen_soil,input,par_frzx,0,0.176202178
snowpack_frozen_soil,input,par_slope,0,0.100000001
snowpack_frozen_soil,output,isnow,0,-2
snowpack_frozen_soil,output,pgs,0,0
snowpack_frozen_soil,output,z0wrf,0,1.09000003
snowpack_frozen_soil,output,fsa,0,137.736725
snowpack_frozen_soil,output,fsr,0,52.2632866
snowpack_frozen_soil,output,fira,0,51.3802872
snowpack_frozen_soil,output,fsh,0,111.704491
snowpack_frozen_soil,output,ssoil,0,1.03839016
snowpack_frozen_soil,output,fcev,0,13.2419224
snowpack_frozen_soil,output,fgev,0,0.127900213
snowpack_frozen_soil,output,fctr,0,0.130128220
snowpack_frozen_soil,output,ecan,0,0.465609082E-5
snowpack_frozen_soil,output,etran,0,0.457553533E-7
snowpack_frozen_soil,output,edir,0,0.449719444E-7
snowpack_frozen_soil,output,trad,0,264.416199
snowpack_frozen_soil,output,tgb,0,262.176422
snowpack_frozen_soil,output,tgv,0,264.965729
snowpack_frozen_soil,output,t2mv,0,263.650574
snowpack_frozen_soil,output,t2mb,0,262.669250
snowpack_frozen_soil,output,q2v,0,0.163008005E-2
snowpack_frozen_soil,output,q2b,0,0.160009286E-2
snowpack_frozen_soil,output,runsrf,0,0.00000000
snowpack_frozen_soil,output,runsub,0,0.430272135E-3
snowpack_frozen_soil,output,apar,0,56.5744286
snowpack_frozen_soil,output,psn,0,0.00000000
snowpack_frozen_soil,output,sav,0,117.312683
snowpack_frozen_soil,output,sag,0,20.4240341
snowpack_frozen_soil,output,fsno,0,1.00000000
snowpack_frozen_soil,output,nee,0,0.00000000
snowpack_frozen_soil,output,gpp,0,0.00000000
snowpack_frozen_soil,output,npp,0,0.00000000
snowpack_frozen_soil,output,fveg,0,0.699999988
snowpack_frozen_soil,output,albedo,0,0.275069922
snowpack_frozen_soil,output,qsnbot,0,0.00000000
snowpack_frozen_soil,output,ponding,0,0.00000000
snowpack_frozen_soil,output,ponding1,0,0.00000000
snowpack_frozen_soil,output,ponding2,0,0.00000000
snowpack_frozen_soil,output,rssun,0,21037.4004
snowpack_frozen_soil,output,rssha,0,21037.4004
snowpack_frozen_soil,output,bgap,0,0.00000000
snowpack_frozen_soil,output,wgap,0,0.00000000
snowpack_frozen_soil,output,chv,0,0.119505309
snowpack_frozen_soil,output,chb,0,0.684449030E-2
snowpack_frozen_soil,output,emissi,0,0.984994769
snowpack_frozen_soil,output,shg,0,9.94074249
snowpack_frozen_soil,output,shc,0,106.814461
snowpack_frozen_soil,output,shb,0,-6.89495516
snowpack_frozen_soil,output,evg,0,0.180912942
snowpack_frozen_soil,output,evb,0,0.420388719E-2
snowpack_frozen_soil,output,ghv,0,7.77812958
snowpack_frozen_soil,output,ghb,0,-14.6876678
snowpack_frozen_soil,output,irg,0,2.85548449
snowpack_frozen_soil,output,irc,0,37.1576309
snowpack_frozen_soil,output,irb,0,40.7460518
snowpack_frozen_soil,output,tr,0,0.130128220
snowpack_frozen_soil,output,evc,0,13.2419224
snowpack_frozen_soil,output,chleaf,0,0.344326288
snowpack_frozen_soil,output,chuc,0,0.885444880E-2
snowpack_frozen_soil,output,chv2,0,0.334485978
snowpack_frozen_soil,output,chb2,0,0.114379320E-1
snowpack_frozen_soil,output,fpice,0,1.00000000
snowpack_frozen_soil,output,pahv,0,-1.55108488
snowpack_frozen_soil,output,pahg,0,0.331235498
snowpack_frozen_soil,output,pahb,0,-1.25640011
snowpack_frozen_soil,output,pah,0,-1.69614005
snowpack_frozen_soil,output,laisun,0,0.547023535
snowpack_frozen_soil,output,laisha,0,3.45297647
snowpack_frozen_soil,output,rb,0,0.00000000
snowpack_frozen_soil,output,qints,0,0.221052658E-3
snowpack_frozen_soil,output,qintr,0,0.00000000
snowpack_frozen_soil,output,qdrips,0,0.221456401E-3
snowpack_frozen_soil,output,qdripr,0,0.00000000
snowpack_frozen_soil,output,qthros,0,0.180000017E-3
snowpack_frozen_soil,output,qthror,0,0.00000000
snowpack_frozen_soil,output,qsnsub,0,0.449719444E-7
snowpack_frozen_soil,output,qsnfro,0,0.00000000
snowpack_frozen_soil,output,qsubc,0,0.465609082E-5
snowpack_frozen_soil,output,qfroc,0,0.00000000
snowpack_frozen_soil,output,qfrzc,0,0.00000000
snowpack_frozen_soil,output,qmeltc,0,0.00000000
snowpack_frozen_soil,output,qevac,0,0.00000000
snowpack_frozen_soil,output,qdewc,0,0.00000000
snowpack_frozen_soil,output,qmelt,0,0.00000000
snowpack_frozen_soil,output,rain,0,0.00000000
snowpack_frozen_soil,output,snow,0,0.600000028E-3
snowpack_frozen_soil,output,eflxb,0,12.8572989
snowpack_frozen_soil,output,canhs,0,-41.5825462
snowpack_frozen_soil,output,albold,0,0.654560268
snowpack_frozen_soil,output,sneqvo,0,50.0000000
snowpack_frozen_soil,output,tah,0,264.047852
snowpack_frozen_soil,output,eah,0,243.324310
snowpack_frozen_soil,output,fwet,0,0.100889497
snowpack_frozen_soil,output,canliq,0,0.00000000
snowpack_frozen_soil,output,canice,0,0.611633301
snowpack_frozen_soil,output,tv,0,264.403137
snowpack_frozen_soil,output,tg,0,264.128937
snowpack_frozen_soil,output,qsfc,0,0.160966860E-2
snowpack_frozen_soil,output,qsnow,0,0.401456433E-3
snowpack_frozen_soil,output,qrain,0,0.00000000
snowpack_frozen_soil,output,snowh,0,0.200348839
snowpack_frozen_soil,output,sneqv,0,50.0240822
snowpack_frozen_soil,output,zwt,0,2.50000000
snowpack_frozen_soil,output,wa,0,4900.00000
snowpack_frozen_soil,output,wt,0,4900.00000
snowpack_frozen_soil,output,wslake,0,0.00000000
snowpack_frozen_soil,output,lfmass,0,300.000000
snowpack_frozen_soil,output,rtmass,0,500.000000
snowpack_frozen_soil,output,stmass,0,200.000000
snowpack_frozen_soil,output,wood,0,3000.00000
snowpack_frozen_soil,output,stblcp,0,1000.00000
snowpack_frozen_soil,output,fastcp,0,1000.00000
snowpack_frozen_soil,output,lai,0,4.00000000
snowpack_frozen_soil,output,sai,0,0.400000006
snowpack_frozen_soil,output,cm,0,0.134243928E-1
snowpack_frozen_soil,output,ch,0,0.857070684E-1
snowpack_frozen_soil,output,tauss,0,0.498975278E-4
snowpack_frozen_soil,output,zlvl,0,20.0000000
snowpack_frozen_soil,output,smcwtd,0,0.439000010
snowpack_frozen_soil,output,deeprech,0,0.00000000
snowpack_frozen_soil,output,rech,0,0.00000000
snowpack_frozen_soil,output,acc_ssoil,0,1.03839016
snowpack_frozen_soil,output,acc_qinsur,0,0.00000000
snowpack_frozen_soil,output,acc_qseva,0,0.00000000
snowpack_frozen_soil,output,acc_dwater,0,0.356445312E-1
snowpack_frozen_soil,output,acc_prcp,0,0.360000022E-1
snowpack_frozen_soil,output,acc_ecan,0,0.279365457E-3
snowpack_frozen_soil,output,acc_etran,0,0.274532113E-5
snowpack_frozen_soil,output,acc_edir,0,0.269831662E-5
snowpack_frozen_soil,output,albsnd,1,0.654560268
snowpack_frozen_soil,output,albsni,1,0.654560268
snowpack_frozen_soil,output,albsnd,2,0.654560268
snowpack_frozen_soil,output,albsni,2,0.654560268
snowpack_frozen_soil,output,smc,1,0.300013632
snowpack_frozen_soil,output,sh2o,1,0.900136009E-1
snowpack_frozen_soil,output,acc_etrani,1,0.249574666E-12
snowpack_frozen_soil,output,smc,2,0.309994519
snowpack_frozen_soil,output,sh2o,2,0.139651790
snowpack_frozen_soil,output,acc_etrani,2,0.230856567E-11
snowpack_frozen_soil,output,smc,3,0.319997579
snowpack_frozen_soil,output,sh2o,3,0.319997579
snowpack_frozen_soil,output,acc_etrani,3,0.158479896E-10
snowpack_frozen_soil,output,smc,4,0.330001354
snowpack_frozen_soil,output,sh2o,4,0.330001354
snowpack_frozen_soil,output,acc_etrani,4,0.273492236E-10
snowpack_frozen_soil,output,stc,-2,0.00000000
snowpack_frozen_soil,output,zsnso,-2,0.00000000
snowpack_frozen_soil,output,hcpct,-2,0.00000000
snowpack_frozen_soil,output,stc,-1,264.002197
snowpack_frozen_soil,output,zsnso,-1,-0.500000007E-1
snowpack_frozen_soil,output,hcpct,-1,570883.312
snowpack_frozen_soil,output,stc,0,264.007324
snowpack_frozen_soil,output,zsnso,0,-0.200348839
snowpack_frozen_soil,output,hcpct,0,570883.312
snowpack_frozen_soil,output,stc,1,270.498596
snowpack_frozen_soil,output,zsnso,1,-0.300348848
snowpack_frozen_soil,output,hcpct,1,1938799.62
snowpack_frozen_soil,output,stc,2,272.055481
snowpack_frozen_soil,output,zsnso,2,-0.600348830
snowpack_frozen_soil,output,hcpct,2,2064429.62
snowpack_frozen_soil,output,stc,3,273.999908
snowpack_frozen_soil,output,zsnso,3,-1.20034885
snowpack_frozen_soil,output,hcpct,3,2462279.50
snowpack_frozen_soil,output,stc,4,276.999878
snowpack_frozen_soil,output,zsnso,4,-2.20034885
snowpack_frozen_soil,output,hcpct,4,2504149.50
snowpack_frozen_soil,output,snice,-2,0.00000000
snowpack_frozen_soil,output,snliq,-2,0.00000000
snowpack_frozen_soil,output,snice,-1,12.4371767
snowpack_frozen_soil,output,snliq,-1,0.00000000
snowpack_frozen_soil,output,snice,0,37.5869064
snowpack_frozen_soil,output,snliq,0,0.00000000
bare_thin_snow_melt,input,vegtyp,0,16
bare_thin_snow_melt,input,soiltype,0,1
bare_thin_snow_melt,input,slopetype,0,1
bare_thin_snow_melt,input,soilcolor,0,4
bare_thin_snow_melt,input,croptype,0,0
bare_thin_snow_melt,input,ice,0,0
bare_thin_snow_melt,input,ist,0,1
bare_thin_snow_melt,input,isnow,0,0
bare_thin_snow_melt,input,yearlen,0,365
bare_thin_snow_melt,input,pgs,0,0
bare_thin_snow_melt,input,dt,0,60.0000000
bare_thin_snow_melt,input,dx,0,3000.00000
bare_thin_snow_melt,input,dz8w,0,40.0000000
bare_thin_snow_melt,input,zlvl,0,20.0000000
bare_thin_snow_melt,input,lat,0,0.698099971
bare_thin_snow_melt,input,julian,0,60.5000000
bare_thin_snow_melt,input,cosz,0,0.620000005
bare_thin_snow_melt,input,shdfac,0,0.199999996E-1
bare_thin_snow_melt,input,shdmax,0,0.500000007E-1
bare_thin_snow_melt,input,sfctmp,0,279.000000
bare_thin_snow_melt,input,sfcprs,0,98000.0000
bare_thin_snow_melt,input,psfc,0,98000.0000
bare_thin_snow_melt,input,uu,0,2.40000010
bare_thin_snow_melt,input,vv,0,1.10000002
bare_thin_snow_melt,input,q2,0,0.419999985E-2
bare_thin_snow_melt,input,qc,0,0.00000000
bare_thin_snow_melt,input,soldn,0,610.000000
bare_thin_snow_melt,input,lwdn,0,300.000000
bare_thin_snow_melt,input,prcpconv,0,0.00000000
bare_thin_snow_melt,input,prcpnonc,0,0.00000000
bare_thin_snow_melt,input,prcpshcv,0,0.00000000
bare_thin_snow_melt,input,prcpsnow,0,0.00000000
bare_thin_snow_melt,input,prcpgrpl,0,0.00000000
bare_thin_snow_melt,input,prcphail,0,0.00000000
bare_thin_snow_melt,input,tbot,0,280.000000
bare_thin_snow_melt,input,co2air,0,40.0000000
bare_thin_snow_melt,input,o2air,0,21200.0000
bare_thin_snow_melt,input,foln,0,1.00000000
bare_thin_snow_melt,input,albold,0,0.649999976
bare_thin_snow_melt,input,sneqvo,0,5.00000000
bare_thin_snow_melt,input,tah,0,275.000000
bare_thin_snow_melt,input,eah,0,610.000000
bare_thin_snow_melt,input,fwet,0,0.00000000
bare_thin_snow_melt,input,canliq,0,0.00000000
bare_thin_snow_melt,input,canice,0,0.00000000
bare_thin_snow_melt,input,tv,0,274.500000
bare_thin_snow_melt,input,tg,0,274.500000
bare_thin_snow_melt,input,qsfc,0,0.419999985E-2
bare_thin_snow_melt,input,qsnow,0,0.00000000
bare_thin_snow_melt,input,qrain,0,0.00000000
bare_thin_snow_melt,input,snowh,0,0.199999996E-1
bare_thin_snow_melt,input,sneqv,0,5.00000000
bare_thin_snow_melt,input,zwt,0,2.50000000
bare_thin_snow_melt,input,wa,0,4900.00000
bare_thin_snow_melt,input,wt,0,4900.00000
bare_thin_snow_melt,input,wslake,0,0.00000000
bare_thin_snow_melt,input,lfmass,0,20.0000000
bare_thin_snow_melt,input,rtmass,0,40.0000000
bare_thin_snow_melt,input,stmass,0,10.0000000
bare_thin_snow_melt,input,wood,0,0.00000000
bare_thin_snow_melt,input,stblcp,0,1000.00000
bare_thin_snow_melt,input,fastcp,0,1000.00000
bare_thin_snow_melt,input,lai,0,0.200000003
bare_thin_snow_melt,input,sai,0,0.100000001
bare_thin_snow_melt,input,cm,0,0.999999978E-2
bare_thin_snow_melt,input,ch,0,0.999999978E-2
bare_thin_snow_melt,input,tauss,0,0.00000000
bare_thin_snow_melt,input,smcwtd,0,0.338999987
bare_thin_snow_melt,input,deeprech,0,0.00000000
bare_thin_snow_melt,input,rech,0,0.00000000
bare_thin_snow_melt,input,zsoil,1,-0.100000001
bare_thin_snow_melt,input,smc,1,0.150000006
bare_thin_snow_melt,input,sh2o,1,0.150000006
bare_thin_snow_melt,input,smceq,1,0.150000006
bare_thin_snow_melt,input,zsoil,2,-0.400000006
bare_thin_snow_melt,input,smc,2,0.170000002
bare_thin_snow_melt,input,sh2o,2,0.170000002
bare_thin_snow_melt,input,smceq,2,0.170000002
bare_thin_snow_melt,input,zsoil,3,-1.00000000
bare_thin_snow_melt,input,smc,3,0.189999998
bare_thin_snow_melt,input,sh2o,3,0.189999998
bare_thin_snow_melt,input,smceq,3,0.189999998
bare_thin_snow_melt,input,zsoil,4,-2.00000000
bare_thin_snow_melt,input,smc,4,0.209999993
bare_thin_snow_melt,input,sh2o,4,0.209999993
bare_thin_snow_melt,input,smceq,4,0.209999993
bare_thin_snow_melt,input,stc,-2,0.00000000
bare_thin_snow_melt,input,zsnso,-2,0.180701182E+23
bare_thin_snow_melt,input,stc,-1,0.00000000
bare_thin_snow_melt,input,zsnso,-1,-0.500000007E-1
bare_thin_snow_melt,input,stc,0,0.00000000
bare_thin_snow_melt,input,zsnso,0,-0.200000003
bare_thin_snow_melt,input,stc,1,274.600006
bare_thin_snow_melt,input,zsnso,1,-0.100000001
bare_thin_snow_melt,input,stc,2,274.000000
bare_thin_snow_melt,input,zsnso,2,-0.400000006
bare_thin_snow_melt,input,stc,3,275.000000
bare_thin_snow_melt,input,zsnso,3,-1.00000000
bare_thin_snow_melt,input,stc,4,278.000000
bare_thin_snow_melt,input,zsnso,4,-2.00000000
bare_thin_snow_melt,input,snice,-2,0.00000000
bare_thin_snow_melt,input,snliq,-2,0.00000000
bare_thin_snow_melt,input,ficeold,-2,0.00000000
bare_thin_snow_melt,input,snice,-1,0.00000000
bare_thin_snow_melt,input,snliq,-1,0.00000000
bare_thin_snow_melt,input,ficeold,-1,0.00000000
bare_thin_snow_melt,input,snice,0,0.00000000
bare_thin_snow_melt,input,snliq,0,0.00000000
bare_thin_snow_melt,input,ficeold,0,0.00000000
bare_thin_snow_melt,input,par_bexp,1,2.78999996
bare_thin_snow_melt,input,par_smcmax,1,0.338999987
bare_thin_snow_melt,input,par_psisat,1,0.689999983E-1
bare_thin_snow_melt,input,par_dksat,1,0.465999983E-4
bare_thin_snow_melt,input,par_quartz,1,0.920000017
bare_thin_snow_melt,input,par_bexp,2,2.78999996
bare_thin_snow_melt,input,par_smcmax,2,0.338999987
bare_thin_snow_melt,input,par_psisat,2,0.689999983E-1
bare_thin_snow_melt,input,par_dksat,2,0.465999983E-4
bare_thin_snow_melt,input,par_quartz,2,0.920000017
bare_thin_snow_melt,input,par_bexp,3,2.78999996
bare_thin_snow_melt,input,par_smcmax,3,0.338999987
bare_thin_snow_melt,input,par_psisat,3,0.689999983E-1
bare_thin_snow_melt,input,par_dksat,3,0.465999983E-4
bare_thin_snow_melt,input,par_quartz,3,0.920000017
bare_thin_snow_melt,input,par_bexp,4,2.78999996
bare_thin_snow_melt,input,par_smcmax,4,0.338999987
bare_thin_snow_melt,input,par_psisat,4,0.689999983E-1
bare_thin_snow_melt,input,par_dksat,4,0.465999983E-4
bare_thin_snow_melt,input,par_quartz,4,0.920000017
bare_thin_snow_melt,input,par_csoil,0,2000000.00
bare_thin_snow_melt,input,par_kdt,0,69.8999939
bare_thin_snow_melt,input,par_frzx,0,0.233153045
bare_thin_snow_melt,input,par_slope,0,0.100000001
bare_thin_snow_melt,output,isnow,0,0
bare_thin_snow_melt,output,pgs,0,0
bare_thin_snow_melt,output,z0wrf,0,0.200000009E-2
bare_thin_snow_melt,output,fsa,0,474.507080
bare_thin_snow_melt,output,fsr,0,135.492920
bare_thin_snow_melt,output,fira,0,68.1044006
bare_thin_snow_melt,output,fsh,0,60.0377388
bare_thin_snow_melt,output,ssoil,0,337.803772
bare_thin_snow_melt,output,fcev,0,0.00000000
bare_thin_snow_melt,output,fgev,0,8.56116676
bare_thin_snow_melt,output,fctr,0,0.00000000
bare_thin_snow_melt,output,ecan,0,0.00000000
bare_thin_snow_melt,output,etran,0,0.00000000
bare_thin_snow_melt,output,edir,0,0.341027999E-5
bare_thin_snow_melt,output,trad,0,284.282684
bare_thin_snow_melt,output,tgb,0,284.282684
bare_thin_snow_melt,output,tgv,0,284.282684
bare_thin_snow_melt,output,t2mv,0,0.00000000
bare_thin_snow_melt,output,t2mb,0,279.504608
bare_thin_snow_melt,output,q2v,0,0.00000000
bare_thin_snow_melt,output,q2b,0,0.426116539E-2
bare_thin_snow_melt,output,runsrf,0,0.550851822E-1
bare_thin_snow_melt,output,runsub,0,0.459344592E-2
bare_thin_snow_melt,output,apar,0,0.00000000
bare_thin_snow_melt,output,psn,0,0.00000000
bare_thin_snow_melt,output,sav,0,0.00000000
bare_thin_snow_melt,output,sag,0,474.507080
