phase,run,case,column,k,first_step,cu_used,dt_s,rho_kg_m3,dz_m,temperature_k,qrcuten,qscuten,qicuten,qccuten,qv,qc,qr,qi,qs,qg,qh,qndrop_per_kg,qnr_per_kg,qni_per_kg,qns_per_kg,qng_per_kg,qnh_per_kg,qnn_per_kg,qvolg_m3_per_kg,qvolh_m3_per_kg,rainnc,rainncv,snownc,snowncv,graupelnc,graupelncv,hailnc,hailncv,sr,ice_surface_export
before,2,6,6,11,0,1, 6.0000000000000000E+001, 9.3999993801116943E-001, 3.4000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.5500003769993782E-003, 0.0000000000000000E+000, 4.1084704571403563E-004, 1.2325412535574287E-004, 2.8759293491020799E-004, 3.2867764821276069E-004, 2.4650825071148574E-004, 0.0000000000000000E+000, 1.6761793212890625E+003, 5.5872650146484375E+002, 1.1733255859375000E+004, 2.5787375488281250E+003, 1.1831855468750000E+003, 4.5000000000000000E+008, 6.3207238554241485E-007, 2.9000969448134128E-007, 4.6000000834465027E-001,-9.0000000000000000E+000, 2.5999999046325684E-001,-9.0000000000000000E+000, 1.5999999642372131E-001,-9.0000000000000000E+000, 1.1999999731779099E-001,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,1,1,12,0,1, 6.0000000000000000E+001, 8.7500000000000000E-001, 4.1000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6000002920627594E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0999999642372131E-001,-9.0000000000000000E+000, 2.1000000834465027E-001,-9.0000000000000000E+000, 1.0999999940395355E-001,-9.0000000000000000E+000, 7.0000000298023224E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,2,2,12,0,1, 6.0000000000000000E+001, 8.8099998235702515E-001, 4.8000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6000002920627594E-003, 8.4202138168620877E-006, 1.6840427633724175E-005, 6.7361706896917894E-006, 1.3472341379383579E-005, 1.7963122445507906E-005, 1.1788299161707982E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2000001668930054E-001,-9.0000000000000000E+000, 2.1999999880790710E-001,-9.0000000000000000E+000, 1.2000000476837158E-001,-9.0000000000000000E+000, 7.9999998211860657E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,3,3,12,0,1, 6.0000000000000000E+001, 8.8700002431869507E-001, 2.0000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6000002920627594E-003, 5.6134754231607076E-006, 3.3680855267448351E-005, 8.4202138168620877E-006, 2.2453901692642830E-005, 3.9294329326367006E-005, 4.4907803385285661E-005, 8.5767562866210938E+001, 5.2508903503417969E+001, 1.4294593811035156E+002, 3.5005932617187500E+002, 1.1429176330566406E+002, 8.6009674072265625E+001, 4.5000000000000000E+008, 7.3310317816321913E-008, 5.5169291357515249E-008, 4.3000000715255737E-001,-9.0000000000000000E+000, 2.3000000417232513E-001,-9.0000000000000000E+000, 1.2999999523162842E-001,-9.0000000000000000E+000, 8.9999996125698090E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,4,4,12,0,1, 6.0000000000000000E+001, 8.9300000667572021E-001, 2.7000000000000000E+001, 2.6000000000000000E+002, 3.0187118227331666E-007, 2.3426892425959522E-007, 1.5093559113665833E-007, 1.8426891301714932E-007, 8.6000002920627594E-003, 2.0280673197703436E-005, 4.1122693801298738E-005, 3.0392942790058441E-005, 5.0842019845731556E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+007, 8.0000000000000000E+004, 1.5000000000000000E+005, 6.0000000000000000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.3999999761581421E-001,-9.0000000000000000E+000, 2.4000000953674316E-001,-9.0000000000000000E+000, 1.4000000059604645E-001,-9.0000000000000000E+000, 9.9999994039535522E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,5,5,12,0,1, 6.0000000000000000E+001, 8.9899998903274536E-001, 3.4000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6000002920627594E-003, 0.0000000000000000E+000, 1.1839999351650476E-003, 2.4799999664537609E-004, 8.1600004341453314E-004, 1.2240000069141388E-003, 1.3640000252053142E-003, 0.0000000000000000E+000, 9.0824775695800781E+001, 2.1137899398803711E+001, 6.2595458984375000E+002, 1.9561080932617188E+002, 1.2760073852539062E+002, 4.5000000000000000E+008, 2.5500000901956810E-006, 1.6634146504657110E-006, 4.4999998807907104E-001,-9.0000000000000000E+000, 2.5000000000000000E-001,-9.0000000000000000E+000, 1.5000000596046448E-001,-9.0000000000000000E+000, 1.0999999940395355E-001,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,6,6,12,0,1, 6.0000000000000000E+001, 9.0499997138977051E-001, 4.1000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6000002920627594E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.6000000834465027E-001,-9.0000000000000000E+000, 2.5999999046325684E-001,-9.0000000000000000E+000, 1.5999999642372131E-001,-9.0000000000000000E+000, 1.1999999731779099E-001,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,1,1,13,0,1, 6.0000000000000000E+001, 8.3999997377395630E-001, 4.8000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6500002071261406E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0999999642372131E-001,-9.0000000000000000E+000, 2.1000000834465027E-001,-9.0000000000000000E+000, 1.0999999940395355E-001,-9.0000000000000000E+000, 7.0000000298023224E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,2,2,13,0,1, 6.0000000000000000E+001, 8.4599995613098145E-001, 2.0000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6500002071261406E-003, 1.6663494761814945E-006, 3.3326989523629891E-006, 1.3330795809451956E-006, 2.6661591618903913E-006, 3.5548787309380714E-006, 2.3328891529672546E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2000001668930054E-001,-9.0000000000000000E+000, 2.1999999880790710E-001,-9.0000000000000000E+000, 1.2000000476837158E-001,-9.0000000000000000E+000, 7.9999998211860657E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,3,3,13,0,1, 6.0000000000000000E+001, 8.5199999809265137E-001, 2.7000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6500002071261406E-003, 1.1108995749964379E-006, 6.6653979047259782E-006, 1.6663494761814945E-006, 4.4435982999857515E-006, 7.7762970249750651E-006, 8.8871965999715030E-006, 1.4662164688110352E+001, 8.8225049972534180E+000, 2.4436944961547852E+001, 5.8816699981689453E+001, 1.8413099288940430E+001, 1.4155643463134766E+001, 4.5000000000000000E+008, 1.3911085616769014E-008, 1.0694580332426540E-008, 4.3000000715255737E-001,-9.0000000000000000E+000, 2.3000000417232513E-001,-9.0000000000000000E+000, 1.2999999523162842E-001,-9.0000000000000000E+000, 8.9999996125698090E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,4,4,13,0,1, 6.0000000000000000E+001, 8.5799998044967651E-001, 3.4000000000000000E+001, 2.6000000000000000E+002, 3.0037028864171589E-007, 2.3351847744379484E-007, 1.5018514432085794E-007, 1.8351848041220364E-007, 8.6500002071261406E-003, 2.0055544155184180E-005, 4.0222177631221712E-005, 3.0077762858127244E-005, 5.0166632718173787E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+007, 8.0000000000000000E+004, 1.5000000000000000E+005, 6.0000000000000000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.3999999761581421E-001,-9.0000000000000000E+000, 2.4000000953674316E-001,-9.0000000000000000E+000, 1.4000000059604645E-001,-9.0000000000000000E+000, 9.9999994039535522E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,5,5,13,0,1, 6.0000000000000000E+001, 8.6399996280670166E-001, 4.1000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6500002071261406E-003, 0.0000000000000000E+000, 1.2159999459981918E-003, 2.5199999799951911E-004, 8.3400000585243106E-004, 1.2509999796748161E-003, 1.3859999598935246E-003, 0.0000000000000000E+000, 8.2663543701171875E+001, 1.9034370422363281E+001, 5.6695233154296875E+002, 1.7717259216308594E+002, 1.1490260314941406E+002, 4.5000000000000000E+008, 2.6062500637635821E-006, 1.6902438346733106E-006, 4.4999998807907104E-001,-9.0000000000000000E+000, 2.5000000000000000E-001,-9.0000000000000000E+000, 1.5000000596046448E-001,-9.0000000000000000E+000, 1.0999999940395355E-001,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,6,6,13,0,1, 6.0000000000000000E+001, 8.7000000476837158E-001, 4.8000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6500002071261406E-003, 0.0000000000000000E+000, 8.6380599532276392E-004, 2.5914181605912745E-004, 6.0466420836746693E-004, 6.9104478461667895E-004, 5.1828363211825490E-004, 0.0000000000000000E+000, 1.7854526367187500E+003, 5.9515093994140625E+002, 1.2498168945312500E+004, 2.7468503417968750E+003, 1.2603195800781250E+003, 4.5000000000000000E+008, 1.3289322851051111E-006, 6.0974542748226668E-007, 4.6000000834465027E-001,-9.0000000000000000E+000, 2.5999999046325684E-001,-9.0000000000000000E+000, 1.5999999642372131E-001,-9.0000000000000000E+000, 1.1999999731779099E-001,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,1,1,14,0,1, 6.0000000000000000E+001, 8.0499994754791260E-001, 2.0000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.7000001221895218E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0999999642372131E-001,-9.0000000000000000E+000, 2.1000000834465027E-001,-9.0000000000000000E+000, 1.0999999940395355E-001,-9.0000000000000000E+000, 7.0000000298023224E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,2,2,14,0,1, 6.0000000000000000E+001, 8.1099992990493774E-001, 2.7000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.7000001221895218E-003, 2.3007150673493015E-007, 4.6014301346986031E-007, 1.8405718549274752E-007, 3.6811437098549504E-007, 4.9081916131399339E-007, 3.2210007816502184E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2000001668930054E-001,-9.0000000000000000E+000, 2.1999999880790710E-001,-9.0000000000000000E+000, 1.2000000476837158E-001,-9.0000000000000000E+000, 7.9999998211860657E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,3,3,14,0,1, 6.0000000000000000E+001, 8.1699997186660767E-001, 3.4000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.7000001221895218E-003, 1.5338099501605029E-007, 9.2028602693972061E-007, 2.3007150673493015E-007, 6.1352398006420117E-007, 1.0736669082689332E-006, 1.2270479601284023E-006, 1.7606971263885498E+000, 1.0429971218109131E+000, 2.9344954490661621E+000, 6.9533143043518066E+000, 2.0907731056213379E+000, 1.6399325132369995E+000, 4.5000000000000000E+008, 1.8447885441474909E-009, 1.4469905273983841E-009, 4.3000000715255737E-001,-9.0000000000000000E+000, 2.3000000417232513E-001,-9.0000000000000000E+000, 1.2999999523162842E-001,-9.0000000000000000E+000, 8.9999996125698090E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,4,4,14,0,1, 6.0000000000000000E+001, 8.2299995422363281E-001, 4.1000000000000000E+001, 2.6000000000000000E+002, 3.0005111284481245E-007, 2.3335888954534312E-007, 1.5002555642240623E-007, 1.8335889251375193E-007, 8.7000001221895218E-003, 2.0007668354082853E-005, 4.0030674426816404E-005, 3.0010736736585386E-005, 5.0023005314869806E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+007, 8.0000000000000000E+004, 1.5000000000000000E+005, 6.0000000000000000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.3999999761581421E-001,-9.0000000000000000E+000, 2.4000000953674316E-001,-9.0000000000000000E+000, 1.4000000059604645E-001,-9.0000000000000000E+000, 9.9999994039535522E-002,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,5,5,14,0,1, 6.0000000000000000E+001, 8.2899993658065796E-001, 4.8000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.7000001221895218E-003, 0.0000000000000000E+000, 1.2479999568313360E-003, 2.5599999935366213E-004, 8.5200002649798989E-004, 1.2779999524354935E-003, 1.4080000109970570E-003, 0.0000000000000000E+000, 7.5536094665527344E+001, 1.7216203689575195E+001, 5.1567913818359375E+002, 1.6114971923828125E+002, 1.0392709350585938E+002, 4.5000000000000000E+008, 2.6624998099578079E-006, 1.7170731325677480E-006, 4.4999998807907104E-001,-9.0000000000000000E+000, 2.5000000000000000E-001,-9.0000000000000000E+000, 1.5000000596046448E-001,-9.0000000000000000E+000, 1.0999999940395355E-001,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
before,2,6,6,14,0,1, 6.0000000000000000E+001, 8.3499991893768311E-001, 2.0000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.7000001221895218E-003, 0.0000000000000000E+000, 1.2525186175480485E-003, 3.7575559690594673E-004, 8.7676302064210176E-004, 1.0020149638876319E-003, 7.5151119381189346E-004, 0.0000000000000000E+000, 1.8427326660156250E+003, 6.1424420166015625E+002, 1.2899128906250000E+004, 2.8349733886718750E+003, 1.3007524414062500E+003, 4.5000000000000000E+008, 1.9269518816145137E-006, 8.8413082721672254E-007, 4.6000000834465027E-001,-9.0000000000000000E+000, 2.5999999046325684E-001,-9.0000000000000000E+000, 1.5999999642372131E-001,-9.0000000000000000E+000, 1.1999999731779099E-001,-9.0000000000000000E+000,-9.0000000000000000E+000, 0.0000000000000000E+000
after,2,1,1,1,0,1, 6.0000000000000000E+001, 1.2599999904632568E+000, 3.4000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.0500002950429916E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0999999642372131E-001, 0.0000000000000000E+000, 2.1000000834465027E-001, 0.0000000000000000E+000, 1.0999999940395355E-001, 0.0000000000000000E+000, 7.0000000298023224E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,2,2,2,1,0,1, 6.0000000000000000E+001, 1.2660000324249268E+000, 4.1000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.0500002950429916E-003, 4.2487087625886488E-007, 5.1891706789319869E-006, 3.9638985072087962E-007, 2.8519649276859127E-005, 1.0265876690396247E-012, 3.3745381883855308E-022, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.3832471370697021E-001, 1.1832471936941147E-001, 2.2068105638027191E-001, 6.8105506943538785E-004, 1.6551485657691956E-001, 4.5514855533838272E-002, 1.0986913740634918E-001, 2.9869135469198227E-002, 6.4285004138946533E-001, 2.8155616291769547E-006
after,2,3,3,1,0,1, 6.0000000000000000E+001, 1.2719999551773071E+000, 4.8000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.0500002950429916E-003, 4.1191805166818085E-007, 3.1196911004371941E-004, 6.9560343263219693E-007, 1.9099506971542723E-006, 2.5266650482080877E-004, 4.1008551488630474E-004, 3.6022304534912109E+001, 2.1996389160156250E+003, 6.6833328247070312E+001, 2.1747680664062500E+002, 2.2373720703125000E+003, 2.2253295898437500E+003, 4.5000000000000000E+008, 6.1033375686747604E-007, 5.5933975318112061E-007, 5.0986558198928833E-001, 7.9865567386150360E-002, 2.3001132905483246E-001, 1.1329824701533653E-005, 1.3767433166503906E-001, 7.6743387617170811E-003, 1.1044356226921082E-001, 2.0443562418222427E-002, 3.5220724344253540E-001, 3.6484973406913923E-006
after,2,4,4,1,0,1, 6.0000000000000000E+001, 1.2779999971389771E+000, 2.0000000000000000E+001, 2.6000000000000000E+002, 3.0000492756698804E-007, 2.3333579690643091E-007, 1.5000246378349402E-007, 1.8333578566398501E-007, 8.0500002950429916E-003, 1.9994504327769391E-005, 4.0135313611244783E-005, 2.9726093998760916E-005, 4.9408066843170673E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9990536000000000E+007, 8.0322492187500000E+004, 1.4877725000000000E+005, 5.9801894531250000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4999996800000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4435867667198181E-001, 4.3586846441030502E-003, 2.4125617742538452E-001, 1.2561653275042772E-003, 1.4000000059604645E-001, 0.0000000000000000E+000, 9.9999994039535522E-002, 0.0000000000000000E+000, 2.8819826245307922E-001, 5.5962562328204513E-004
after,2,5,5,1,0,1, 6.0000000000000000E+001, 1.2840000391006470E+000, 2.7000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.0500002950429916E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4999998807907104E-001, 0.0000000000000000E+000, 2.5000000000000000E-001, 0.0000000000000000E+000, 1.5000000596046448E-001, 0.0000000000000000E+000, 1.0999999940395355E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,2,6,6,1,0,1, 6.0000000000000000E+001, 1.2899999618530273E+000, 3.4000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.0500002950429916E-003, 0.0000000000000000E+000, 1.2488457059589564E-006, 3.1911172300169710E-006, 7.6660662671201862E-006, 2.2384504063666100E-006, 1.1458535027486505E-006, 0.0000000000000000E+000, 9.2066265869140625E+002, 3.7090682983398438E+002, 8.4437802734375000E+003, 1.2969760742187500E+003, 3.7820242309570312E+002, 4.5000000000000000E+008, 4.3047125863893143E-009, 1.3480632166107398E-009, 4.6276006102561951E-001, 2.7600431349128485E-003, 2.6018971204757690E-001, 1.8972670659422874E-004, 1.6081143915653229E-001, 8.1144290743395686E-004, 1.2064279615879059E-001, 6.4279907383024693E-004, 5.9563153982162476E-001, 1.1947184248128906E-004
after,2,1,1,2,0,1, 6.0000000000000000E+001, 1.2250000238418579E+000, 4.1000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1000002101063728E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4999996800000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0999999642372131E-001, 0.0000000000000000E+000, 2.1000000834465027E-001, 0.0000000000000000E+000, 1.0999999940395355E-001, 0.0000000000000000E+000, 7.0000000298023224E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,2,2,2,2,0,1, 6.0000000000000000E+001, 1.2310000658035278E+000, 4.8000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1000002101063728E-003, 2.9175714644225081E-006, 1.9669691937451717E-006, 2.7497665087139467E-006, 6.6218359279446304E-005, 1.8318707011369395E-013, 4.7873481848289950E-023, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.3832471370697021E-001, 1.1832471936941147E-001, 2.2068105638027191E-001, 6.8105506943538785E-004, 1.6551485657691956E-001, 4.5514855533838272E-002, 1.0986913740634918E-001, 2.9869135469198227E-002, 6.4285004138946533E-001, 2.8155616291769547E-006
after,2,3,3,2,0,1, 6.0000000000000000E+001, 1.2369999885559082E+000, 2.0000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1000002101063728E-003, 3.0719986625626916E-006, 1.8617414752952754E-004, 5.4228944463829976E-006, 1.4291195839177817E-005, 4.7724868636578321E-004, 5.5469467770308256E-004, 2.1691157531738281E+002, 2.2835791015625000E+003, 4.1880371093750000E+002, 1.2742225341796875E+003, 5.0451308593750000E+003, 3.5311398925781250E+003, 4.5000000000000000E+008, 1.1159268069604877E-006, 7.4630298740885337E-007, 5.0986558198928833E-001, 7.9865567386150360E-002, 2.3001132905483246E-001, 1.1329824701533653E-005, 1.3767433166503906E-001, 7.6743387617170811E-003, 1.1044356226921082E-001, 2.0443562418222427E-002, 3.5220724344253540E-001, 3.6484973406913923E-006
after,2,4,4,2,0,1, 6.0000000000000000E+001, 1.2430000305175781E+000, 2.7000000000000000E+001, 2.6000000000000000E+002, 3.0005111284481245E-007, 2.3335888954534312E-007, 1.5002555642240623E-007, 1.8335889251375193E-007, 8.1000002101063728E-003, 2.0003486497444101E-005, 4.1742092435015365E-005, 2.9841829018550925E-005, 4.9694848712533712E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9993128000000000E+007, 8.0646734375000000E+004, 1.4907009375000000E+005, 5.9917535156250000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4435867667198181E-001, 4.3586846441030502E-003, 2.4125617742538452E-001, 1.2561653275042772E-003, 1.4000000059604645E-001, 0.0000000000000000E+000, 9.9999994039535522E-002, 0.0000000000000000E+000, 2.8819826245307922E-001, 5.5962562328204513E-004
after,2,5,5,2,0,1, 6.0000000000000000E+001, 1.2490000724792480E+000, 3.4000000000000000E+001, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1000002101063728E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4999998807907104E-001, 0.0000000000000000E+000, 2.5000000000000000E-001, 0.0000000000000000E+000, 1.5000000596046448E-001, 0.0000000000000000E+000, 1.0999999940395355E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
