c07e6912,3d823902
a889db74,3f800000
a8884486,3f800000
a886ad98,3f800000
a88516aa,3f800000
a8837fbc,3f800000
a881e8ce,3f800000
a88051e0,3f800000
a87ebaf2,3f800000
a87d2405,3f800000
a87b8d17,3f800000
a879f629,3f800000
a8785f3b,3f800000
a876c84d,3f800000
a875315f,3f800000
a8739a71,3f800000
a8720383,3f800000
a8706c95,3f800000
a86ed5a7,3f800000
a86d3eb9,3f800000
a86ba7cb,3f800000
a86a10dd,3f800000
a86879ef,3f800000
a866e302,3f800000
a8654c14,3f800000
a863b526,3f800000
a8621e38,3f800000
a860874a,3f800000
a85ef05c,3f800000
a85d596e,3f800000
a85bc280,3f800000
a85a2b92,3f800000
a85894a4,3f800000
a856fdb6,3f800000
a85566c8,3f800000
a853cfda,3f800000
a85238ed,3f800000
a850a1ff,3f800000
a84f0b11,3f800000
a84d7423,3f800000
a84bdd35,3f800000
a84a4647,3f800000
a848af59,3f800000
a847186b,3f800000
a845817d,3f800000
a843ea8f,3f800000
a84253a1,3f800000
a840bcb3,3f800000
a83f25c5,3f800000
a83d8ed7,3f800000
a83bf7ea,3f800000
a83a60fc,3f800000
a838ca0e,3f800000
a8373320,3f800000
a8359c32,3f800000
a8340544,3f800000
a8326e56,3f800000
a830d768,3f800000
a82f407a,3f800000
a82da98c,3f800000
a82c129e,3f800000
a82a7bb0,3f800000
a828e4c2,3f800000
a8274dd5,3f800000
a825b6e7,3f800000
a8241ff9,3f800000
a822890b,3f800000
a820f21d,3f800000
a81f5b2f,3f800000
a81dc441,3f800000
a81c2d53,3f800000
a81a9665,3f800000
a818ff77,3f800000
a8176889,3f800000
a815d19b,3f800000
a8143aad,3f800000
a812a3bf,3f800000
a8110cd2,3f800000
a80f75e4,3f800000
a80ddef6,3f800000
a80c4808,3f800000
a80ab11a,3f800000
a8091a2c,3f800000
a807833e,3f800000
a805ec50,3f800000
a8045562,3f800000
a802be74,3f800000
a8012786,3f800000
a7ff9098,3f800000
a7fdf9aa,3f800000
a7fc62bd,3f800000
a7facbcf,3f800000
a7f934e1,3f800000
a7f79df3,3f800000
a7f60705,3f800000
a7f47017,3f800000
a7f2d929,3f800000
a7f1423b,3f800000
a7efab4d,3f800000
a7ee145f,3f800000
a7ec7d71,3f800000
a7eae683,3f800000
a7e94f95,3f800000
a7e7b8a7,3f800000
a7e621ba,3f800000
a7e48acc,3f800000
a7e2f3de,3f800000
a7e15cf0,3f800000
a7dfc602,3f800000
a7de2f14,3f800000
a7dc9826,3f800000
a7db0138,3f800000
a7d96a4a,3f800000
a7d7d35c,3f800000
a7d63c6e,3f800000
a7d4a580,3f800000
a7d30e92,3f800000
a7d177a5,3f800000
a7cfe0b7,3f800000
a7ce49c9,3f800000
a7ccb2db,3f800000
a7cb1bed,3f800000
a7c984ff,3f800000
a7c7ee11,3f800000
a7c65723,3f800000
a7c4c035,3f800000
a7c32947,3f800000
a7c19259,3f800000
a7bffb6b,3f800000
a7be647d,3f800000
a7bccd8f,3f800000
a7bb36a2,3f800000
a7b99fb4,3f800000
a7b808c6,3f800000
a7b671d8,3f800000
a7b4daea,3f800000
a7b343fc,3f800000
a7b1ad0e,3f800000
a7b01620,3f800000
a7ae7f32,3f800000
a7ace844,3f800000
a7ab5156,3f800000
a7a9ba68,3f800000
a7a8237a,3f800000
a7a68c8d,3f800000
a7a4f59f,3f800000
a7a35eb1,3f800000
a7a1c7c3,3f800000
a7a030d5,3f800000
a79e99e7,3f800000
a79d02f9,3f800000
a79b6c0b,3f800000
a799d51d,3f800000
a7983e2f,3f800000
a796a741,3f800000
a7951053,3f800000
a7937965,3f800000
a791e277,3f800000
a7904b8a,3f800000
a78eb49c,3f800000
a78d1dae,3f800000
a78b86c0,3f800000
a789efd2,3f800000
a78858e4,3f800000
a786c1f6,3f800000
a7852b08,3f800000
a783941a,3f800000
a781fd2c,3f800000
a780663e,3f800000
a77ecf50,3f800000
a77d3862,3f800000
a77ba175,3f800000
a77a0a87,3f800000
a7787399,3f800000
a776dcab,3f800000
a77545bd,3f800000
a773aecf,3f800000
a77217e1,3f800000
a77080f3,3f800000
a76eea05,3f800000
a76d5317,3f800000
a76bbc29,3f800000
a76a253b,3f800000
a7688e4d,3f800000
a766f75f,3f800000
a7656072,3f800000
a763c984,3f800000
a7623296,3f800000
a7609ba8,3f800000
a75f04ba,3f800000
a75d6dcc,3f800000
a75bd6de,3f800000
a75a3ff0,3f800000
a758a902,3f800000
a7571214,3f800000
a7557b26,3f800000
a753e438,3f800000
a7524d4a,3f800000
a750b65d,3f800000
a74f1f6f,3f800000
a74d8881,3f800000
a74bf193,3f800000
a74a5aa5,3f800000
a748c3b7,3f800000
a7472cc9,3f800000
a74595db,3f800000
a743feed,3f800000
a74267ff,3f800000
a740d111,3f800000
a73f3a23,3f800000
a73da335,3f800000
a73c0c47,3f800000
a73a755a,3f800000
a738de6c,3f800000
a737477e,3f800000
a735b090,3f800000
a73419a2,3f800000
a73282b4,3f800000
a730ebc6,3f800000
a72f54d8,3f800000
a72dbdea,3f800000
a72c26fc,3f800000
a72a900e,3f800000
a728f920,3f800000
a7276232,3f800000
a725cb45,3f800000
a7243457,3f800000
a7229d69,3f800000
a721067b,3f800000
a71f6f8d,3f800000
a71dd89f,3f800000
a71c41b1,3f800000
a71aaac3,3f800000
a71913d5,3f800000
a7177ce7,3f800000
a715e5f9,3f800000
a7144f0b,3f800000
a712b81d,3f800000
a7112130,3f800000
a70f8a42,3f800000
a70df354,3f800000
a70c5c66,3f800000
a70ac578,3f800000
a7092e8a,3f800000
a707979c,3f800000
a70600ae,3f800000
a70469c0,3f800000
a702d2d2,3f800000
a7013be4,3f800000
a6ffa4f6,3f800000
a6fe0e08,3f800000
a6fc771a,3f800000
a6fae02d,3f800000
a6f9493f,3f800000
a6f7b251,3f800000
a6f61b63,3f800000
a6f48475,3f800000
a6f2ed87,3f800000
a6f15699,3f800000
a6efbfab,3f800000
a6ee28bd,3f800000
a6ec91cf,3f800000
a6eafae1,3f800000
a6e963f3,3f800000
a6e7cd05,3f800000
a6e63618,3f800000
a6e49f2a,3f800000
a6e3083c,3f800000
a6e1714e,3f800000
a6dfda60,3f800000
a6de4372,3f800000
a6dcac84,3f800000
a6db1596,3f800000
a6d97ea8,3f800000
a6d7e7ba,3f800000
a6d650cc,3f800000
a6d4b9de,3f800000
a6d322f0,3f800000
a6d18c02,3f800000
a6cff515,3f800000
a6ce5e27,3f800000
a6ccc739,3f800000
a6cb304b,3f800000
a6c9995d,3f800000
a6c8026f,3f800000
a6c66b81,3f800000
a6c4d493,3f800000
a6c33da5,3f800000
a6c1a6b7,3f800000
a6c00fc9,3f800000
a6be78db,3f800000
a6bce1ed,3f800000
a6bb4b00,3f800000
a6b9b412,3f800000
a6b81d24,3f800000
a6b68636,3f800000
a6b4ef48,3f800000
a6b3585a,3f800000
a6b1c16c,3f800000
a6b02a7e,3f800000
a6ae9390,3f800000
a6acfca2,3f800000
a6ab65b4,3f800000
a6a9cec6,3f800000
a6a837d8,3f800000
a6a6a0ea,3f800000
a6a509fd,3f800000
a6a3730f,3f800000
a6a1dc21,3f800000
a6a04533,3f800000
a69eae45,3f800000
a69d1757,3f800000
a69b8069,3f800000
a699e97b,3f800000
a698528d,3f800000
a696bb9f,3f800000
a69524b1,3f800000
a6938dc3,3f800000
a691f6d5,3f800000
a6905fe8,3f800000
a68ec8fa,3f800000
a68d320c,3f800000
a68b9b1e,3f800000
a68a0430,3f800000
a6886d42,3f800000
a686d654,3f800000
a6853f66,3f800000
a683a878,3f800000
a682118a,3f800000
a6807a9c,3f800000
a67ee3ae,3f800000
a67d4cc0,3f800000
a67bb5d2,3f800000
a67a1ee5,3f800000
a67887f7,3f800000
a676f109,3f800000
a6755a1b,3f800000
a673c32d,3f800000
a6722c3f,3f800000
a6709551,3f800000
a66efe63,3f800000
a66d6775,3f800000
a66bd087,3f800000
a66a3999,3f800000
a668a2ab,3f800000
a6670bbd,3f800000
a66574d0,3f800000
a663dde2,3f800000
a66246f4,3f800000
a660b006,3f800000
a65f1918,3f800000
a65d822a,3f800000
a65beb3c,3f800000
a65a544e,3f800000
a658bd60,3f800000
a6572672,3f800000
a6558f84,3f800000
a653f896,3f800000
a65261a8,3f800000
a650caba,3f800000
a64f33cd,3f800000
a64d9cdf,3f800000
a64c05f1,3f800000
a64a6f03,3f800000
a648d815,3f800000
a6474127,3f800000
a645aa39,3f800000
a644134b,3f800000
a6427c5d,3f800000
a640e56f,3f800000
a63f4e81,3f800000
a63db793,3f800000
a63c20a5,3f800000
a63a89b8,3f800000
a638f2ca,3f800000
a6375bdc,3f800000
a635c4ee,3f800000
a6342e00,3f800000
a6329712,3f800000
a6310024,3f800000
a62f6936,3f800000
a62dd248,3f800000
a62c3b5a,3f800000
a62aa46c,3f800000
a6290d7e,3f800000
a6277690,3f800000
a625dfa2,3f800000
a62448b5,3f800000
a622b1c7,3f800000
a6211ad9,3f800000
a61f83eb,3f800000
a61decfd,3f800000
a61c560f,3f800000
a61abf21,3f800000
a6192833,3f800000
a6179145,3f800000
a615fa57,3f800000
a6146369,3f800000
a612cc7b,3f800000
a611358d,3f800000
a60f9ea0,3f800000
a60e07b2,3f800000
a60c70c4,3f800000
a60ad9d6,3f800000
a60942e8,3f800000
a607abfa,3f800000
a606150c,3f800000
a6047e1e,3f800000
a602e730,3f800000
a6015042,3f800000
a5ffb954,3f800000
a5fe2266,3f800000
a5fc8b78,3f800000
a5faf48a,3f800000
a5f95d9d,3f800000
a5f7c6af,3f800000
a5f62fc1,3f800000
a5f498d3,3f800000
a5f301e5,3f800000
a5f16af7,3f800000
a5efd409,3f800000
a5ee3d1b,3f800000
a5eca62d,3f800000
a5eb0f3f,3f800000
a5e97851,3f800000
a5e7e163,3f800000
a5e64a75,3f800000
a5e4b388,3f800000
a5e31c9a,3f800000
a5e185ac,3f800000
a5dfeebe,3f800000
a5de57d0,3f800000
a5dcc0e2,3f800000
a5db29f4,3f800000
a5d99306,3f800000
a5d7fc18,3f800000
a5d6652a,3f800000
a5d4ce3c,3f800000
a5d3374e,3f800000
a5d1a060,3f800000
a5d00972,3f800000
a5ce7285,3f800000
a5ccdb97,3f800000
a5cb44a9,3f800000
a5c9adbb,3f800000
a5c816cd,3f800000
a5c67fdf,3f800000
a5c4e8f1,3f800000
a5c35203,3f800000
a5c1bb15,3f800000
a5c02427,3f800000
a5be8d39,3f800000
a5bcf64b,3f800000
a5bb5f5d,3f800000
a5b9c870,3f800000
a5b83182,3f800000
a5b69a94,3f800000
a5b503a6,3f800000
a5b36cb8,3f800000
a5b1d5ca,3f800000
a5b03edc,3f800000
a5aea7ee,3f800000
a5ad1100,3f800000
a5ab7a12,3f800000
a5a9e324,3f800000
a5a84c36,3f800000
a5a6b548,3f800000
a5a51e5a,3f800000
a5a3876d,3f800000
a5a1f07f,3f800000
a5a05991,3f800000
a59ec2a3,3f800000
a59d2bb5,3f800000
a59b94c7,3f800000
a599fdd9,3f800000
a59866eb,3f800000
a596cffd,3f800000
a595390f,3f800000
a593a221,3f800000
a5920b33,3f800000
a5907445,3f800000
a58edd58,3f800000
a58d466a,3f800000
a58baf7c,3f800000
a58a188e,3f800000
a58881a0,3f800000
a586eab2,3f800000
a58553c4,3f800000
a583bcd6,3f800000
a58225e8,3f800000
a5808efa,3f800000
a57ef80c,3f800000
a57d611e,3f800000
a57bca30,3f800000
a57a3343,3f800000
a5789c55,3f800000
a5770567,3f800000
a5756e79,3f800000
a573d78b,3f800000
a572409d,3f800000
a570a9af,3f800000
a56f12c1,3f800000
a56d7bd3,3f800000
a56be4e5,3f800000
a56a4df7,3f800000
a568b709,3f800000
a567201b,3f800000
a565892d,3f800000
a563f240,3f800000
a5625b52,3f800000
a560c464,3f800000
a55f2d76,3f800000
a55d9688,3f800000
a55bff9a,3f800000
a55a68ac,3f800000
a558d1be,3f800000
a5573ad0,3f800000
a555a3e2,3f800000
a5540cf4,3f800000
a5527606,3f800000
a550df18,3f800000
a54f482b,3f800000
a54db13d,3f800000
a54c1a4f,3f800000
a54a8361,3f800000
a548ec73,3f800000
a5475585,3f800000
a545be97,3f800000
a54427a9,3f800000
a54290bb,3f800000
a540f9cd,3f800000
a53f62df,3f800000
a53dcbf1,3f800000
a53c3503,3f800000
a53a9e15,3f800000
a5390728,3f800000
a537703a,3f800000
a535d94c,3f800000
a534425e,3f800000
a532ab70,3f800000
a5311482,3f800000
a52f7d94,3f800000
a52de6a6,3f800000
a52c4fb8,3f800000
a52ab8ca,3f800000
a52921dc,3f800000
a5278aee,3f800000
a525f400,3f800000
a5245d13,3f800000
a522c625,3f800000
a5212f37,3f800000
a51f9849,3f800000
a51e015b,3f800000
a51c6a6d,3f800000
a51ad37f,3f800000
a5193c91,3f800000
a517a5a3,3f800000
a5160eb5,3f800000
a51477c7,3f800000
a512e0d9,3f800000
a51149eb,3f800000
a50fb2fd,3f800000
a50e1c10,3f800000
a50c8522,3f800000
a50aee34,3f800000
a5095746,3f800000
a507c058,3f800000
a506296a,3f800000
a504927c,3f800000
a502fb8e,3f800000
a50164a0,3f800000
a4ffcdb2,3f800000
a4fe36c4,3f800000
a4fc9fd6,3f800000
a4fb08e8,3f800000
a4f971fb,3f800000
a4f7db0d,3f800000
a4f6441f,3f800000
a4f4ad31,3f800000
a4f31643,3f800000
a4f17f55,3f800000
a4efe867,3f800000
a4ee5179,3f800000
a4ecba8b,3f800000
a4eb239d,3f800000
a4e98caf,3f800000
a4e7f5c1,3f800000
a4e65ed3,3f800000
a4e4c7e5,3f800000
a4e330f8,3f800000
a4e19a0a,3f800000
a4e0031c,3f800000
a4de6c2e,3f800000
a4dcd540,3f800000
a4db3e52,3f800000
a4d9a764,3f800000
a4d81076,3f800000
a4d67988,3f800000
a4d4e29a,3f800000
a4d34bac,3f800000
a4d1b4be,3f800000
a4d01dd0,3f800000
a4ce86e3,3f800000
a4cceff5,3f800000
a4cb5907,3f800000
a4c9c219,3f800000
a4c82b2b,3f800000
a4c6943d,3f800000
a4c4fd4f,3f800000
a4c36661,3f800000
a4c1cf73,3f800000
a4c03885,3f800000
a4bea197,3f800000
a4bd0aa9,3f800000
a4bb73bb,3f800000
a4b9dccd,3f800000
a4b845e0,3f800000
a4b6aef2,3f800000
a4b51804,3f800000
a4b38116,3f800000
a4b1ea28,3f800000
a4b0533a,3f800000
a4aebc4c,3f800000
a4ad255e,3f800000
a4ab8e70,3f800000
a4a9f782,3f800000
a4a86094,3f800000
a4a6c9a6,3f800000
a4a532b8,3f800000
a4a39bcb,3f800000
a4a204dd,3f800000
a4a06def,3f800000
a49ed701,3f800000
a49d4013,3f800000
a49ba925,3f800000
a49a1237,3f800000
a4987b49,3f800000
a496e45b,3f800000
a4954d6d,3f800000
a493b67f,3f800000
a4921f91,3f800000
a49088a3,3f800000
a48ef1b5,3f800000
a48d5ac8,3f800000
a48bc3da,3f800000
a48a2cec,3f800000
a48895fe,3f800000
a486ff10,3f800000
a4856822,3f800000
a483d134,3f800000
a4823a46,3f800000
a480a358,3f800000
a47f0c6a,3f800000
a47d757c,3f800000
a47bde8e,3f800000
a47a47a0,3f800000
a478b0b3,3f800000
a47719c5,3f800000
a47582d7,3f800000
a473ebe9,3f800000
a47254fb,3f800000
a470be0d,3f800000
a46f271f,3f800000
a46d9031,3f800000
a46bf943,3f800000
a46a6255,3f800000
a468cb67,3f800000
a4673479,3f800000
a4659d8b,3f800000
a464069d,3f800000
a4626fb0,3f800000
a460d8c2,3f800000
a45f41d4,3f800000
a45daae6,3f800000
a45c13f8,3f800000
a45a7d0a,3f800000
a458e61c,3f800000
a4574f2e,3f800000
a455b840,3f800000
a4542152,3f800000
a4528a64,3f800000
a450f376,3f800000
a44f5c88,3f800000
a44dc59b,3f800000
a44c2ead,3f800000
a44a97bf,3f800000
a44900d1,3f800000
a44769e3,3f800000
a445d2f5,3f800000
a4443c07,3f800000
a442a519,3f800000
a4410e2b,3f800000
a43f773d,3f800000
a43de04f,3f800000
a43c4961,3f800000
a43ab273,3f800000
a4391b85,3f800000
a4378498,3f800000
a435edaa,3f800000
a43456bc,3f800000
a432bfce,3f800000
a43128e0,3f800000
a42f91f2,3f800000
a42dfb04,3f800000
a42c6416,3f800000
a42acd28,3f800000
a429363a,3f800000
a4279f4c,3f800000
a426085e,3f800000
a4247170,3f800000
a422da83,3f800000
a4214395,3f800000
a41faca7,3f800000
a41e15b9,3f800000
a41c7ecb,3f800000
a41ae7dd,3f800000
a41950ef,3f800000
a417ba01,3f800000
a4162313,3f800000
a4148c25,3f800000
a412f537,3f800000
a4115e49,3f800000
a40fc75b,3f800000
a40e306d,3f800000
a40c9980,3f800000
a40b0292,3f800000
a4096ba4,3f800000
a407d4b6,3f800000
a4063dc8,3f800000
a404a6da,3f800000
a4030fec,3f800000
a40178fe,3f800000
a3ffe210,3f800000
a3fe4b22,3f800000
a3fcb434,3f800000
a3fb1d46,3f800000
a3f98658,3f800000
a3f7ef6b,3f800000
a3f6587d,3f800000
a3f4c18f,3f800000
a3f32aa1,3f800000
a3f193b3,3f800000
a3effcc5,3f800000
a3ee65d7,3f800000
a3eccee9,3f800000
a3eb37fb,3f800000
a3e9a10d,3f800000
a3e80a1f,3f800000
a3e67331,3f800000
a3e4dc43,3f800000
a3e34556,3f800000
a3e1ae68,3f800000
a3e0177a,3f800000
a3de808c,3f800000
a3dce99e,3f800000
a3db52b0,3f800000
a3d9bbc2,3f800000
a3d824d4,3f800000
a3d68de6,3f800000
a3d4f6f8,3f800000
a3d3600a,3f800000
a3d1c91c,3f800000
a3d0322e,3f800000
a3ce9b40,3f800000
a3cd0453,3f800000
a3cb6d65,3f800000
a3c9d677,3f800000
a3c83f89,3f800000
a3c6a89b,3f800000
a3c511ad,3f800000
a3c37abf,3f800000
a3c1e3d1,3f800000
a3c04ce3,3f800000
a3beb5f5,3f800000
a3bd1f07,3f800000
a3bb8819,3f800000
a3b9f12b,3f800000
a3b85a3e,3f800000
a3b6c350,3f800000
a3b52c62,3f800000
a3b39574,3f800000
a3b1fe86,3f800000
a3b06798,3f800000
a3aed0aa,3f800000
a3ad39bc,3f800000
a3aba2ce,3f800000
a3aa0be0,3f800000
a3a874f2,3f800000
a3a6de04,3f800000
a3a54716,3f800000
a3a3b028,3f800000
a3a2193b,3f800000
a3a0824d,3f800000
a39eeb5f,3f800000
a39d5471,3f800000
a39bbd83,3f800000
a39a2695,3f800000
a3988fa7,3f800000
a396f8b9,3f800000
a39561cb,3f800000
a393cadd,3f800000
a39233ef,3f800000
a3909d01,3f800000
a38f0613,3f800000
a38d6f26,3f800000
a38bd838,3f800000
a38a414a,3f800000
a388aa5c,3f800000
a387136e,3f800000
a3857c80,3f800000
a383e592,3f800000
a3824ea4,3f800000
a380b7b6,3f800000
a37f20c8,3f800000
a37d89da,3f800000
a37bf2ec,3f800000
a37a5bfe,3f800000
a378c510,3f800000
a3772e23,3f800000
a3759735,3f800000
a3740047,3f800000
a3726959,3f800000
a370d26b,3f800000
a36f3b7d,3f800000
a36da48f,3f800000
a36c0da1,3f800000
a36a76b3,3f800000
a368dfc5,3f800000
a36748d7,3f800000
a365b1e9,3f800000
a3641afb,3f800000
a362840e,3f800000
a360ed20,3f800000
a35f5632,3f800000
a35dbf44,3f800000
a35c2856,3f800000
a35a9168,3f800000
a358fa7a,3f800000
a357638c,3f800000
a355cc9e,3f800000
a35435b0,3f800000
a3529ec2,3f800000
a35107d4,3f800000
a34f70e6,3f800000
a34dd9f8,3f800000
a34c430b,3f800000
a34aac1d,3f800000
a349152f,3f800000
a3477e41,3f800000
a345e753,3f800000
a3445065,3f800000
a342b977,3f800000
a3412289,3f800000
a33f8b9b,3f800000
a33df4ad,3f800000
a33c5dbf,3f800000
a33ac6d1,3f800000
a3392fe3,3f800000
a33798f6,3f800000
a3360208,3f800000
a3346b1a,3f800000
a332d42c,3f800000
a3313d3e,3f800000
a32fa650,3f800000
a32e0f62,3f800000
a32c7874,3f800000
a32ae186,3f800000
a3294a98,3f800000
a327b3aa,3f800000
a3261cbc,3f800000
a32485ce,3f800000
a322eee0,3f800000
a32157f3,3f800000
a31fc105,3f800000
a31e2a17,3f800000
a31c9329,3f800000
a31afc3b,3f800000
a319654d,3f800000
a317ce5f,3f800000
a3163771,3f800000
a314a083,3f800000
a3130995,3f800000
a31172a7,3f800000
a30fdbb9,3f800000
a30e44cb,3f800000
a30cadde,3f800000
a30b16f0,3f800000
a3098002,3f800000
a307e914,3f800000
a3065226,3f800000
a304bb38,3f800000
a303244a,3f800000
a3018d5c,3f800000
a2fff66e,3f800000
a2fe5f80,3f800000
a2fcc892,3f800000
a2fb31a4,3f800000
a2f99ab6,3f800000
a2f803c8,3f800000
a2f66cdb,3f800000
a2f4d5ed,3f800000
a2f33eff,3f800000
a2f1a811,3f800000
a2f01123,3f800000
a2ee7a35,3f800000
a2ece347,3f800000
a2eb4c59,3f800000
a2e9b56b,3f800000
a2e81e7d,3f800000
a2e6878f,3f800000
a2e4f0a1,3f800000
a2e359b3,3f800000
a2e1c2c6,3f800000
a2e02bd8,3f800000
a2de94ea,3f800000
a2dcfdfc,3f800000
a2db670e,3f800000
a2d9d020,3f800000
a2d83932,3f800000
a2d6a244,3f800000
a2d50b56,3f800000
a2d37468,3f800000
a2d1dd7a,3f800000
a2d0468c,3f800000
a2ceaf9e,3f800000
a2cd18b0,3f800000
a2cb81c3,3f800000
a2c9ead5,3f800000
a2c853e7,3f800000
a2c6bcf9,3f800000
a2c5260b,3f800000
a2c38f1d,3f800000
a2c1f82f,3f800000
a2c06141,3f800000
a2beca53,3f800000
a2bd3365,3f800000
a2bb9c77,3f800000
a2ba0589,3f800000
a2b86e9b,3f800000
a2b6d7ae,3f800000
a2b540c0,3f800000
a2b3a9d2,3f800000
a2b212e4,3f800000
a2b07bf6,3f800000
a2aee508,3f800000
a2ad4e1a,3f800000
a2abb72c,3f800000
a2aa203e,3f800000
a2a88950,3f800000
a2a6f262,3f800000
a2a55b74,3f800000
a2a3c486,3f800000
a2a22d98,3f800000
a2a096ab,3f800000
a29effbd,3f800000
a29d68cf,3f800000
a29bd1e1,3f800000
a29a3af3,3f800000
a298a405,3f800000
a2970d17,3f800000
a2957629,3f800000
a293df3b,3f800000
a292484d,3f800000
a290b15f,3f800000
a28f1a71,3f800000
a28d8383,3f800000
a28bec96,3f800000
a28a55a8,3f800000
a288beba,3f800000
a28727cc,3f800000
a28590de,3f800000
a283f9f0,3f800000
a2826302,3f800000
a280cc14,3f800000
a27f3526,3f800000
a27d9e38,3f800000
a27c074a,3f800000
a27a705c,3f800000
a278d96e,3f800000
a2774280,3f800000
a275ab93,3f800000
a27414a5,3f800000
a2727db7,3f800000
a270e6c9,3f800000
a26f4fdb,3f800000
a26db8ed,3f800000
a26c21ff,3f800000
a26a8b11,3f800000
a268f423,3f800000
a2675d35,3f800000
a265c647,3f800000
a2642f59,3f800000
a262986b,3f800000
a261017e,3f800000
a25f6a90,3f800000
a25dd3a2,3f800000
a25c3cb4,3f800000
a25aa5c6,3f800000
a2590ed8,3f800000
a25777ea,3f800000
a255e0fc,3f800000
a2544a0e,3f800000
a252b320,3f800000
a2511c32,3f800000
a24f8544,3f800000
a24dee56,3f800000
a24c5769,3f800000
a24ac07b,3f800000
a249298d,3f800000
a247929f,3f800000
a245fbb1,3f800000
a24464c3,3f800000
a242cdd5,3f800000
a24136e7,3f800000
a23f9ff9,3f800000
a23e090b,3f800000
a23c721d,3f800000
a23adb2f,3f800000
a2394441,3f800000
a237ad53,3f800000
a2361666,3f800000
a2347f78,3f800000
a232e88a,3f800000
a231519c,3f800000
a22fbaae,3f800000
a22e23c0,3f800000
a22c8cd2,3f800000
a22af5e4,3f800000
a2295ef6,3f800000
a227c808,3f800000
a226311a,3f800000
a2249a2c,3f800000
a223033e,3f800000
a2216c51,3f800000
a21fd563,3f800000
a21e3e75,3f800000
a21ca787,3f800000
a21b1099,3f800000
a21979ab,3f800000
a217e2bd,3f800000
a2164bcf,3f800000
a214b4e1,3f800000
a2131df3,3f800000
a2118705,3f800000
a20ff017,3f800000
a20e5929,3f800000
a20cc23b,3f800000
a20b2b4e,3f800000
a2099460,3f800000
a207fd72,3f800000
a2066684,3f800000
a204cf96,3f800000
a20338a8,3f800000
a201a1ba,3f800000
a2000acc,3f800000
a1fe73de,3f800000
a1fcdcf0,3f800000
a1fb4602,3f800000
a1f9af14,3f800000
a1f81826,3f800000
a1f68139,3f800000
a1f4ea4b,3f800000
a1f3535d,3f800000
a1f1bc6f,3f800000
a1f02581,3f800000
a1ee8e93,3f800000
a1ecf7a5,3f800000
a1eb60b7,3f800000
a1e9c9c9,3f800000
a1e832db,3f800000
a1e69bed,3f800000
a1e504ff,3f800000
a1e36e11,3f800000
a1e1d723,3f800000
a1e04036,3f800000
a1dea948,3f800000
a1dd125a,3f800000
a1db7b6c,3f800000
a1d9e47e,3f800000
a1d84d90,3f800000
a1d6b6a2,3f800000
a1d51fb4,3f800000
a1d388c6,3f800000
a1d1f1d8,3f800000
a1d05aea,3f800000
a1cec3fc,3f800000
a1cd2d0e,3f800000
a1cb9621,3f800000
a1c9ff33,3f800000
a1c86845,3f800000
a1c6d157,3f800000
a1c53a69,3f800000
a1c3a37b,3f800000
a1c20c8d,3f800000
a1c0759f,3f800000
a1bedeb1,3f800000
a1bd47c3,3f800000
a1bbb0d5,3f800000
a1ba19e7,3f800000
a1b882f9,3f800000
a1b6ec0b,3f800000
a1b5551e,3f800000
a1b3be30,3f800000
a1b22742,3f800000
a1b09054,3f800000
a1aef966,3f800000
a1ad6278,3f800000
a1abcb8a,3f800000
a1aa349c,3f800000
a1a89dae,3f800000
a1a706c0,3f800000
a1a56fd2,3f800000
a1a3d8e4,3f800000
a1a241f6,3f800000
a1a0ab09,3f800000
a19f141b,3f800000
a19d7d2d,3f800000
a19be63f,3f800000
a19a4f51,3f800000
a198b863,3f800000
a1972175,3f800000
a1958a87,3f800000
a193f399,3f800000
a1925cab,3f800000
a190c5bd,3f800000
a18f2ecf,3f800000
a18d97e1,3f800000
a18c00f3,3f800000
a18a6a06,3f800000
a188d318,3f800000
a1873c2a,3f800000
a185a53c,3f800000
a1840e4e,3f800000
a1827760,3f800000
a180e072,3f800000
a17f4984,3f800000
a17db296,3f800000
a17c1ba8,3f800000
a17a84ba,3f800000
a178edcc,3f800000
a17756de,3f800000
a175bff1,3f800000
a1742903,3f800000
a1729215,3f800000
a170fb27,3f800000
a16f6439,3f800000
a16dcd4b,3f800000
a16c365d,3f800000
a16a9f6f,3f800000
a1690881,3f800000
a1677193,3f800000
a165daa5,3f800000
a16443b7,3f800000
a162acc9,3f800000
a16115db,3f800000
a15f7eee,3f800000
a15de800,3f800000
a15c5112,3f800000
a15aba24,3f800000
a1592336,3f800000
a1578c48,3f800000
a155f55a,3f800000
a1545e6c,3f800000
a152c77e,3f800000
a1513090,3f800000
a14f99a2,3f800000
a14e02b4,3f800000
a14c6bc6,3f800000
a14ad4d9,3f800000
a1493deb,3f800000
a147a6fd,3f800000
a146100f,3f800000
a1447921,3f800000
a142e233,3f800000
a1414b45,3f800000
a13fb457,3f800000
a13e1d69,3f800000
a13c867b,3f800000
a13aef8d,3f800000
a139589f,3f800000
a137c1b1,3f800000
a1362ac3,3f800000
a13493d6,3f800000
a132fce8,3f800000
a13165fa,3f800000
a12fcf0c,3f800000
a12e381e,3f800000
a12ca130,3f800000
a12b0a42,3f800000
a1297354,3f800000
a127dc66,3f800000
a1264578,3f800000
a124ae8a,3f800000
a123179c,3f800000
a12180ae,3f800000
a11fe9c1,3f800000
a11e52d3,3f800000
a11cbbe5,3f800000
a11b24f7,3f800000
a1198e09,3f800000
a117f71b,3f800000
a116602d,3f800000
a114c93f,3f800000
