case,k,dz,zw,zw_next,u,v,thl,qw,theta,thetav,cldfra,edmf_w,edmf_a,sm_before,sh_before,qke_before,xland,dx,rmo,ust,zi,psig_bl,initialize_qke,el,qke,tsq,qsq,cov,sm,sh
restart_water,5, 1.0800000000000000E+002, 3.1200000000000000E+002, 4.2000000000000000E+002, 6.4000000953674316E+000,-2.9999995231628418E-001, 2.9448001098632812E+002, 9.3000000342726707E-003, 2.9460000610351562E+002, 2.9627130126953125E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5400000214576721E-001, 4.3400001525878906E-001, 2.0599999427795410E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 7.7042953491210938E+001, 2.0599999427795410E+000, 6.2602713704109192E-002, 1.0834878594323527E-006, 2.5319293490611017E-004, 7.3411440849304199E-001, 1.1367875337600708E+000
restart_water,6, 1.2000000000000000E+002, 4.2000000000000000E+002, 5.4000000000000000E+002, 7.2500000000000000E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 8.7500000372529030E-003, 2.9514999389648438E+002, 2.9672534179687500E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.6500000953674316E-001, 4.2500001192092896E-001, 1.9000000953674316E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 3.3904129028320312E+001, 1.9000000953674316E+000, 2.3593709338456392E-003, 2.6394457730560816E-009,-2.4954820219136309E-006, 5.1866322755813599E-002, 7.6514938846230507E-003
restart_water,7, 1.3200000000000000E+002, 5.4000000000000000E+002, 6.7200000000000000E+002, 8.1000003814697266E+000, 3.0000007152557373E-001, 2.9552001953125000E+002, 8.2000000402331352E-003, 2.9570001220703125E+002, 2.9717910766601562E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7599998712539673E-001, 4.1600000858306885E-001, 1.7400000095367432E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 3.4135189056396484E+001, 1.7400000095367432E+000, 1.6815735725685954E-003, 1.8811467938917303E-009,-1.7785629324862384E-006, 4.8931222409009933E-002, 6.5503711812198162E-003
restart_water,8, 1.4400000000000000E+002, 6.7200000000000000E+002, 8.1600000000000000E+002, 8.9500007629394531E+000, 6.0000014305114746E-001, 2.9604000854492188E+002, 7.6500000432133675E-003, 2.9625000000000000E+002, 2.9763244628906250E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8699999451637268E-001, 4.0700000524520874E-001, 1.5800000429153442E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 3.3984729766845703E+001, 1.5800000429153442E+000, 1.1895622592419386E-003, 1.3307714930022030E-009,-1.2581873534145416E-006, 4.6418208628892899E-002, 5.6880116462707520E-003
restart_water,9, 1.5600000000000000E+002, 8.1600000000000000E+002, 9.7200000000000000E+002, 9.8000001907348633E+000, 9.0000009536743164E-001, 2.9656002807617188E+002, 7.1000000461935997E-003, 2.9680001831054688E+002, 2.9808544921875000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9800000190734863E-001, 3.9800000190734863E-001, 1.4200000762939453E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 3.2896453857421875E+001, 1.4200000762939453E+000, 7.8834430314600468E-004, 8.8190549307753940E-010,-8.3381360127532389E-007, 4.4232942163944244E-002, 4.9964473582804203E-003
restart_water,10, 1.6800000000000000E+002, 9.7200000000000000E+002, 1.1400000000000000E+003, 1.0649999618530273E+001, 1.2000000476837158E+000, 2.9708001708984375E+002, 6.5500000491738319E-003, 2.9735000610351562E+002, 2.9853808593750000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0900000929832458E-001, 3.8899999856948853E-001, 1.2600001096725464E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 2.9765205383300781E+001, 1.2600001096725464E+000, 4.9854198005050421E-004, 5.5774895812987779E-010,-5.2731513733306201E-007, 4.2319830507040024E-002, 4.4341911561787128E-003
restart_water,11, 1.8000000000000000E+002, 1.1400000000000000E+003, 1.3200000000000000E+003, 1.1500000000000000E+001, 1.5000000000000000E+000, 2.9760000610351562E+002, 6.0000000521540642E-003, 2.9789999389648438E+002, 2.9899029541015625E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2000001668930054E-001, 3.7999999523162842E-001, 1.1000001430511475E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 2.7144315719604492E+001, 1.1000001430511475E+000, 3.3666068338789046E-004, 3.7662445384611942E-010,-3.5608235293693724E-007, 4.0625482797622681E-002, 3.9689396508038044E-003
restart_water,12, 1.9200000000000000E+002, 1.3200000000000000E+003, 1.5120000000000000E+003, 1.2350000381469727E+001, 1.8000001907348633E+000, 2.9812002563476562E+002, 5.4500000551342964E-003, 2.9845001220703125E+002, 2.9944219970703125E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.3099999427795410E-001, 3.7099999189376831E-001, 9.4000005722045898E-001, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 2.5835327148437500E+001, 9.4000005722045898E-001, 2.4170368851628155E-004, 2.7038976613269483E-010,-2.5564469297023606E-007, 3.9113525301218033E-002, 3.5789953544735909E-003
restart_water,13, 2.0400000000000000E+002, 1.5120000000000000E+003, 1.7160000000000000E+003, 1.3200000762939453E+001, 2.1000001430511475E+000, 2.9864001464843750E+002, 4.9000000581145287E-003, 2.9900000000000000E+002, 2.9989373779296875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4200000166893005E-001, 3.6199998855590820E-001, 7.8000009059906006E-001, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 2.4515403747558594E+001, 7.8000009059906006E-001, 1.7273808771278709E-004, 1.9325249733803673E-010,-1.8270760904215422E-007, 3.7759456783533096E-002, 3.2495316118001938E-003
restart_water,14, 2.1600000000000000E+002, 1.7160000000000000E+003, 1.9320000000000000E+003, 1.4050000190734863E+001, 2.4000000953674316E+000, 2.9916000366210938E+002, 4.3500000610947609E-003, 2.9955001831054688E+002, 3.0034487915039062E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5300000905990601E-001, 3.5299998521804810E-001, 6.2000012397766113E-001, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 2.2857748031616211E+001, 6.2000012397766113E-001, 1.1973833898082376E-004, 1.3395849707276142E-010,-1.2664899884384795E-007, 3.6535676568746567E-002, 2.9674416873604059E-003
restart_water,15, 2.2800000000000000E+002, 1.9320000000000000E+003, 2.1600000000000000E+003, 1.4900000572204590E+001, 2.7000002861022949E+000, 2.9967999267578125E+002, 3.8000000640749931E-003, 3.0010000610351562E+002, 3.0079565429687500E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.6399998664855957E-001, 3.4400001168251038E-001, 4.6000003814697266E-001, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 2.0737283706665039E+001, 4.6000003814697266E-001, 8.8795750343706459E-005, 9.9341167236755012E-011,-9.3920569099736895E-008, 3.5424727946519852E-002, 2.7240461204200983E-003
restart_water,16, 2.4000000000000000E+002, 2.1600000000000000E+003, 2.4000000000000000E+003, 1.5750000000000000E+001, 3.0000000000000000E+000, 3.0019998168945312E+002, 3.2500000670552254E-003, 3.0064999389648438E+002, 3.0124603271484375E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7499999403953552E-001, 3.3500000834465027E-001, 3.0000019073486328E-001, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 2.0737279891967773E+001, 3.0000019073486328E-001, 8.8795750343706459E-005, 9.9341167236755012E-011,-9.3920569099736895E-008, 3.4411743283271790E-002, 2.5123856030404568E-003
edmf_active,1, 6.0000000000000000E+001, 0.0000000000000000E+000, 6.0000000000000000E+001, 3.0000000000000000E+000,-1.5000000000000000E+000, 2.9900000000000000E+002, 1.1500000022351742E-002, 2.9900000000000000E+002, 3.0109747314453125E+002, 0.0000000000000000E+000, 2.7000000476837158E+000, 3.9999999105930328E-002, 3.1000000238418579E-001, 4.6999999880790710E-001, 1.3999999761581421E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 0.0000000000000000E+000, 4.1538705825805664E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1000000238418579E-001, 4.6999999880790710E-001
edmf_active,2, 7.2000000000000000E+001, 6.0000000000000000E+001, 1.3200000000000000E+002, 3.8499999046325684E+000,-1.2000000476837158E+000, 2.9879498291015625E+002, 1.0950000025331974E-002, 2.9883999633789062E+002, 3.0083612060546875E+002, 5.9999998658895493E-002, 2.5599999427795410E+000, 3.7799999117851257E-002, 3.2100000977516174E-001, 4.6099999547004700E-001, 1.3099999427795410E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 2.1720771789550781E+001, 6.8005943298339844E+000, 1.4083145558834076E-001, 1.0137608796867426E-006, 3.7784839514642954E-004, 7.0912778377532959E-001, 1.0934786796569824E+000
edmf_active,3, 8.4000000000000000E+001, 1.3200000000000000E+002, 2.1600000000000000E+002, 4.6999998092651367E+000,-8.9999997615814209E-001, 2.9858999633789062E+002, 1.0400000028312206E-002, 2.9867999267578125E+002, 3.0057479858398438E+002, 1.1999999731779099E-001, 2.4200000762939453E+000, 3.5599999129772186E-002, 3.3200001716613770E-001, 4.5199999213218689E-001, 1.2200000286102295E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 4.3881221771240234E+001, 1.2909978866577148E+001, 2.4776114523410797E-001, 1.7833483525464544E-006, 6.6471379250288010E-004, 7.3627775907516479E-001, 1.1405378580093384E+000
edmf_active,4, 9.6000000000000000E+001, 2.1600000000000000E+002, 3.1200000000000000E+002, 5.5500001907348633E+000,-5.9999996423721313E-001, 2.9838497924804688E+002, 9.8500000312924385E-003, 2.9851998901367188E+002, 3.0031365966796875E+002, 1.7999999225139618E-001, 2.2799999713897705E+000, 3.3399999141693115E-002, 3.4299999475479126E-001, 4.4299998879432678E-001, 1.1299999952316284E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 5.7538505554199219E+001, 1.6083412170410156E+001, 2.8567555546760559E-001, 2.0562736153806327E-006, 7.6643796637654305E-004, 7.5880366563796997E-001, 1.1795926094055176E+000
edmf_active,5, 1.0800000000000000E+002, 3.1200000000000000E+002, 4.2000000000000000E+002, 6.4000000953674316E+000,-2.9999995231628418E-001, 2.9817999267578125E+002, 9.3000000342726707E-003, 2.9835998535156250E+002, 3.0005258178710938E+002, 2.3999999463558197E-001, 2.1400001049041748E+000, 3.1199999153614044E-002, 3.5400000214576721E-001, 4.3400001525878906E-001, 1.0399999618530273E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 6.4099891662597656E+001, 1.6490705490112305E+001, 2.7170741558074951E-001, 1.9560320652090013E-006, 7.2901876410469413E-004, 7.7773815393447876E-001, 1.2124274969100952E+000
edmf_active,6, 1.2000000000000000E+002, 4.2000000000000000E+002, 5.4000000000000000E+002, 7.2500000000000000E+000, 0.0000000000000000E+000, 2.9797500610351562E+002, 8.7500000372529030E-003, 2.9820001220703125E+002, 2.9979165649414062E+002, 2.9999998211860657E-001, 2.0000000000000000E+000, 2.8999999165534973E-002, 3.6500000953674316E-001, 4.2500001192092896E-001, 9.4999992847442627E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 6.7149322509765625E+001, 1.5199466705322266E+001, 2.3355621099472046E-001, 1.6813804677440203E-006, 6.2665523728355765E-004, 7.9390603303909302E-001, 1.2404693365097046E+000
edmf_active,7, 1.3200000000000000E+002, 5.4000000000000000E+002, 6.7200000000000000E+002, 8.1000003814697266E+000, 3.0000007152557373E-001, 2.9777001953125000E+002, 8.2000000402331352E-003, 2.9804000854492188E+002, 2.9953082275390625E+002, 3.5999998450279236E-001, 1.8600000143051147E+000, 2.6799999177455902E-002, 3.7599998712539673E-001, 4.1600000858306885E-001, 8.5999995470046997E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 6.8646911621093750E+001, 8.9802541732788086E+000, 1.3395994901657104E-001, 9.5162738489307230E-007, 3.5204039886593819E-004, 8.0786049365997314E-001, 1.2646752595901489E+000
edmf_active,8, 1.4400000000000000E+002, 6.7200000000000000E+002, 8.1600000000000000E+002, 8.9500007629394531E+000, 6.0000014305114746E-001, 2.9834500122070312E+002, 7.6500000432133675E-003, 2.9866000366210938E+002, 3.0005368041992188E+002, 4.1999998688697815E-001, 1.7200000286102295E+000, 2.4599999189376831E-002, 3.8699999451637268E-001, 4.0700000524520874E-001, 7.6999998092651367E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 6.9413612365722656E+001, 2.3637752234935760E-001, 9.1196661815047264E-003, 8.3443820741990749E-009,-8.7234147940762341E-006, 4.3233558535575867E-002, 4.6977614983916283E-003
edmf_active,9, 1.5600000000000000E+002, 8.1600000000000000E+002, 9.7200000000000000E+002, 9.8000001907348633E+000, 9.0000009536743164E-001, 2.9892001342773438E+002, 7.1000000461935997E-003, 2.9927999877929688E+002, 3.0057617187500000E+002, 4.7999998927116394E-001, 1.5800000429153442E+000, 2.2399999201297760E-002, 3.9800000190734863E-001, 3.9800000190734863E-001, 6.7999994754791260E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 2.6758239746093750E+001, 1.9839385524392128E-002, 7.0169137325137854E-004, 6.4198252269775935E-010,-6.7117326807419886E-007, 4.1214134544134140E-002, 4.1271271184086800E-003
edmf_active,10, 1.6800000000000000E+002, 9.7200000000000000E+002, 1.1400000000000000E+003, 1.0649999618530273E+001, 1.2000000476837158E+000, 2.9949499511718750E+002, 6.5500000491738319E-003, 2.9989999389648438E+002, 3.0109826660156250E+002, 5.3999996185302734E-001, 1.4400000572204590E+000, 2.0199999213218689E-002, 4.0900000929832458E-001, 3.8899999856948853E-001, 5.8999991416931152E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 1.5453049659729004E+001, 9.9999988451600075E-003, 3.0168949160724878E-004, 2.7602672925119975E-010,-2.8857297706963436E-007, 3.9449132978916168E-002, 3.6634909920394421E-003
edmf_active,11, 1.8000000000000000E+002, 1.1400000000000000E+003, 1.3200000000000000E+003, 1.1500000000000000E+001, 1.5000000000000000E+000, 3.0007000732421875E+002, 6.0000000521540642E-003, 3.0052001953125000E+002, 3.0161990356445312E+002, 5.9999996423721313E-001, 1.3000000715255737E+000, 1.7999999225139618E-002, 4.2000001668930054E-001, 3.7999999523162842E-001, 4.9999994039535522E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 2.7935142517089844E+001, 1.2560390867292881E-002, 3.7665848503820598E-004, 3.4460292952509519E-010,-3.6027435612595582E-007, 3.7887100130319595E-002, 3.2797865569591522E-003
edmf_active,12, 1.9200000000000000E+002, 1.3200000000000000E+003, 1.5120000000000000E+003, 1.2350000381469727E+001, 1.8000001907348633E+000, 3.0064501953125000E+002, 5.4500000551342964E-003, 3.0114001464843750E+002, 3.0214114379882812E+002, 6.0000002384185791E-001, 1.1600000858306885E+000, 1.5799999237060547E-002, 4.3099999427795410E-001, 3.7099999189376831E-001, 4.0999996662139893E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 2.9530302047729492E+001, 1.0286023840308189E-002, 2.9085134156048298E-004, 2.6610930126125254E-010,-2.7820541959044931E-007, 3.6497894674539566E-002, 2.9589703772217035E-003
edmf_active,13, 2.0400000000000000E+002, 1.5120000000000000E+003, 1.7160000000000000E+003, 1.3200000762939453E+001, 2.1000001430511475E+000, 3.0122000122070312E+002, 4.9000000581145287E-003, 3.0176000976562500E+002, 3.0266198730468750E+002, 6.0000002384185791E-001, 1.0199999809265137E+000, 1.3599999248981476E-002, 4.4200000166893005E-001, 3.6199998855590820E-001, 3.1999993324279785E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 2.4482904434204102E+001, 9.9999988451600075E-003, 1.4907546574249864E-004, 1.3639728235759208E-010,-1.4259555314311001E-007, 3.5254005342721939E-002, 2.6876782067120075E-003
edmf_active,14, 2.1600000000000000E+002, 1.7160000000000000E+003, 1.9320000000000000E+003, 1.4050000190734863E+001, 2.4000000953674316E+000, 3.0179501342773438E+002, 4.3500000610947609E-003, 3.0238000488281250E+002, 3.0318237304687500E+002, 6.0000002384185791E-001, 8.7999999523162842E-001, 1.1399999260902405E-002, 4.5300000905990601E-001, 3.5299998521804810E-001, 2.2999989986419678E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 1.9119108200073242E+001, 9.9999988451600075E-003, 7.0889851485844702E-005, 6.4859388693161435E-011,-6.7807611969783466E-008, 3.4130603075027466E-002, 2.4552862159907818E-003
edmf_active,15, 2.2800000000000000E+002, 1.9320000000000000E+003, 2.1600000000000000E+003, 1.4900000572204590E+001, 2.7000002861022949E+000, 3.0236999511718750E+002, 3.8000000640749931E-003, 3.0300000000000000E+002, 3.0370236206054688E+002, 6.0000002384185791E-001, 7.4000000953674316E-001, 9.1999992728233337E-003, 4.6399998664855957E-001, 3.4400001168251038E-001, 1.3999998569488525E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 1.4218116760253906E+001, 9.9999988451600075E-003, 3.4097251045750454E-005, 3.1197294747542514E-011,-3.2615059097906851E-008, 3.3114127814769745E-002, 2.2552488371729851E-003
edmf_active,16, 2.4000000000000000E+002, 2.1600000000000000E+003, 2.4000000000000000E+003, 1.5750000000000000E+001, 3.0000000000000000E+000, 3.0294500732421875E+002, 3.2500000670552254E-003, 3.0361999511718750E+002, 3.0422189331054688E+002, 6.0000002384185791E-001, 6.0000014305114746E-001, 6.9999992847442627E-003, 4.7499999403953552E-001, 3.3500000834465027E-001, 5.0000000745058060E-002, 1.0000000000000000E+000, 3.0000000000000000E+003,-5.1000001840293407E-003, 4.3999999761581421E-001, 7.8000000000000000E+002, 7.9000002145767212E-001,1, 9.9058856964111328E+000, 9.9999988451600075E-003, 3.4097251045750454E-005, 3.1197294747542514E-011,-3.2615059097906851E-008, 3.2186429947614670E-002, 2.0809264387935400E-003
calm_weak_ust,1, 6.0000000000000000E+001, 0.0000000000000000E+000, 6.0000000000000000E+001, 4.0000000596046448E-001, 1.0000000149011612E-001, 2.9100000000000000E+002, 1.1500000022351742E-002, 2.9100000000000000E+002, 2.9304135131835938E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1000000238418579E-001, 4.6999999880790710E-001, 1.3999999761581421E+000, 1.0000000000000000E+000, 3.0000000000000000E+003, 3.0999999493360519E-002, 6.0000000521540642E-003, 3.0000000000000000E+002, 9.7000002861022949E-001,1, 0.0000000000000000E+000, 5.2911243401467800E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1000000238418579E-001, 4.6999999880790710E-001
calm_weak_ust,2, 7.2000000000000000E+001, 6.0000000000000000E+001, 1.3200000000000000E+002, 4.5000001788139343E-001, 1.0000000149011612E-001, 2.9137002563476562E+002, 1.0950000025331974E-002, 2.9142001342773438E+002, 2.9336657714843750E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2100000977516174E-001, 4.6099999547004700E-001, 1.3099999427795410E+000, 1.0000000000000000E+000, 3.0000000000000000E+003, 3.0999999493360519E-002, 6.0000000521540642E-003, 3.0000000000000000E+002, 9.7000002861022949E-001,1, 1.7562003135681152E+000, 9.9999988451600075E-003, 2.4064489068109651E-008, 5.3176603067748782E-014,-3.5772444034742890E-011, 1.2590772472321987E-002, 1.5817084204172716E-005
calm_weak_ust,3, 8.4000000000000000E+001, 1.3200000000000000E+002, 2.1600000000000000E+002, 5.0000000000000000E-001, 1.0000000149011612E-001, 2.9173999023437500E+002, 1.0400000028312206E-002, 2.9183999633789062E+002, 2.9369140625000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3200001716613770E-001, 4.5199999213218689E-001, 1.2200000286102295E+000, 1.0000000000000000E+000, 3.0000000000000000E+003, 3.0999999493360519E-002, 6.0000000521540642E-003, 3.0000000000000000E+002, 9.7000002861022949E-001,1, 2.7361824512481689E+000, 9.9999988451600075E-003, 2.9565791592744972E-008, 6.5333467260363098E-014,-4.3950378059154360E-011, 1.2522189877927303E-002, 1.3314262105268426E-005
calm_weak_ust,4, 9.6000000000000000E+001, 2.1600000000000000E+002, 3.1200000000000000E+002, 5.5000001192092896E-001, 1.0000000149011612E-001, 2.9211001586914062E+002, 9.8500000312924385E-003, 2.9226000976562500E+002, 2.9401605224609375E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4299999475479126E-001, 4.4299998879432678E-001, 1.1299999952316284E+000, 1.0000000000000000E+000, 3.0000000000000000E+003, 3.0999999493360519E-002, 6.0000000521540642E-003, 3.0000000000000000E+002, 9.7000002861022949E-001,1, 2.9363996982574463E+000, 9.9999988451600075E-003, 2.2354310402761257E-008, 4.9395031250995536E-014,-3.3229384521771266E-011, 1.2471145950257778E-002, 1.1489659300423227E-005
calm_weak_ust,5, 1.0800000000000000E+002, 3.1200000000000000E+002, 4.2000000000000000E+002, 6.0000002384185791E-001, 1.0000000149011612E-001, 2.9247998046875000E+002, 9.3000000342726707E-003, 2.9267999267578125E+002, 2.9434039306640625E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5400000214576721E-001, 4.3400001525878906E-001, 1.0399999618530273E+000, 1.0000000000000000E+000, 3.0000000000000000E+003, 3.0999999493360519E-002, 6.0000000521540642E-003, 3.0000000000000000E+002, 9.7000002861022949E-001,1, 3.1167364120483398E+000, 9.9999988451600075E-003, 1.7284268238881850E-008, 3.8193972588590128E-014,-2.5693478594712715E-011, 1.2432578019797802E-002, 1.0109075446962379E-005
calm_weak_ust,6, 1.2000000000000000E+002, 4.2000000000000000E+002, 5.4000000000000000E+002, 6.4999997615814209E-001, 1.0000000149011612E-001, 2.9285000610351562E+002, 8.7500000372529030E-003, 2.9310000610351562E+002, 2.9466442871093750E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.6500000953674316E-001, 4.2500001192092896E-001, 9.4999992847442627E-001, 1.0000000000000000E+000, 3.0000000000000000E+003, 3.0999999493360519E-002, 6.0000000521540642E-003, 3.0000000000000000E+002, 9.7000002861022949E-001,1, 3.2526807785034180E+000, 9.9999988451600075E-003, 1.3138237164866950E-008, 2.9028818601282633E-014,-1.9529145661723035E-011, 1.2401998974382877E-002, 9.0207895482308231E-006
calm_weak_ust,7, 1.3200000000000000E+002, 5.4000000000000000E+002, 6.7200000000000000E+002, 7.0000004768371582E-001, 1.0000000149011612E-001, 2.9322000122070312E+002, 8.2000000402331352E-003, 2.9351998901367188E+002, 2.9498818969726562E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7599998712539673E-001, 4.1600000858306885E-001, 8.5999995470046997E-001, 1.0000000000000000E+000, 3.0000000000000000E+003, 3.0999999493360519E-002, 6.0000000521540642E-003, 3.0000000000000000E+002, 9.7000002861022949E-001,1, 3.2588443756103516E+000, 9.9999988451600075E-003, 9.4152605711883552E-009, 2.0804904565623061E-014,-1.3995841811886844E-011, 1.2377353385090828E-002, 8.1465168477734551E-006
calm_weak_ust,8, 1.4400000000000000E+002, 6.7200000000000000E+002, 8.1600000000000000E+002, 7.5000000000000000E-001, 1.0000000149011612E-001, 2.9358999633789062E+002, 7.6500000432133675E-003, 2.9394000244140625E+002, 2.9531164550781250E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8699999451637268E-001, 4.0700000524520874E-001, 7.6999998092651367E-001, 1.0000000000000000E+000, 3.0000000000000000E+003, 3.0999999493360519E-002, 6.0000000521540642E-003, 3.0000000000000000E+002, 9.7000002861022949E-001,1, 3.1038591861724854E+000, 9.9999988451600075E-003, 6.7714904794513586E-009, 1.4962965762255198E-014,-1.0065862206254383E-011, 1.2356596998870373E-002, 7.4256740845157765E-006
calm_weak_ust,9, 1.5600000000000000E+002, 8.1600000000000000E+002, 9.7200000000000000E+002, 8.0000001192092896E-001, 1.0000000149011612E-001, 2.9395999145507812E+002, 7.1000000461935997E-003, 2.9435998535156250E+002, 2.9563485717773438E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9800000190734863E-001, 3.9800000190734863E-001, 6.7999994754791260E-001, 1.0000000000000000E+000, 3.0000000000000000E+003, 3.0999999493360519E-002, 6.0000000521540642E-003, 3.0000000000000000E+002, 9.7000002861022949E-001,1, 3.0629456043243408E+000, 9.9999988451600075E-003, 5.3703268498850321E-009, 1.1866812159387185E-014,-7.9830230967359306E-012, 1.2339125387370586E-002, 6.8220201683288906E-006
