leaf,sample,ustar,wsp10,visc,zu,ren,z0_in,landsea,z0_out,zt_out,zq_out
garratt_1992,11, 1.5000000596046448E-001, 9.8999996185302734E+000, 1.4000000192027073E-005, 1.5000000000000000E+000, 5.0000000000000000E+000, 1.5899999198154546E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.1518310404644581E-006, 2.1518310404644581E-006
charnock_1955,12, 2.0000000298023224E-001, 1.0000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 8.0000000000000000E+000, 2.9999999242136255E-005, 2.0000000000000000E+000, 5.2827188483206555E-005, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,12, 2.0000000298023224E-001, 1.0000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 8.0000000000000000E+000, 2.9999999242136255E-005, 2.0000000000000000E+000, 5.1794562750728801E-005, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,12, 2.0000000298023224E-001, 1.0000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 8.0000000000000000E+000, 2.9999999242136255E-005, 2.0000000000000000E+000, 2.9452599846990779E-005, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,12, 2.0000000298023224E-001, 1.0000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 8.0000000000000000E+000, 2.9999999242136255E-005, 2.0000000000000000E+000, 4.1059785871766508E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,12, 2.0000000298023224E-001, 1.0000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 8.0000000000000000E+000, 2.9999999242136255E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.5794601495144889E-005, 1.5794601495144889E-005
fairall_etal_2014,12, 2.0000000298023224E-001, 1.0000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 8.0000000000000000E+000, 2.9999999242136255E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2977863661944866E-005, 1.2977863661944866E-005
garratt_1992,12, 2.0000000298023224E-001, 1.0000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 8.0000000000000000E+000, 2.9999999242136255E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4224301543872571E-006, 4.7908588385325857E-006
garratt_1992,12, 2.0000000298023224E-001, 1.0000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 8.0000000000000000E+000, 2.9999999242136255E-005, 1.5000000000000000E+000, 0.0000000000000000E+000, 4.0600584725325461E-006, 4.0600584725325461E-006
garratt_1992,12, 2.0000000298023224E-001, 1.0000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 8.0000000000000000E+000, 2.9999999242136255E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 4.0600584725325461E-006, 4.0600584725325461E-006
charnock_1955,13, 2.5000000000000000E-001, 1.0100000381469727E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.2000000000000000E+001, 5.2700001106131822E-005, 2.0000000000000000E+000, 7.6681542850565165E-005, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,13, 2.5000000000000000E-001, 1.0100000381469727E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.2000000000000000E+001, 5.2700001106131822E-005, 2.0000000000000000E+000, 7.4606454290915281E-005, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,13, 2.5000000000000000E-001, 1.0100000381469727E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.2000000000000000E+001, 5.2700001106131822E-005, 2.0000000000000000E+000, 3.6348264984553680E-005, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,13, 2.5000000000000000E-001, 1.0100000381469727E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.2000000000000000E+001, 5.2700001106131822E-005, 2.0000000000000000E+000, 4.1885115206241608E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,13, 2.5000000000000000E-001, 1.0100000381469727E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.2000000000000000E+001, 5.2700001106131822E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2383799003146123E-005, 1.2383799003146123E-005
fairall_etal_2014,13, 2.5000000000000000E-001, 1.0100000381469727E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.2000000000000000E+001, 5.2700001106131822E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.6920912255882286E-006, 9.6920912255882286E-006
garratt_1992,13, 2.5000000000000000E-001, 1.0100000381469727E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.2000000000000000E+001, 5.2700001106131822E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.8528573895746376E-006, 5.5904347391333431E-006
garratt_1992,13, 2.5000000000000000E-001, 1.0100000381469727E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.2000000000000000E+001, 5.2700001106131822E-005, 1.5000000000000000E+000, 0.0000000000000000E+000, 7.1321701398119330E-006, 7.1321701398119330E-006
garratt_1992,13, 2.5000000000000000E-001, 1.0100000381469727E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.2000000000000000E+001, 5.2700001106131822E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 7.1321701398119330E-006, 7.1321701398119330E-006
charnock_1955,14, 3.0000001192092896E-001, 1.2000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-005, 2.0000000000000000E+000, 1.2272418825887144E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,14, 3.0000001192092896E-001, 1.2000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-005, 2.0000000000000000E+000, 1.4787497639190406E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,14, 3.0000001192092896E-001, 1.2000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-005, 2.0000000000000000E+000, 4.5296801545191556E-005, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,14, 3.0000001192092896E-001, 1.2000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-005, 2.0000000000000000E+000, 5.9126154519617558E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,14, 3.0000001192092896E-001, 1.2000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.1147476268815808E-006, 9.1147476268815808E-006
fairall_etal_2014,14, 3.0000001192092896E-001, 1.2000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.7094415499013849E-006, 6.7094415499013849E-006
garratt_1992,14, 3.0000001192092896E-001, 1.2000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.8985645005595870E-006, 5.9509884522412904E-006
garratt_1992,14, 3.0000001192092896E-001, 1.2000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-005, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.3533528544940054E-005, 1.3533528544940054E-005
garratt_1992,14, 3.0000001192092896E-001, 1.2000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.3533528544940054E-005, 1.3533528544940054E-005
charnock_1955,15, 4.0000000596046448E-001, 1.4000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 3.5000000000000000E+001, 1.9999999494757503E-004, 2.0000000000000000E+000, 2.4006835883483291E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,15, 4.0000000596046448E-001, 1.4000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 3.5000000000000000E+001, 1.9999999494757503E-004, 2.0000000000000000E+000, 3.1020090682432055E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,15, 4.0000000596046448E-001, 1.4000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 3.5000000000000000E+001, 1.9999999494757503E-004, 2.0000000000000000E+000, 7.1368347562383860E-005, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,15, 4.0000000596046448E-001, 1.4000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 3.5000000000000000E+001, 1.9999999494757503E-004, 2.0000000000000000E+000, 8.0477225128561258E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,15, 4.0000000596046448E-001, 1.4000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 3.5000000000000000E+001, 1.9999999494757503E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.5151111812156159E-006, 6.5151111812156159E-006
fairall_etal_2014,15, 4.0000000596046448E-001, 1.4000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 3.5000000000000000E+001, 1.9999999494757503E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 4.4843445721198805E-006, 4.4843445721198805E-006
garratt_1992,15, 4.0000000596046448E-001, 1.4000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 3.5000000000000000E+001, 1.9999999494757503E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.5473995012580417E-006, 5.7700167417351622E-006
garratt_1992,15, 4.0000000596046448E-001, 1.4000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 3.5000000000000000E+001, 1.9999999494757503E-004, 1.5000000000000000E+000, 0.0000000000000000E+000, 2.7067057089880109E-005, 2.7067057089880109E-005
garratt_1992,15, 4.0000000596046448E-001, 1.4000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 3.5000000000000000E+001, 1.9999999494757503E-004, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.7067057089880109E-005, 2.7067057089880109E-005
charnock_1955,16, 5.0000000000000000E-001, 1.6000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 5.0000000000000000E+001, 5.0000002374872565E-004, 2.0000000000000000E+000, 4.1152627090923488E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,16, 5.0000000000000000E-001, 1.6000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 5.0000000000000000E+001, 5.0000002374872565E-004, 2.0000000000000000E+000, 5.5791309569031000E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,16, 5.0000000000000000E-001, 1.6000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 5.0000000000000000E+001, 5.0000002374872565E-004, 2.0000000000000000E+000, 1.1300633195787668E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,16, 5.0000000000000000E-001, 1.6000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 5.0000000000000000E+001, 5.0000002374872565E-004, 2.0000000000000000E+000, 1.0511308209970593E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,16, 5.0000000000000000E-001, 1.6000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 5.0000000000000000E+001, 5.0000002374872565E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.2599384616769385E-006, 5.2599384616769385E-006
fairall_etal_2014,16, 5.0000000000000000E-001, 1.6000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 5.0000000000000000E+001, 5.0000002374872565E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4687225252127973E-006, 3.4687225252127973E-006
garratt_1992,16, 5.0000000000000000E-001, 1.6000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 5.0000000000000000E+001, 5.0000002374872565E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.0526919039839413E-006, 8.5999035945860669E-006
garratt_1992,16, 5.0000000000000000E-001, 1.6000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 5.0000000000000000E+001, 5.0000002374872565E-004, 1.5000000000000000E+000, 0.0000000000000000E+000, 6.7667650000657886E-005, 6.7667650000657886E-005
garratt_1992,16, 5.0000000000000000E-001, 1.6000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 5.0000000000000000E+001, 5.0000002374872565E-004, 1.0000000000000000E+000, 0.0000000000000000E+000, 6.7667650000657886E-005, 6.7667650000657886E-005
charnock_1955,17, 6.0000002384185791E-001, 1.7899999618530273E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 8.0000000000000000E+001, 1.0000000474974513E-003, 2.0000000000000000E+000, 6.4035237301141024E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,17, 6.0000002384185791E-001, 1.7899999618530273E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 8.0000000000000000E+001, 1.0000000474974513E-003, 2.0000000000000000E+000, 8.9778756955638528E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,17, 6.0000002384185791E-001, 1.7899999618530273E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 8.0000000000000000E+001, 1.0000000474974513E-003, 2.0000000000000000E+000, 1.7637852579355240E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,17, 6.0000002384185791E-001, 1.7899999618530273E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 8.0000000000000000E+001, 1.0000000474974513E-003, 2.0000000000000000E+000, 1.3155969791114330E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,17, 6.0000002384185791E-001, 1.7899999618530273E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 8.0000000000000000E+001, 1.0000000474974513E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.9674241634202190E-006, 3.9674241634202190E-006
fairall_etal_2014,17, 6.0000002384185791E-001, 1.7899999618530273E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 8.0000000000000000E+001, 1.0000000474974513E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.4728806238272227E-006, 2.4728806238272227E-006
garratt_1992,17, 6.0000002384185791E-001, 1.7899999618530273E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 8.0000000000000000E+001, 1.0000000474974513E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 4.4407579480321147E-006, 8.0765512393554673E-006
garratt_1992,17, 6.0000002384185791E-001, 1.7899999618530273E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 8.0000000000000000E+001, 1.0000000474974513E-003, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.3533530000131577E-004, 1.3533530000131577E-004
garratt_1992,17, 6.0000002384185791E-001, 1.7899999618530273E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 8.0000000000000000E+001, 1.0000000474974513E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.3533530000131577E-004, 1.3533530000131577E-004
charnock_1955,18, 6.9999998807907104E-001, 1.8000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.2000000000000000E+002, 2.8500000480562449E-003, 2.0000000000000000E+000, 8.5668679093942046E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,18, 6.9999998807907104E-001, 1.8000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.2000000000000000E+002, 2.8500000480562449E-003, 2.0000000000000000E+000, 1.1941780103370547E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,18, 6.9999998807907104E-001, 1.8000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.2000000000000000E+002, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.6746734511107206E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,18, 6.9999998807907104E-001, 1.8000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.2000000000000000E+002, 2.8500000480562449E-003, 2.0000000000000000E+000, 1.3303370214998722E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,18, 6.9999998807907104E-001, 1.8000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.2000000000000000E+002, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.1106696951610502E-006, 3.1106696951610502E-006
fairall_etal_2014,18, 6.9999998807907104E-001, 1.8000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.2000000000000000E+002, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.8467898144081119E-006, 1.8467898144081119E-006
garratt_1992,18, 6.9999998807907104E-001, 1.8000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.2000000000000000E+002, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.7367446970602032E-006, 1.1121076568088029E-005
garratt_1992,18, 6.9999998807907104E-001, 1.8000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.2000000000000000E+002, 2.8500000480562449E-003, 1.5000000000000000E+000, 0.0000000000000000E+000, 3.8570558535866439E-004, 3.8570558535866439E-004
garratt_1992,18, 6.9999998807907104E-001, 1.8000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.2000000000000000E+002, 2.8500000480562449E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 3.8570558535866439E-004, 3.8570558535866439E-004
charnock_1955,19, 8.0000001192092896E-001, 1.8100000381469727E+001, 1.4999999621068127E-005, 8.0000000000000000E+000, 2.0000000000000000E+002, 1.2700000695531344E-007, 2.0000000000000000E+000, 1.1763743823394179E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,19, 8.0000001192092896E-001, 1.8100000381469727E+001, 1.4999999621068127E-005, 8.0000000000000000E+000, 2.0000000000000000E+002, 1.2700000695531344E-007, 2.0000000000000000E+000, 1.7229625955224037E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,19, 8.0000001192092896E-001, 1.8100000381469727E+001, 1.4999999621068127E-005, 8.0000000000000000E+000, 2.0000000000000000E+002, 1.2700000695531344E-007, 2.0000000000000000E+000, 3.9164122426882386E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,19, 8.0000001192092896E-001, 1.8100000381469727E+001, 1.4999999621068127E-005, 8.0000000000000000E+000, 2.0000000000000000E+002, 1.2700000695531344E-007, 2.0000000000000000E+000, 1.3451592531055212E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,19, 8.0000001192092896E-001, 1.8100000381469727E+001, 1.4999999621068127E-005, 8.0000000000000000E+000, 2.0000000000000000E+002, 1.2700000695531344E-007, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.2895210349815898E-006, 2.2895210349815898E-006
fairall_etal_2014,19, 8.0000001192092896E-001, 1.8100000381469727E+001, 1.4999999621068127E-005, 8.0000000000000000E+000, 2.0000000000000000E+002, 1.2700000695531344E-007, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2784576028934680E-006, 1.2784576028934680E-006
garratt_1992,19, 8.0000001192092896E-001, 1.8100000381469727E+001, 1.4999999621068127E-005, 8.0000000000000000E+000, 2.0000000000000000E+002, 1.2700000695531344E-007, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,19, 8.0000001192092896E-001, 1.8100000381469727E+001, 1.4999999621068127E-005, 8.0000000000000000E+000, 2.0000000000000000E+002, 1.2700000695531344E-007, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.7187582912470134E-008, 1.7187582912470134E-008
garratt_1992,19, 8.0000001192092896E-001, 1.8100000381469727E+001, 1.4999999621068127E-005, 8.0000000000000000E+000, 2.0000000000000000E+002, 1.2700000695531344E-007, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.7187582912470134E-008, 1.7187582912470134E-008
charnock_1955,20, 8.9999997615814209E-001, 1.9000000000000000E+001, 1.2000000424450263E-005, 5.0000000000000000E+000, 3.0000000000000000E+002, 1.5899999198154546E-005, 2.0000000000000000E+000, 1.4877050416544080E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,20, 8.9999997615814209E-001, 1.9000000000000000E+001, 1.2000000424450263E-005, 5.0000000000000000E+000, 3.0000000000000000E+002, 1.5899999198154546E-005, 2.0000000000000000E+000, 2.2555948235094547E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,20, 8.9999997615814209E-001, 1.9000000000000000E+001, 1.2000000424450263E-005, 5.0000000000000000E+000, 3.0000000000000000E+002, 1.5899999198154546E-005, 2.0000000000000000E+000, 5.5350328329950571E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,20, 8.9999997615814209E-001, 1.9000000000000000E+001, 1.2000000424450263E-005, 5.0000000000000000E+000, 3.0000000000000000E+002, 1.5899999198154546E-005, 2.0000000000000000E+000, 1.4822580851614475E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,20, 8.9999997615814209E-001, 1.9000000000000000E+001, 1.2000000424450263E-005, 5.0000000000000000E+000, 3.0000000000000000E+002, 1.5899999198154546E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.7951050494957599E-006, 1.7951050494957599E-006
fairall_etal_2014,20, 8.9999997615814209E-001, 1.9000000000000000E+001, 1.2000000424450263E-005, 5.0000000000000000E+000, 3.0000000000000000E+002, 1.5899999198154546E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.5477412287436891E-007, 9.5477412287436891E-007
garratt_1992,20, 8.9999997615814209E-001, 1.9000000000000000E+001, 1.2000000424450263E-005, 5.0000000000000000E+000, 3.0000000000000000E+002, 1.5899999198154546E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.8683651837345678E-009, 8.8923410856978080E-009
garratt_1992,20, 8.9999997615814209E-001, 1.9000000000000000E+001, 1.2000000424450263E-005, 5.0000000000000000E+000, 3.0000000000000000E+002, 1.5899999198154546E-005, 1.5000000000000000E+000, 0.0000000000000000E+000, 2.1518310404644581E-006, 2.1518310404644581E-006
garratt_1992,20, 8.9999997615814209E-001, 1.9000000000000000E+001, 1.2000000424450263E-005, 5.0000000000000000E+000, 3.0000000000000000E+002, 1.5899999198154546E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.1518310404644581E-006, 2.1518310404644581E-006
charnock_1955,21, 1.0000000000000000E+000, 1.9100000381469727E+001, 1.2499999684223440E-005, 4.0000000000000000E+000, 4.0700000000000000E+002, 2.9999999242136255E-005, 2.0000000000000000E+000, 1.8362372647970915E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,21, 1.0000000000000000E+000, 1.9100000381469727E+001, 1.2499999684223440E-005, 4.0000000000000000E+000, 4.0700000000000000E+002, 2.9999999242136255E-005, 2.0000000000000000E+000, 2.7842496056109667E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,21, 1.0000000000000000E+000, 1.9100000381469727E+001, 1.2499999684223440E-005, 4.0000000000000000E+000, 4.0700000000000000E+002, 2.9999999242136255E-005, 2.0000000000000000E+000, 7.5687514618039131E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,21, 1.0000000000000000E+000, 1.9100000381469727E+001, 1.2499999684223440E-005, 4.0000000000000000E+000, 4.0700000000000000E+002, 2.9999999242136255E-005, 2.0000000000000000E+000, 1.4979030238464475E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,21, 1.0000000000000000E+000, 1.9100000381469727E+001, 1.2499999684223440E-005, 4.0000000000000000E+000, 4.0700000000000000E+002, 2.9999999242136255E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.4948788020774373E-006, 1.4948788020774373E-006
fairall_etal_2014,21, 1.0000000000000000E+000, 1.9100000381469727E+001, 1.2499999684223440E-005, 4.0000000000000000E+000, 4.0700000000000000E+002, 2.9999999242136255E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 7.6651377867165138E-007, 7.6651377867165138E-007
garratt_1992,21, 1.0000000000000000E+000, 1.9100000381469727E+001, 1.2499999684223440E-005, 4.0000000000000000E+000, 4.0700000000000000E+002, 2.9999999242136255E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.2215052847561765E-009, 7.9102804306785401E-009
garratt_1992,21, 1.0000000000000000E+000, 1.9100000381469727E+001, 1.2499999684223440E-005, 4.0000000000000000E+000, 4.0700000000000000E+002, 2.9999999242136255E-005, 1.5000000000000000E+000, 0.0000000000000000E+000, 4.0600584725325461E-006, 4.0600584725325461E-006
garratt_1992,21, 1.0000000000000000E+000, 1.9100000381469727E+001, 1.2499999684223440E-005, 4.0000000000000000E+000, 4.0700000000000000E+002, 2.9999999242136255E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 4.0600584725325461E-006, 4.0600584725325461E-006
charnock_1955,22, 1.0499999523162842E+000, 2.0000000000000000E+001, 1.2999999853491317E-005, 3.0000000000000000E+000, 6.0000000000000000E+002, 5.2700001106131822E-005, 2.0000000000000000E+000, 2.0242971368134022E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,22, 1.0499999523162842E+000, 2.0000000000000000E+001, 1.2999999853491317E-005, 3.0000000000000000E+000, 6.0000000000000000E+002, 5.2700001106131822E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,22, 1.0499999523162842E+000, 2.0000000000000000E+001, 1.2999999853491317E-005, 3.0000000000000000E+000, 6.0000000000000000E+002, 5.2700001106131822E-005, 2.0000000000000000E+000, 8.7511917809024453E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,22, 1.0499999523162842E+000, 2.0000000000000000E+001, 1.2999999853491317E-005, 3.0000000000000000E+000, 6.0000000000000000E+002, 5.2700001106131822E-005, 2.0000000000000000E+000, 1.6423914348706603E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,22, 1.0499999523162842E+000, 2.0000000000000000E+001, 1.2999999853491317E-005, 3.0000000000000000E+000, 6.0000000000000000E+002, 5.2700001106131822E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.1843276297440752E-006, 1.1843276297440752E-006
fairall_etal_2014,22, 1.0499999523162842E+000, 2.0000000000000000E+001, 1.2999999853491317E-005, 3.0000000000000000E+000, 6.0000000000000000E+002, 5.2700001106131822E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.7964092547990731E-007, 5.7964092547990731E-007
garratt_1992,22, 1.0499999523162842E+000, 2.0000000000000000E+001, 1.2999999853491317E-005, 3.0000000000000000E+000, 6.0000000000000000E+002, 5.2700001106131822E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 4.8945456576632296E-009
garratt_1992,22, 1.0499999523162842E+000, 2.0000000000000000E+001, 1.2999999853491317E-005, 3.0000000000000000E+000, 6.0000000000000000E+002, 5.2700001106131822E-005, 1.5000000000000000E+000, 0.0000000000000000E+000, 7.1321701398119330E-006, 7.1321701398119330E-006
