case,itimestep,isfflx,dx,xland,snowh,u1,v1,t1,qv1,p1,rho1,dz1,u2,v2,dz2,psfc,tsk,pblh,mavail,hfx_input,qfx_input,znt_input,qsfc_input,ust_input,mol_input,ustm_input,regime,zol,rmol,ust,ustm,mol,psim,psih,chs,chs2,cqs2,ch,flhc,flqc,qgh,qsfc,hfx,qfx,lh,u10,v10,th2,t2,q2,gz1oz0,wspd,br,ck,cka,cd,cda,wstar,qstar,cpm,znt
thin_land_log10_wind,2,1, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000000000000E+000, 5.0000000000000000E-001, 2.9600000000000000E+002, 7.4999998323619366E-003, 9.9850000000000000E+004, 1.1700706481933594E+000, 3.0000000000000000E+000, 2.5999999046325684E+000, 6.9999998807907104E-001, 4.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.6000000000000000E+002, 5.0000000000000000E-001,-2.3103199005126953E+001,-2.0768536630050294E-012, 1.9999999552965164E-002, 7.4441679753363132E-003, 6.7170150578022003E-002, 2.9212528467178345E-001, 6.7170150578022003E-002, 2.0000000000000000E+000, 3.2158127427101135E-001, 2.1438752114772797E-001, 1.0080614686012268E-001, 1.0080614686012268E-001, 2.9126277565956116E-001,-1.8031845092773438E+000,-2.4235982894897461E+000, 5.7009505107998848E-003, 5.0516040064394474E-003, 5.0533167086541653E-003, 5.7009505107998848E-003, 6.7427449226379395E+000, 3.3369541633874178E-003, 1.7826853320002556E-002, 7.4441679753363132E-003,-3.4569942474365234E+001,-3.1077807428198101E-012,-7.7694521678495221E-006, 2.8788073062896729E+000, 7.1970182657241821E-001, 2.9783596801757812E+002, 2.9783596801757812E+002, 7.4999998323619366E-003, 4.3307332992553711E+000, 2.0616426467895508E+000, 6.0211606323719025E-002, 6.9195340620353818E-004, 3.6898029502481222E-003, 6.8767601624131203E-004, 4.2524975724518299E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0108283081054688E+003, 1.9999999552965164E-002
midres_water,2,1, 5.0010000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 3.0000000000000000E+000, 2.9200000000000000E+002, 8.5000004619359970E-003, 9.9000000000000000E+004, 1.1753014326095581E+000, 1.8000000000000000E+001, 1.1000000000000000E+001, 3.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 4.2000000000000000E+002, 1.0000000000000000E+000,-2.0265693664550781E+001, 1.5098200492502656E-005, 3.2854502933332697E-005, 1.1265649460256100E-002, 1.4113904535770416E-001, 1.0569178313016891E-001, 1.4113874733448029E-001, 2.0000000000000000E+000, 1.5928548574447632E-001, 1.7698386684060097E-002, 2.1205979585647583E-001, 2.1205934882164001E-001, 1.0574346035718918E-001,-9.2280787229537964E-001,-1.3045746088027954E+000, 6.6726682707667351E-003, 8.3125475794076920E-003, 8.3125205710530281E-003, 6.6726687364280224E-003, 7.9339351654052734E+000, 7.8423926606774330E-003, 1.3969942927360535E-002, 1.1265649460256100E-002,-3.0463861465454102E+001, 2.2695965526509099E-005, 5.6739913940429688E+001, 9.0759382247924805E+000, 3.0253129005432129E+000, 2.9208221435546875E+002, 2.9208221435546875E+002, 8.9250002056360245E-003, 1.2487092971801758E+001, 9.4868526458740234E+000, 1.1257698759436607E-002, 9.0758060105144978E-004, 9.3858886975795031E-004, 8.6332316277548671E-004, 8.8975176913663745E-004, 0.0000000000000000E+000,-8.9278101921081543E-002, 1.0116721801757812E+003, 3.3975702535826713E-005
coarse_water,2,1, 5.0010000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.1000000000000000E+001, 2.0000000000000000E+000, 2.9900000000000000E+002, 1.3000000268220901E-002, 9.8500000000000000E+004, 1.1389527320861816E+000, 6.0000000000000000E+001, 1.3000000000000000E+001, 2.4000000953674316E+000, 9.0000000000000000E+001, 1.0000000000000000E+005, 3.0400000000000000E+002, 1.2000000000000000E+003, 1.0000000000000000E+000, 2.8011436462402344E+001, 1.1915333016077057E-004, 3.4264685382368043E-005, 2.8190687298774719E-002, 1.7896696925163269E-001,-2.4009819328784943E-001, 1.7582687735557556E-001, 4.0000000000000000E+000,-6.9959843158721924E-001,-2.3319948464632034E-002, 2.7078792452812195E-001, 2.6762413978576660E-001,-2.3465228080749512E-001, 9.3820101022720337E-001, 1.6227370500564575E+000, 9.6636982634663582E-003, 1.1024042963981628E-002, 1.1024023406207561E-002, 9.6636991947889328E-003, 1.1176757812500000E+001, 1.1006494984030724E-002, 2.1766735240817070E-002, 2.8190687298774719E-002, 4.1421676635742188E+001, 1.7619700520299375E-004, 4.4049252319335938E+002, 1.0409523010253906E+001, 1.8926404714584351E+000, 3.0075125122070312E+002, 3.0075125122070312E+002, 1.3650000095367432E-002, 1.3380798339843750E+001, 1.1279490470886230E+001,-5.0649531185626984E-002, 1.2576379813253880E-003, 1.1472629848867655E-003, 1.1540420819073915E-003, 1.0334699181839824E-003, 1.4921548366546631E+000,-5.4806888103485107E-001, 1.0154691772460938E+003, 4.6335604565683752E-005
strong_stable_land,1,0, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1650869846343994E+000, 4.0000000000000000E+001, 8.0000000000000000E+000, 1.3999999761581421E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8000000000000000E+002, 2.5000000000000000E+002, 4.4999998807907104E-001,-2.5000000000000000E+001,-9.9999999747524271E-007, 1.0000000149011612E-001, 5.9642144478857517E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 6.3334841728210449E+000, 3.1667420268058777E-001, 5.8983422815799713E-002, 5.8983422815799713E-002, 3.3176463842391968E-001,-1.5339627265930176E+001,-1.3586287498474121E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6893278807401657E-002, 5.9642144478857517E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5953364372253418E+000, 7.6588940620422363E-001, 2.8604736328125000E+002, 2.8604736328125000E+002, 5.9999995864927769E-003, 5.3033046722412109E+000, 6.0827932357788086E+000, 2.8508919477462769E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0095627441406250E+003, 1.0000000149011612E-001
clipped_stable_land,1,0, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000476837158E+000, 4.0000000596046448E-001, 2.9500000000000000E+002, 4.9999998882412910E-003, 9.9200000000000000E+004, 1.1681410074234009E+000, 4.0000000000000000E+001, 2.0000000000000000E+000, 6.9999998807907104E-001, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.7800000000000000E+002, 1.8000000000000000E+002, 4.0000000596046448E-001,-1.5000000000000000E+001,-8.0000000934887794E-007, 1.0000000149011612E-001, 4.9751242622733116E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 2.0000000000000000E+001, 1.0000000000000000E+000, 9.3354498967528343E-003, 9.3354498967528343E-003, 2.8807267546653748E-001,-2.1944866180419922E+001,-1.9029552459716797E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6858296468853951E-002, 4.9751242622733116E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8495334386825562E-001, 3.2831779122352600E-001, 2.8593560791015625E+002, 2.8593560791015625E+002, 4.9999998882412910E-003, 5.3033046722412109E+000, 1.2650575637817383E+000, 2.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0087188720703125E+003, 1.0000000149011612E-001
damped_stable_land,1,0, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 7.0000002160668373E-003, 9.9500000000000000E+004, 1.1782591342926025E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 4.0000000000000000E+002, 5.5000001192092896E-001,-1.0000000000000000E+001,-4.9999999873762135E-007, 1.0000000149011612E-001, 6.9513409398496151E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 4.2562672495841980E-001, 2.1281335502862930E-002, 1.3323543965816498E-001, 1.3323543965816498E-001, 1.1261323839426041E-001,-2.3537716865539551E+000,-3.0408415794372559E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4812489040195942E-002, 6.9513409398496151E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8085150718688965E+000, 7.6170301437377930E-001, 2.9203588867187500E+002, 2.9203588867187500E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990557670593262E+000, 6.2497429549694061E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
neutral_land,1,0, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 4.0000000000000000E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 8.0000003799796104E-003, 1.0000000000000000E+005, 1.1754503250122070E+000, 4.0000000000000000E+001, 5.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 6.0000000000000000E+002, 5.5000001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 7.9365083947777748E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 3.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5090107917785645E-001, 1.5090107917785645E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6719803214073181E-002, 7.9365083947777748E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4809393882751465E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 2.9500000000000000E+002, 8.0000003799796104E-003, 5.3033046722412109E+000, 4.0000462532043457E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0112501831054688E+003, 1.0000000149011612E-001
free_convective_land,1,0, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9900000000000000E+002, 1.2000000104308128E-002, 9.8500000000000000E+004, 1.1396236419677734E+000, 4.4000000000000000E+001, 4.0000000000000000E+000, 1.3999999761581421E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 3.0900000000000000E+002, 1.5000000000000000E+003, 7.5000000000000000E-001, 2.4000000000000000E+002, 1.4000000373926014E-004, 1.1999999731779099E-001, 1.1857707984745502E-002, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-1.4268807172775269E+000,-6.4858213067054749E-002, 2.2752159833908081E-001, 2.2752159833908081E-001,-1.0277646780014038E+000, 1.2852665185928345E+000, 2.0916388034820557E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1766735240817070E-002, 1.1857707984745502E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7133610248565674E+000, 9.0445369482040405E-001, 3.0249005126953125E+002, 3.0249005126953125E+002, 1.2000000104308128E-002, 5.2167458534240723E+000, 4.4714994430541992E+000,-3.1519690155982971E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1613187789916992E+000, 0.0000000000000000E+000, 1.0146253662109375E+003, 1.1999999731779099E-001
land_qsfc_unset,1,0, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 2.0000000000000000E+000, 2.9700000000000000E+002, 8.9999996125698090E-003, 9.9000000000000000E+004, 1.1551717519760132E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 2.5999999046325684E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 3.0200000000000000E+002, 9.0000000000000000E+002, 5.0000000000000000E-001, 1.5000000000000000E+002, 7.9999997979030013E-005, 1.0000000149011612E-001, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-6.6137570142745972E-001,-3.3068783581256866E-002, 2.6589515805244446E-001, 2.6589515805244446E-001,-7.0968264341354370E-001, 9.0179973840713501E-001, 1.5683481693267822E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9138988107442856E-002, 2.5077208876609802E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5406537055969238E+000, 1.8162614107131958E+000, 2.9896099853515625E+002, 2.9896099853515625E+002, 9.4499988481402397E-003, 5.3033046722412109E+000, 5.8505935668945312E+000,-1.3734437525272369E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2867164611816406E+000,-1.6066552400588989E+000, 1.0120940551757812E+003, 1.0000000149011612E-001
thin_land_level2_wind,1,0, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.5000000000000000E+000, 8.0000001192092896E-001, 2.9400000000000000E+002, 6.5000001341104507E-003, 9.9800000000000000E+004, 1.1781440973281860E+000, 6.0000000000000000E+000, 3.2000000476837158E+000, 1.0000000000000000E+000, 1.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 3.0000000000000000E+002, 5.0000000000000000E-001,-1.8000000000000000E+001,-6.9999998686398612E-007, 5.0000000745058060E-002, 6.4580230973660946E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 3.0956143140792847E-001, 1.0318714380264282E-001, 8.9803270995616913E-002, 8.9803270995616913E-002, 2.4813126027584076E-001,-1.7383878231048584E+000,-2.3472304344177246E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5732189640402794E-002, 6.4580230973660946E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2000000476837158E+000, 1.0000000000000000E+000, 2.9348861694335938E+002, 2.9348861694335938E+002, 6.5000001341104507E-003, 4.1108736991882324E+000, 2.6249516010284424E+000, 6.0758352279663086E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0099846191406250E+003, 5.0000000745058060E-002
thin_land_log10_wind,1,0, 5.0010000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000000000000E+000, 5.0000000000000000E-001, 2.9600000000000000E+002, 7.4999998323619366E-003, 9.9850000000000000E+004, 1.1700706481933594E+000, 3.0000000000000000E+000, 2.5999999046325684E+000, 6.9999998807907104E-001, 4.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.6000000000000000E+002, 5.0000000000000000E-001,-1.4000000000000000E+001,-6.0000002122251317E-007, 1.9999999552965164E-002, 7.4441679753363132E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 3.2331418991088867E-001, 2.1554279327392578E-001, 6.7170150578022003E-002, 6.7170150578022003E-002, 2.9212528467178345E-001,-1.8124074935913086E+000,-2.4336380958557129E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7826853320002556E-002, 7.4441679753363132E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8788073062896729E+000, 7.1970182657241821E-001, 2.9783596801757812E+002, 2.9783596801757812E+002, 7.4999998323619366E-003, 4.3307332992553711E+000, 2.0616426467895508E+000, 6.0211606323719025E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0108283081054688E+003, 1.9999999552965164E-002
midres_water,1,0, 5.0010000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 3.0000000000000000E+000, 2.9200000000000000E+002, 8.5000004619359970E-003, 9.9000000000000000E+004, 1.1753014326095581E+000, 1.8000000000000000E+001, 1.1000000000000000E+001, 3.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 4.2000000000000000E+002, 1.0000000000000000E+000,-1.0000000000000000E+001, 1.9999999494757503E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 1.6010567545890808E-001, 1.7789520323276520E-002, 1.4113904535770416E-001, 1.4113874733448029E-001, 1.0569178313016891E-001,-9.2738533020019531E-001,-1.3107911348342896E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3969942927360535E-002, 1.1265649460256100E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.0757350921630859E+000, 3.0252449512481689E+000, 2.9208117675781250E+002, 2.9208117675781250E+002, 8.9250002056360245E-003, 1.2520649909973145E+001, 9.4868526458740234E+000, 1.1257698759436607E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,-8.9234463870525360E-002, 1.0116721801757812E+003, 3.2854502933332697E-005
coarse_water,1,0, 5.0010000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.1000000000000000E+001, 2.0000000000000000E+000, 2.9900000000000000E+002, 1.3000000268220901E-002, 9.8500000000000000E+004, 1.1389527320861816E+000, 6.0000000000000000E+001, 1.3000000000000000E+001, 2.4000000953674316E+000, 9.0000000000000000E+001, 1.0000000000000000E+005, 3.0400000000000000E+002, 1.2000000000000000E+003, 1.0000000000000000E+000, 1.3000000000000000E+002, 9.0000001364387572E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-7.3505574464797974E-001,-2.4501858279109001E-002, 1.7896696925163269E-001, 1.7582687735557556E-001,-2.4009819328784943E-001, 9.6153622865676880E-001, 1.6573106050491333E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1766735240817070E-002, 2.8190687298774719E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0428843498229980E+001, 1.8961534500122070E+000, 3.0075442504882812E+002, 3.0075442504882812E+002, 1.3650000095367432E-002, 1.3682594299316406E+001, 1.1380065917968750E+001,-4.9758218228816986E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1226236820220947E+000,-5.6078869104385376E-001, 1.0154691772460938E+003, 3.4264685382368043E-005
strong_stable_land,1,1, 1.2000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1650869846343994E+000, 4.0000000000000000E+001, 8.0000000000000000E+000, 1.3999999761581421E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8000000000000000E+002, 2.5000000000000000E+002, 4.4999998807907104E-001,-2.5000000000000000E+001,-9.9999999747524271E-007, 1.0000000149011612E-001, 5.9642144478857517E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 6.3014492988586426E+000, 3.1507247686386108E-001, 5.9170305728912354E-002, 5.9170305728912354E-002, 3.3218377828598022E-001,-1.5309797286987305E+001,-1.3562088012695312E+001, 1.2357347877696157E-003, 3.2405841629952192E-003, 3.2459066715091467E-003, 1.2357347877696157E-003, 1.4535063505172729E+000, 6.4792443299666047E-004, 1.6893278807401657E-002, 5.9642144478857517E-003,-2.3035644531250000E+001,-3.0171332554736197E-013,-7.5428329182614107E-007, 4.5934967994689941E+000, 7.6558279991149902E-001, 2.8604345703125000E+002, 2.8604345703125000E+002, 5.9999995864927769E-003, 5.3033046722412109E+000, 6.0932641029357910E+000, 2.8411021828651428E-001, 6.7279732320457697E-004, 4.0529042598791420E-004, 6.4246426336467266E-004, 3.7655921187251806E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0095627441406250E+003, 1.0000000149011612E-001
clipped_stable_land,1,1, 1.2000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000476837158E+000, 4.0000000596046448E-001, 2.9500000000000000E+002, 4.9999998882412910E-003, 9.9200000000000000E+004, 1.1681410074234009E+000, 4.0000000000000000E+001, 2.0000000000000000E+000, 6.9999998807907104E-001, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.7800000000000000E+002, 1.8000000000000000E+002, 4.0000000596046448E-001,-1.5000000000000000E+001,-8.0000000934887794E-007, 1.0000000149011612E-001, 4.9751242622733116E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 2.0000000000000000E+001, 1.0000000000000000E+000, 9.6982214599847794E-003, 9.6982214599847794E-003, 2.8807267546653748E-001,-2.1944866180419922E+001,-1.9029552459716797E+001, 1.5756310313008726E-004, 3.5099498927593231E-004, 3.5137572558596730E-004, 1.5756310313008726E-004, 1.8566069006919861E-001, 7.3626084486022592E-005, 1.6858296468853951E-002, 4.9751242622733116E-003,-3.2820661067962646E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8495334386825562E-001, 3.2831779122352600E-001, 2.8593560791015625E+002, 2.8593560791015625E+002, 4.9999998882412910E-003, 5.3033046722412109E+000, 1.3144819736480713E+000, 2.0000000000000000E+000, 3.5460022627376020E-004, 2.3851024161558598E-004, 3.1987219699658453E-004, 2.1549900702666491E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0087188720703125E+003, 1.0000000149011612E-001
damped_stable_land,1,1, 1.2000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 7.0000002160668373E-003, 9.9500000000000000E+004, 1.1782591342926025E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 4.0000000000000000E+002, 5.5000001192092896E-001,-1.0000000000000000E+001,-4.9999999873762135E-007, 1.0000000149011612E-001, 6.9513409398496151E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 4.2263287305831909E-001, 2.1131644025444984E-002, 1.3383460044860840E-001, 1.3383460044860840E-001, 1.1283418536186218E-001,-2.3381462097167969E+000,-3.0239377021789551E+000, 6.2140808440744877E-003, 1.4498348347842693E-002, 1.4545525424182415E-002, 6.2140808440744877E-003, 7.3979911804199219E+000, 4.0275710634887218E-003, 1.4812489040195942E-002, 6.9513409398496151E-003,-1.7902561187744141E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8109447956085205E+000, 7.6218891143798828E-001, 2.9203720092773438E+002, 2.9203720092773438E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.1115422248840332E+000, 6.2192462384700775E-002, 4.1727037169039249E-003, 2.4308345746248960E-003, 4.7167525626718998E-003, 2.7401121333241463E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
neutral_land,1,1, 1.2000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 4.0000000000000000E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 8.0000003799796104E-003, 1.0000000000000000E+005, 1.1754503250122070E+000, 4.0000000000000000E+001, 5.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 6.0000000000000000E+002, 5.5000001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 7.9365083947777748E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 3.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5150088071823120E-001, 1.5150088071823120E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0838936083018780E-002, 1.8186265602707863E-002, 1.8251862376928329E-002, 1.0838936083018780E-002, 1.2883964538574219E+001, 7.0089078508317471E-003, 1.6719803214073181E-002, 7.9365083947777748E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4809393882751465E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 2.9500000000000000E+002, 8.0000003799796104E-003, 5.3033046722412109E+000, 4.0159511566162109E+000, 0.0000000000000000E+000, 7.0747667923569679E-003, 5.3973631002008915E-003, 7.5119710527360439E-003, 5.6888810358941555E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0112501831054688E+003, 1.0000000149011612E-001
