case,isftcflx,itimestep,isfflx,dx,xland,snowh,u1,v1,t1,qv1,p1,rho1,dz1,u2,v2,dz2,psfc,tsk,pblh,mavail,hfx_input,qfx_input,znt_input,qsfc_input,ust_input,mol_input,ustm_input,regime,zol,rmol,ust,ustm,mol,psim,psih,chs,chs2,cqs2,ch,flhc,flqc,qgh,qsfc,hfx,qfx,lh,u10,v10,th2,t2,q2,gz1oz0,wspd,br,ck,cka,cd,cda,wstar,qstar,cpm,znt
breezy_water,1,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000000000000E+001, 3.0000000000000000E+000, 2.9100000000000000E+002, 8.5000004619359970E-003, 9.9100000000000000E+004, 1.1805316209793091E+000, 3.0000000000000000E+001, 1.5000000000000000E+001, 3.9000000953674316E+000, 4.6000000000000000E+001, 1.0000000000000000E+005, 2.9200000000000000E+002, 9.0000000000000000E+002, 1.0000000000000000E+000, 1.2000000000000000E+002, 5.9999998484272510E-005, 1.9999999494757503E-004, 8.4283594042062759E-003, 6.0000002384185791E-001, 0.0000000000000000E+000, 6.0000002384185791E-001, 4.0000000000000000E+000,-3.5482488572597504E-002,-2.3654992692172527E-003, 5.2278506755828857E-001, 5.2030801773071289E-001,-3.4899871796369553E-002, 1.2182921916246414E-001, 2.3693615198135376E-001, 1.5538427047431469E-002, 1.7958622425794601E-002, 1.7958745360374451E-002, 1.5538427047431469E-002, 1.8557714462280273E+001, 1.8343618139624596E-002, 1.3088825158774853E-002, 1.3638554140925407E-002, 8.5438833236694336E+000, 9.7718955657910556E-005, 2.4429739379882812E+002, 1.1606204986572266E+001, 2.9015512466430664E+000, 2.9178594970703125E+002, 2.9178594970703125E+002, 8.9250002056360245E-003, 1.1350939750671387E+001, 1.2508392333984375E+001,-3.7851450033485889E-003, 1.1226180940866470E-003, 1.0587631259113550E-003, 1.3564733089879155E-003, 1.2689054710790515E-003, 1.8600764274597168E+000,-1.5485948324203491E-001, 1.0116721801757812E+003, 1.7637852579355240E-004
windy_water,1,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.7000000000000000E+001, 4.0000000000000000E+000, 2.9000000000000000E+002, 8.0000003799796104E-003, 9.8900000000000000E+004, 1.1825637817382812E+000, 3.6000000000000000E+001, 2.1000000000000000E+001, 5.0000000000000000E+000, 5.4000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 1.1000000000000000E+003, 1.0000000000000000E+000, 1.8000000000000000E+002, 9.0000001364387572E-005, 1.9999999494757503E-004, 7.9365083947777748E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 4.0000000000000000E+000,-1.2416791170835495E-002,-6.8982172524556518E-004, 8.5117244720458984E-001, 8.4823536872863770E-001,-2.5224292650818825E-002, 4.6585783362388611E-002, 9.2040650546550751E-002, 2.2744609043002129E-002, 2.6487516239285469E-002, 2.6488291099667549E-002, 2.2744609043002129E-002, 2.7199544906616211E+001, 2.6897026225924492E-002, 1.2296259403228760E-002, 1.2802538461983204E-002, 1.7092475891113281E+001, 1.3363972539082170E-004, 3.3409930419921875E+002, 1.6038181304931641E+001, 3.7736897468566895E+000, 2.9092950439453125E+002, 2.9092950439453125E+002, 8.3999997004866600E-003, 1.0076725959777832E+001, 1.7611545562744141E+001,-1.8472863594070077E-003, 1.1724729556590319E-003, 1.0656514205038548E-003, 1.7868726281449199E-003, 1.5903986059129238E-003, 2.2729988098144531E+000,-1.3002765178680420E-001, 1.0112501831054688E+003, 7.5687514618039131E-004
gale_water,1,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.2000000000000000E+001, 5.0000000000000000E+000, 2.8900000000000000E+002, 7.7999997884035110E-003, 9.8600000000000000E+004, 1.1831970214843750E+000, 4.0000000000000000E+001, 2.7000000000000000E+001, 6.1999998092651367E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 1.3000000000000000E+003, 1.0000000000000000E+000, 2.4000000000000000E+002, 1.1999999696854502E-004, 1.9999999494757503E-004, 7.7396309934556484E-003, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.5000000000000000E+000, 4.0000000000000000E+000,-3.8469149731099606E-003,-1.9234574574511498E-004, 1.2560628652572632E+000, 1.2526249885559082E+000,-1.4572270214557648E-002, 1.4674211852252483E-002, 2.9082104563713074E-002, 3.1209032982587814E-002, 3.6345943808555603E-002, 3.6349210888147354E-002, 3.1209034845232964E-002, 3.7335636138916016E+001, 3.6926720291376114E-002, 1.1558799073100090E-002, 1.2012305669486523E-002, 3.5667289733886719E+001, 1.6093978774733841E-004, 4.0234945678710938E+002, 2.0319637298583984E+001, 4.6180992126464844E+000, 2.9014300537109375E+002, 2.9014300537109375E+002, 8.1899994984269142E-003, 8.9919557571411133E+000, 2.2715343475341797E+001,-7.6854857616126537E-004, 1.2514055706560612E-003, 1.1071014450863004E-003, 2.3272542748600245E-003, 1.9853189587593079E-003, 2.6432681083679199E+000,-1.0616192221641541E-001, 1.0110814819335938E+003, 2.4884394370019436E-003
hurricane_water,1,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4000000000000000E+001, 8.0000000000000000E+000, 2.9900000000000000E+002, 1.4999999664723873E-002, 9.6500000000000000E+004, 1.1145180463790894E+000, 5.0000000000000000E+001, 4.1000000000000000E+001, 1.0000000000000000E+001, 7.6000000000000000E+001, 1.0000000000000000E+005, 3.0300000000000000E+002, 2.2000000000000000E+003, 1.0000000000000000E+000, 6.0000000000000000E+002, 3.9999998989515007E-004, 1.9999999494757503E-004, 1.4778325334191322E-002, 3.5000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+000, 4.0000000000000000E+000,-9.9519463256001472E-003,-3.9807785651646554E-004, 2.5285255908966064E+000, 2.5226292610168457E+000,-7.4329167604446411E-002, 3.7962093949317932E-002, 7.5234450399875641E-002, 6.0098394751548767E-002, 7.0363678038120270E-002, 7.0370644330978394E-002, 6.0098398476839066E-002, 6.8129913330078125E+001, 6.6981188952922821E-002, 2.2233992815017700E-002, 2.6593381538987160E-002, 3.1182986450195312E+002, 8.2520226715132594E-004, 2.0630056152343750E+003, 3.0640628814697266E+001, 7.2095599174499512E+000, 3.0219638061523438E+002, 3.0219638061523438E+002, 1.5749998390674591E-002, 9.0794258117675781E+000, 3.5195053100585938E+001,-2.0498288795351982E-003, 1.2305083218961954E-003, 1.0515251196920872E-003, 2.4099329020828009E-003, 1.9572328310459852E-003, 4.3234281539916992E+000,-2.8082209825515747E-001, 1.0171566162109375E+003, 2.8500000480562449E-003
cold_water,1,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.5000000000000000E+000, 2.6800000000000000E+002, 2.4999999441206455E-003, 9.9700000000000000E+004, 1.2942557334899902E+000, 1.6000000000000000E+001, 7.5000000000000000E+000, 2.0000000000000000E+000, 2.6000000000000000E+001, 1.0000000000000000E+005, 2.7100000000000000E+002, 3.0000000000000000E+002, 1.0000000000000000E+000,-3.0000000000000000E+001,-8.0000000934887794E-007, 1.9999999494757503E-004, 2.4937654379755259E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000,-3.0327829718589783E-001,-3.7909787148237228E-002, 2.0380173623561859E-001, 2.0380173623561859E-001,-1.1168617010116577E-001, 5.9588217735290527E-001, 1.0773864984512329E+000, 7.8811040148139000E-003, 8.4931449964642525E-003, 8.4931198507547379E-003, 7.8811040148139000E-003, 1.0267581939697266E+001, 1.0200155898928642E-002, 2.4846438318490982E-003, 3.1857562717050314E-003, 2.8771991729736328E+001, 7.0986739046929870E-006, 1.7746685028076172E+001, 6.1070046424865723E+000, 1.5267511606216431E+000, 2.6842977905273438E+002, 2.6842977905273438E+002, 2.5501498021185398E-003, 1.2512173652648926E+001, 6.1846585273742676E+000,-2.2092260420322418E-002, 1.2722141109406948E-003, 1.2980689061805606E-003, 1.1005783453583717E-003, 1.1267765657976270E-003, 0.0000000000000000E+000,-2.6759594678878784E-002, 1.0066094360351562E+003, 2.9452599846990779E-005
extreme_water,1,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.6000000000000000E+001, 6.0000000000000000E+000, 2.9500000000000000E+002, 1.0999999940395355E-002, 9.8800000000000000E+004, 1.1592786312103271E+000, 4.4000000000000000E+001, 3.2000000000000000E+001, 7.5000000000000000E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 2.9800000000000000E+002, 1.6000000000000000E+003, 1.0000000000000000E+000, 3.5000000000000000E+002, 1.9999999494757503E-004, 1.9999999494757503E-004, 1.0880315676331520E-002, 9.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 4.0000000000000000E+000,-1.6651621088385582E-002,-7.5689185177907348E-004, 5.1046237945556641E+000, 5.1002840995788574E+000,-8.3594068884849548E-002, 6.1375249177217484E-002, 1.2087290734052658E-001, 1.1845880001783371E-001, 1.3658203184604645E-001, 1.3659505546092987E-001, 1.1845879256725311E-001, 1.3921932983398438E+002, 1.3732779026031494E-001, 1.6928406432271004E-002, 1.9752437248826027E-002, 1.0804169921875000E+003, 1.2566120130941272E-003, 3.1415300292968750E+003, 2.3789623260498047E+001, 5.4899134635925293E+000, 2.9628213500976562E+002, 2.9628213500976562E+002, 1.1549999006092548E-002, 8.9516086578369141E+000, 2.6876237869262695E+001,-3.6358558572828770E-003, 1.1912323534488678E-003, 1.0441278573125601E-003, 2.4180496111512184E-003, 2.0243877079337835E-003, 3.2143712043762207E+000,-2.0588801801204681E-001, 1.0137816162109375E+003, 2.8500000480562449E-003
xland_exactly_1p5,1,1,1, 3.0000000000000000E+003, 1.5000000000000000E+000, 0.0000000000000000E+000, 7.0000000000000000E+000, 2.0000000000000000E+000, 2.9400000000000000E+002, 9.4999996945261955E-003, 9.9150000000000000E+004, 1.1683803796768188E+000, 2.2000000000000000E+001, 9.0000000000000000E+000, 2.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.9700000000000000E+002, 8.0000000000000000E+002, 8.0000001192092896E-001, 7.7000000000000000E+001, 3.9999998989515007E-005, 1.9999999494757503E-004, 9.4105983152985573E-003, 4.0000000596046448E-001, 0.0000000000000000E+000, 4.0000000596046448E-001, 4.0000000000000000E+000,-1.6847227513790131E-001,-1.5315661206841469E-002, 3.2988557219505310E-001, 3.2622694969177246E-001,-7.7624283730983734E-002, 4.1060239076614380E-001, 7.6051491498947144E-001, 1.1156984604895115E-002, 1.2362685985863209E-002, 1.2362705543637276E-002, 1.1156984604895115E-002, 1.3198753356933594E+001, 1.0428483597934246E-002, 1.5837952494621277E-002, 9.4105983152985573E-003, 7.7000000000000000E+001,-9.7122821937634107E-012,-2.4280705474666320E-005, 6.9441494941711426E+000, 1.9840427637100220E+000, 2.9494049072265625E+002, 2.9494049072265625E+002, 9.4999996945261955E-003, 1.1945557594299316E+001, 7.4911203384399414E+000,-1.4975306577980518E-002, 1.1849305592477322E-003, 1.1728099780157208E-003, 1.2171225389465690E-003, 1.2025084579363465E-003, 1.7654695510864258E+000, 0.0000000000000000E+000, 1.0125158691406250E+003, 7.1368347562383860E-005
control_land,1,1,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 7.0000002160668373E-003, 9.9000000000000000E+004, 1.1643902063369751E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.5000000000000000E+002, 5.0000000000000000E-001,-2.0000000000000000E+001,-8.9999997499035089E-007, 1.0000000149011612E-001, 6.9513409398496151E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 2.0000000000000000E+000, 1.2534313201904297E+000, 6.2671564519405365E-002, 1.8891337513923645E-001, 1.8891337513923645E-001, 1.5003724396228790E-001,-6.1663303375244141E+000,-6.4440212249755859E+000, 5.8215237222611904E-003, 1.4209962449967861E-002, 1.4302279800176620E-002, 5.8215237222611904E-003, 6.8490653038024902E+000, 3.3901848364621401E-003, 1.6893278807401657E-002, 6.9513409398496151E-003,-3.3206512451171875E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4834496974945068E+000, 6.9668990373611450E-001, 2.9298626708984375E+002, 2.9298626708984375E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 1.2418857961893082E-001, 2.0234335679560900E-003, 1.0749851353466511E-003, 2.5057732127606869E-003, 1.2162441853433847E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
control_snow_land,1,1,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 4.0000001899898052E-003, 9.9300000000000000E+004, 1.1780083179473877E+000, 4.0000000000000000E+001, 5.1999998092651367E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8800000000000000E+002, 2.2000000000000000E+002, 6.0000002384185791E-001,-1.2000000000000000E+001,-6.0000002122251317E-007, 1.0000000149011612E-001, 3.9840643294155598E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 1.0000000000000000E+000, 2.1989002227783203E+000, 1.0994501411914825E-001, 1.5702290832996368E-001, 1.5702290832996368E-001, 1.0680854320526123E-001,-9.1579208374023438E+000,-8.7840967178344727E+000, 2.9937289655208588E-003, 5.3823604248464108E-003, 5.5113472044467926E-003, 2.9937289655208588E-003, 3.5544106960296631E+000, 2.1393713541328907E-003, 1.4843034557998180E-002, 3.9840643294155598E-003,-1.9864370346069336E+001, 9.9622241879482321E-013, 2.4905559712351533E-006, 2.8079526424407959E+000, 7.0198816061019897E-001, 2.9110845947265625E+002, 2.9110845947265625E+002, 4.0000001899898052E-003, 5.3033046722412109E+000, 4.1231055259704590E+000, 2.2022536396980286E-001, 9.1817713109776378E-004, 5.3318560821935534E-004, 1.5525664202868938E-003, 7.6508522033691406E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0078751831054688E+003, 1.0000000149011612E-001
calm_water,1,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 0.0000000000000000E+000, 2.9200000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1770570278167725E+000, 1.8000000000000000E+001, 1.0000000149011612E-001, 0.0000000000000000E+000, 2.8000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+000,-3.2797124981880188E-001, 4.5637600010195456E-007, 5.2787676395382732E-005, 1.1265649460256100E-002, 5.5788941681385040E-003, 3.7642385810613632E-002, 5.5788941681385040E-003, 1.0000000000000000E+000, 2.0000000000000000E+001, 2.2222223281860352E+000, 3.3663366921246052E-003, 3.3663366921246052E-003, 3.7642389535903931E-002,-2.2502244949340820E+001,-1.9637634277343750E+001, 4.3373354856157675E-005, 6.1412218201439828E-005, 6.1412145441863686E-005, 4.3373358494136482E-005, 5.1541119813919067E-002, 5.1052902563242242E-005, 1.3969942927360535E-002, 1.1265649460256100E-002,-1.9790063798427582E-001, 2.7537990376913513E-007, 6.8844974040985107E-001, 5.0432994961738586E-002, 0.0000000000000000E+000, 2.9171185302734375E+002, 2.9171185302734375E+002, 6.2999995425343513E-003, 1.2166430473327637E+001, 1.0000000149011612E-001, 4.0000000000000000E+000, 1.4251124230213463E-004, 1.4865794219076633E-004, 1.2755775242112577E-004, 1.3312067312654108E-004, 0.0000000000000000E+000,-6.8306006491184235E-002, 1.0095627441406250E+003, 4.6819972340017557E-005
light_water,1,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9200000000000000E+002, 7.4999998323619366E-003, 9.9200000000000000E+004, 1.1783777475357056E+000, 2.0000000000000000E+001, 3.9000000953674316E+000, 1.2999999523162842E+000, 3.2000000000000000E+001, 1.0000000000000000E+005, 2.9300000000000000E+002, 4.0000000000000000E+002, 1.0000000000000000E+000, 1.2864823341369629E+000, 2.7491658329381607E-005, 2.4422497517662123E-005, 1.4522654935717583E-002, 7.9475603997707367E-002,-6.4593650400638580E-002, 7.7860519289970398E-002, 4.0000000000000000E+000,-7.6751673221588135E-001,-7.6751671731472015E-002, 9.2948198318481445E-002, 9.1431364417076111E-002,-6.4827665686607361E-002, 9.8224222660064697E-001, 1.6876372098922729E+000, 3.7840385921299458E-003, 4.0468610823154449E-003, 4.0468438528478146E-003, 3.7840383592993021E-003, 4.5073103904724121E+000, 4.4590234756469727E-003, 1.3941146433353424E-002, 1.4522654935717583E-002, 1.5146516561508179E+000, 3.2268486393149942E-005, 8.0671218872070312E+001, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9269223022460938E+002, 2.9269223022460938E+002, 7.8749991953372955E-003, 1.3028760910034180E+001, 3.2049996852874756E+000,-5.1961217075586319E-002, 1.3518069172278047E-003, 1.3518007472157478E-003, 1.1025464627891779E-003, 1.1025464627891779E-003, 5.2155810594558716E-001,-2.8817415237426758E-001, 1.0108283081054688E+003, 2.1962516257190146E-005
moderate_water,1,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 8.0000000000000000E+000, 2.0000000000000000E+000, 2.9300000000000000E+002, 8.9999996125698090E-003, 9.9400000000000000E+004, 1.1756731271743774E+000, 2.4000000000000000E+001, 1.0000000000000000E+001, 2.5999999046325684E+000, 3.8000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 7.0000000000000000E+002, 1.0000000000000000E+000, 1.8910015106201172E+001, 9.2349226179067045E-005, 4.5296801545191556E-005, 1.6444846987724304E-002, 2.8911817073822021E-001,-1.0045695304870605E-001, 2.8726470470428467E-001, 4.0000000000000000E+000,-2.1265245974063873E-001,-1.7721038311719894E-002, 2.8258726000785828E-001, 2.8041937947273254E-001,-1.0101147741079330E-001, 4.7862267494201660E-001, 8.7831729650497437E-001, 1.0000192560255527E-002, 1.1132993735373020E-002, 1.1132983490824699E-002, 1.0000193491578102E-002, 1.1899147033691406E+001, 1.1756957508623600E-002, 1.4827745966613293E-002, 1.6444846987724304E-002, 1.8560962677001953E+001, 9.0761401224881411E-005, 2.2690350341796875E+002, 7.8836460113525391E+000, 1.9709115028381348E+000, 2.9365640258789062E+002, 2.9365640258789062E+002, 9.4499988481402397E-003, 1.2535630226135254E+001, 8.3210344314575195E+000,-1.6534697264432907E-002, 1.1961020063608885E-003, 1.1740220943465829E-003, 1.1244619963690639E-003, 1.1006289860233665E-003, 1.1133809089660645E+000,-2.6629897952079773E-001, 1.0120940551757812E+003, 4.3154657760169357E-005
breezy_water,1,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000000000000E+001, 3.0000000000000000E+000, 2.9100000000000000E+002, 8.5000004619359970E-003, 9.9100000000000000E+004, 1.1805316209793091E+000, 3.0000000000000000E+001, 1.5000000000000000E+001, 3.9000000953674316E+000, 4.6000000000000000E+001, 1.0000000000000000E+005, 2.9200000000000000E+002, 9.0000000000000000E+002, 1.0000000000000000E+000, 8.5438833236694336E+000, 9.7718955657910556E-005, 1.7637852579355240E-004, 1.3638554140925407E-002, 5.2278506755828857E-001,-3.4899871796369553E-002, 5.2030801773071289E-001, 4.0000000000000000E+000,-3.9032675325870514E-002,-2.6021783705800772E-003, 4.7622370719909668E-001, 4.7415107488632202E-001,-3.5717330873012543E-002, 1.3250096142292023E-001, 2.5718688964843750E-001, 1.4486051164567471E-002, 1.6778994351625443E-002, 1.6779070720076561E-002, 1.4486052095890045E-002, 1.7300851821899414E+001, 1.7101250588893890E-002, 1.3088825158774853E-002, 1.3638554140925407E-002, 7.5627002716064453E+000, 9.1100693680346012E-005, 2.2775173950195312E+002, 1.1620630264282227E+001, 2.9051575660705566E+000, 2.9178643798828125E+002, 2.9178643798828125E+002, 8.9250002056360245E-003, 1.1692769050598145E+001, 1.2417529106140137E+001,-3.8407423999160528E-003, 1.1147974291816354E-003, 1.0525223333388567E-003, 1.2766955187544227E-003, 1.1972482316195965E-003, 1.0931695699691772E+000,-1.5848675370216370E-001, 1.0116721801757812E+003, 1.2531114043667912E-004
windy_water,1,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.7000000000000000E+001, 4.0000000000000000E+000, 2.9000000000000000E+002, 8.0000003799796104E-003, 9.8900000000000000E+004, 1.1825637817382812E+000, 3.6000000000000000E+001, 2.1000000000000000E+001, 5.0000000000000000E+000, 5.4000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 1.1000000000000000E+003, 1.0000000000000000E+000, 1.7092475891113281E+001, 1.3363972539082170E-004, 7.5687514618039131E-004, 1.2802538461983204E-002, 8.5117244720458984E-001,-2.5224292650818825E-002, 8.4823536872863770E-001, 4.0000000000000000E+000,-1.4146181754767895E-002,-7.8589899931102991E-004, 7.5918948650360107E-001, 7.5671911239624023E-001,-2.5907905772328377E-002, 5.2625663578510284E-002, 1.0380934923887253E-001, 2.0836483687162399E-002, 2.4354178458452225E-002, 2.4354629218578339E-002, 2.0836483687162399E-002, 2.4917680740356445E+001, 2.4640517309308052E-002, 1.2296259403228760E-002, 1.2802538461983204E-002, 1.3871713638305664E+001, 1.2242810043971986E-004, 3.0607025146484375E+002, 1.6085186004638672E+001, 3.7847495079040527E+000, 2.9092977905273438E+002, 2.9092977905273438E+002, 8.3999997004866600E-003, 1.0554233551025391E+001, 1.7516853332519531E+001,-1.8673123558983207E-003, 1.1476350482553244E-003, 1.0453921277076006E-003, 1.6205189749598503E-003, 1.4508027816191316E-003, 1.3565258979797363E+000,-1.3355158269405365E-001, 1.0112501831054688E+003, 4.6950305113568902E-004
gale_water,1,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.2000000000000000E+001, 5.0000000000000000E+000, 2.8900000000000000E+002, 7.7999997884035110E-003, 9.8600000000000000E+004, 1.1831970214843750E+000, 4.0000000000000000E+001, 2.7000000000000000E+001, 6.1999998092651367E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 1.3000000000000000E+003, 1.0000000000000000E+000, 3.5667289733886719E+001, 1.6093978774733841E-004, 2.4884394370019436E-003, 1.2012305669486523E-002, 1.2560628652572632E+000,-1.4572270214557648E-002, 1.2526249885559082E+000, 4.0000000000000000E+000,-4.4430186972022057E-003,-2.2215093486011028E-004, 1.1052827835083008E+000, 1.1022698879241943E+000,-1.4957128092646599E-002, 1.6948072239756584E-002, 3.3586900681257248E-002, 2.8187941759824753E-002, 3.2962042838335037E-002, 3.2963883131742477E-002, 2.8187941759824753E-002, 3.3721477508544922E+001, 3.3352047204971313E-002, 1.1558799073100090E-002, 1.2012305669486523E-002, 2.6817565917968750E+001, 1.4536008529830724E-004, 3.6340020751953125E+002, 2.0411314010620117E+001, 4.6389350891113281E+000, 2.9014242553710938E+002, 2.9014242553710938E+002, 8.1899994984269142E-003, 9.4972200393676758E+000, 2.2622362136840820E+001,-7.7487924136221409E-004, 1.2120670871809125E-003, 1.0760468430817127E-003, 2.0681489259004593E-003, 1.7802391666918993E-003, 1.6647338867187500E+000,-1.0896568745374680E-001, 1.0110814819335938E+003, 1.5013163210824132E-003
hurricane_water,1,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4000000000000000E+001, 8.0000000000000000E+000, 2.9900000000000000E+002, 1.4999999664723873E-002, 9.6500000000000000E+004, 1.1145180463790894E+000, 5.0000000000000000E+001, 4.1000000000000000E+001, 1.0000000000000000E+001, 7.6000000000000000E+001, 1.0000000000000000E+005, 3.0300000000000000E+002, 2.2000000000000000E+003, 1.0000000000000000E+000, 3.1182986450195312E+002, 8.2520226715132594E-004, 2.8500000480562449E-003, 2.6593381538987160E-002, 2.5285255908966064E+000,-7.4329167604446411E-002, 2.5226292610168457E+000, 4.0000000000000000E+000,-1.0131050832569599E-002,-4.0524202631786466E-004, 2.0415740013122559E+000, 2.0339987277984619E+000,-7.5206525623798370E-002, 3.8602717220783234E-002, 7.6488859951496124E-002, 4.9097217619419098E-002, 5.7594895362854004E-002, 5.7600673288106918E-002, 4.9097217619419098E-002, 5.5658542633056641E+001, 5.4720107465982437E-002, 2.2233992815017700E-002, 2.6593381538987160E-002, 2.1342124938964844E+002, 6.7414680961519480E-004, 1.6853670654296875E+003, 3.0641771316528320E+001, 7.2098288536071777E+000, 3.0219793701171875E+002, 3.0219793701171875E+002, 1.5749998390674591E-002, 9.0794258117675781E+000, 3.5137668609619141E+001,-2.0565295126289129E-003, 1.2458213604986668E-003, 1.0640125256031752E-003, 2.4100949522107840E-003, 1.9575103651732206E-003, 3.8283088207244873E+000,-2.8413683176040649E-001, 1.0171566162109375E+003, 2.8500000480562449E-003
cold_water,1,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.5000000000000000E+000, 2.6800000000000000E+002, 2.4999999441206455E-003, 9.9700000000000000E+004, 1.2942557334899902E+000, 1.6000000000000000E+001, 7.5000000000000000E+000, 2.0000000000000000E+000, 2.6000000000000000E+001, 1.0000000000000000E+005, 2.7100000000000000E+002, 3.0000000000000000E+002, 1.0000000000000000E+000, 2.8771991729736328E+001, 7.0986739046929870E-006, 2.9452599846990779E-005, 3.1857562717050314E-003, 2.0380173623561859E-001,-1.1168617010116577E-001, 2.0380173623561859E-001, 4.0000000000000000E+000,-2.9704490303993225E-001,-3.7130612879991531E-002, 2.0662009716033936E-001, 2.0577339828014374E-001,-1.1133290082216263E-001, 5.8857071399688721E-001, 1.0651237964630127E+000, 7.9648178070783615E-003, 8.5861310362815857E-003, 8.5861068218946457E-003, 7.9648178070783615E-003, 1.0376645088195801E+001, 1.0308504104614258E-002, 2.4846438318490982E-003, 3.1857562717050314E-003, 2.9080543518066406E+001, 7.1740773819328751E-006, 1.7935194015502930E+001, 6.1071372032165527E+000, 1.5267843008041382E+000, 2.6843060302734375E+002, 2.6843060302734375E+002, 2.5503584183752537E-003, 1.2496740341186523E+001, 6.2350721359252930E+000,-2.1736450493335724E-002, 1.2689217692241073E-003, 1.2948454823344946E-003, 1.1019507655873895E-003, 1.1283138301223516E-003, 7.9128175973892212E-001,-2.6674952358007431E-002, 1.0066094360351562E+003, 2.9910681405453943E-005
