case,k,dz,zw,zw_next,u,v,thl,thetav,ql,qw,qke,tsq,qsq,cov,vt,vq,theta,cldfra,edmf_w,edmf_a,tkeprodtd,xland,dx,rmo,flt,fltv,flq,zi,psig_bl,psig_shcu,dfm,dfh,dfq,tcd,qcd,pdk,pdt,pdq,pdc,el,qkw_unused,sm,sh
cloudy,1, 7.0000000000000000E+001, 0.0000000000000000E+000, 7.0000000000000000E+001, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.8999945068359375E+002, 2.9159207153320312E+002, 2.2499999613501132E-004, 9.2249996960163116E-003, 1.7000000476837158E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
cloudy,2, 7.6000000000000000E+001, 7.0000000000000000E+001, 1.4600000000000000E+002, 5.8000001907348633E+000, 8.7999999523162842E-001, 2.9054937744140625E+002, 2.9204763793945312E+002, 2.4999998277053237E-004, 8.6999991908669472E-003, 1.5900000333786011E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000707805157E-002, 1.2000000476837158E+000, 2.9054998779296875E+002, 1.0000000149011612E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 1.9717067480087280E-001, 5.6672215461730957E-002, 1.9717067480087280E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.2164054512977600E-004, 2.3477780632674694E-004, 2.1397680849410960E-010,-2.2413613010030531E-007, 2.5589363098144531E+001, 0.0000000000000000E+000, 4.3825265765190125E-001, 1.2596572935581207E-001
cloudy,3, 8.2000000000000000E+001, 1.4600000000000000E+002, 2.2800000000000000E+002, 6.5999999046325684E+000, 7.5999999046325684E-001, 2.9109933471679688E+002, 2.9250283813476562E+002, 2.7499999850988388E-004, 8.1749996170401573E-003, 1.4800000190734863E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000001415610313E-002, 2.4000000953674316E+000, 2.9110000610351562E+002, 2.0000000298023224E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 1.8450044095516205E-001, 3.8668386638164520E-002, 1.8450044095516205E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.4495684606954455E-004, 1.4804264355916530E-004, 1.3491084638328488E-010,-1.4132430692370690E-007, 4.9450588226318359E+001, 0.0000000000000000E+000, 2.3774072527885437E-001, 4.9826711416244507E-002
cloudy,4, 8.8000000000000000E+001, 2.2800000000000000E+002, 3.1600000000000000E+002, 7.4000000953674316E+000, 6.3999998569488525E-001, 2.9164926147460938E+002, 2.9295758056640625E+002, 2.9999998514540493E-004, 7.6499995775520802E-003, 1.3700001239776611E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000001192092896E-002, 3.6000001430511475E+000, 2.9164999389648438E+002, 3.0000001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 1.4624391496181488E-001, 2.9248781502246857E-002, 1.4624391496181488E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.8001932231709361E-004, 1.0406353248981759E-004, 9.4843487230544810E-011,-9.9346607385086827E-008, 6.0771533966064453E+001, 0.0000000000000000E+000, 1.7123536765575409E-001, 3.4247074276208878E-002
cloudy,5, 9.4000000000000000E+001, 3.1600000000000000E+002, 4.1000000000000000E+002, 8.1999998092651367E+000, 5.1999998092651367E-001, 2.9219918823242188E+002, 2.9341204833984375E+002, 3.2500000088475645E-004, 7.1249995380640030E-003, 1.2599999904632568E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0000002831220627E-002, 4.8000001907348633E+000, 2.9220001220703125E+002, 4.0000000596046448E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 1.2879459559917450E-001, 2.5758922100067139E-002, 1.2879459559917450E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2939652232453227E-004, 8.5604377090930939E-005, 7.8019819771402155E-011,-8.1724152778406278E-008, 6.0625926971435547E+001, 0.0000000000000000E+000, 1.6846844553947449E-001, 3.3693689852952957E-002
cloudy,6, 1.0000000000000000E+002, 4.1000000000000000E+002, 5.1000000000000000E+002, 9.0000000000000000E+000, 4.0000003576278687E-001, 2.9274911499023438E+002, 2.9386611938476562E+002, 3.4999998752027750E-004, 6.5999994985759258E-003, 1.1500000953674316E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 6.0000000000000000E+000, 2.9275000000000000E+002, 5.0000000000000000E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 1.1292192339897156E-001, 2.2584384307265282E-002, 1.1292192339897156E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1032521403394639E-004, 7.0411922933999449E-005, 6.4173423519608974E-011,-6.7220341293250385E-008, 6.0081020355224609E+001, 0.0000000000000000E+000, 1.6596361994743347E-001, 3.3192723989486694E-002
cloudy,7, 1.0600000000000000E+002, 5.1000000000000000E+002, 6.1600000000000000E+002, 9.8000001907348633E+000, 2.8000003099441528E-001, 2.9329916381835938E+002, 2.9431979370117188E+002, 3.2500000088475645E-004, 6.0249995440244675E-003, 1.0400000810623169E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.0000002384185791E-002, 7.2000002861022949E+000, 2.9329998779296875E+002, 6.0000002384185791E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 9.9263563752174377E-002, 1.9852712750434875E-002, 9.9263563752174377E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2457499764859676E-004, 5.8315650676377118E-005, 6.3726232624183865E-011,-6.0960942960264219E-008, 5.9823959350585938E+001, 0.0000000000000000E+000, 1.6320271790027618E-001, 3.2640542834997177E-002
cloudy,8, 1.1200000000000000E+002, 6.1600000000000000E+002, 7.2800000000000000E+002, 1.0600000381469727E+001, 1.6000002622604370E-001, 2.9384927368164062E+002, 2.9477313232421875E+002, 2.9999998514540493E-004, 5.4499995894730091E-003, 9.3000006675720215E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000000298023224E-002, 8.3999996185302734E+000, 2.9385000610351562E+002, 6.9999998807907104E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 8.6311355233192444E-002, 1.7262270674109459E-002, 8.6311355233192444E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4928362108767033E-004, 4.7925903345458210E-005, 5.2360893398883945E-011,-5.0094342896045418E-008, 5.7991008758544922E+001, 0.0000000000000000E+000, 1.6333609819412231E-001, 3.2667219638824463E-002
cloudy,9, 1.1800000000000000E+002, 7.2800000000000000E+002, 8.4600000000000000E+002, 1.1399999618530273E+001, 4.0000021457672119E-002, 2.9439932250976562E+002, 2.9522607421875000E+002, 2.7499999850988388E-004, 4.8749996349215508E-003, 8.2000005245208740E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.5000002980232239E-002, 9.0000000000000000E+000, 2.9439999389648438E+002, 7.5000000000000000E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 7.5951032340526581E-002, 1.6007900238037109E-002, 7.5951032340526581E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8095923587679863E-004, 4.2115214455407113E-005, 4.6022699540237966E-011,-4.4025629364341512E-008, 5.4245582580566406E+001, 0.0000000000000000E+000, 1.7199164628982544E-001, 3.6250002682209015E-002
cloudy,10, 1.2400000000000000E+002, 8.4600000000000000E+002, 9.7000000000000000E+002, 1.2200000762939453E+001,-7.9999923706054688E-002, 2.9494940185546875E+002, 2.9567868041992188E+002, 2.4999998277053237E-004, 4.2999996803700924E-003, 7.1000003814697266E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.5000002980232239E-002, 9.0000000000000000E+000, 2.9495001220703125E+002, 7.5000000000000000E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 7.1036368608474731E-002, 1.4207274653017521E-002, 7.1036368608474731E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6062139184214175E-004, 3.5528439184417948E-005, 3.8820491959912218E-011,-3.7138008224246732E-008, 4.4935558319091797E+001, 0.0000000000000000E+000, 2.1850356459617615E-001, 4.3700713664293289E-002
cloudy,11, 1.3000000000000000E+002, 9.7000000000000000E+002, 1.1000000000000000E+003, 1.3000000000000000E+001,-1.9999992847442627E-001, 2.9549945068359375E+002, 2.9613088989257812E+002, 2.2499999613501132E-004, 3.7249997258186340E-003, 6.0000002384185791E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.5000002980232239E-002, 9.0000000000000000E+000, 2.9550000000000000E+002, 7.5000000000000000E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 6.8357408046722412E-002, 1.3671481981873512E-002, 6.8357408046722412E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3711099745705724E-004, 3.2569747418165207E-005, 3.5591595642925355E-011,-3.4047161534545012E-008, 2.9054733276367188E+001, 0.0000000000000000E+000, 3.6882594227790833E-001, 7.3765188455581665E-002
cloudy,12, 1.3600000000000000E+002, 1.1000000000000000E+003, 1.2360000000000000E+003, 1.3800000190734863E+001,-3.1999993324279785E-001, 2.9604949951171875E+002, 2.9658273315429688E+002, 1.9999999494757503E-004, 3.1499995384365320E-003, 4.9000000953674316E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.5000002980232239E-002, 9.0000000000000000E+000, 2.9604998779296875E+002, 7.5000000000000000E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-2.0000000949949026E-003, 0.0000000000000000E+000, 5.9999998658895493E-002, 0.0000000000000000E+000, 6.2000000000000000E+002, 8.6000001430511475E-001, 8.0000001192092896E-001, 5.4101761430501938E-002, 1.0820352472364902E-002, 5.4101761430501938E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.5941555628087372E-005, 2.4614570065750740E-005, 2.6898358540528022E-011,-2.5731139885465382E-008, 1.9679534912109375E+001, 0.0000000000000000E+000, 4.9471631646156311E-001, 9.8943263292312622E-002
edmf_active,1, 7.0000000000000000E+001, 0.0000000000000000E+000, 7.0000000000000000E+001, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9000000000000000E+002, 2.9159207153320312E+002, 0.0000000000000000E+000, 8.9999996125698090E-003, 1.7000000476837158E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9000000000000000E+002, 0.0000000000000000E+000, 2.7999999523162842E+000, 3.9999999105930328E-002, 7.9999997979030013E-005, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
edmf_active,2, 7.6000000000000000E+001, 7.0000000000000000E+001, 1.4600000000000000E+002, 5.8000001907348633E+000, 8.7999999523162842E-001, 2.9054998779296875E+002, 2.9204763793945312E+002, 0.0000000000000000E+000, 8.4499996155500412E-003, 1.5900000333786011E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9054998779296875E+002, 5.9999998658895493E-002, 2.6599998474121094E+000, 3.7200000137090683E-002, 6.2304061430040747E-005, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 1.9579645991325378E-001, 5.7366110384464264E-002, 1.9579645991325378E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.4294035807251930E-004, 2.3770517145749182E-004, 2.3771573598452278E-010,-2.3771045221110398E-007, 2.4958219528198242E+001, 0.0000000000000000E+000, 4.4620350003242493E-001, 1.3073249161243439E-001
edmf_active,3, 8.2000000000000000E+001, 1.4600000000000000E+002, 2.2800000000000000E+002, 6.5999999046325684E+000, 7.5999999046325684E-001, 2.9110000610351562E+002, 2.9250283813476562E+002, 0.0000000000000000E+000, 7.8999996185302734E-003, 1.4800000190734863E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9110000610351562E+002, 1.1999999731779099E-001, 2.5199999809265137E+000, 3.4400001168251038E-002, 4.8522451834287494E-005, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 1.8456642329692841E-001, 3.9500910788774490E-002, 1.8456642329692841E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7233545966446400E-004, 1.5126356447581202E-004, 1.5125348196143307E-010,-1.5125851859920658E-007, 4.9547409057617188E+001, 0.0000000000000000E+000, 2.3736101388931274E-001, 5.0800010561943054E-002
edmf_active,4, 8.8000000000000000E+001, 2.2800000000000000E+002, 3.1600000000000000E+002, 7.4000000953674316E+000, 6.3999998569488525E-001, 2.9164999389648438E+002, 2.9295758056640625E+002, 0.0000000000000000E+000, 7.3499996215105057E-003, 1.3700001239776611E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9164999389648438E+002, 1.7999999225139618E-001, 2.3799998760223389E+000, 3.1599998474121094E-002, 3.7789322959724814E-005, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 1.4053054153919220E-001, 2.8106106445193291E-002, 1.4053054153919220E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.8759382702410221E-004, 1.0002023191191256E-004, 1.0002466910297159E-010,-1.0002244721363240E-007, 6.6256217956542969E+001, 0.0000000000000000E+000, 1.5092456340789795E-001, 3.0184911563992500E-002
edmf_active,5, 9.4000000000000000E+001, 3.1600000000000000E+002, 4.1000000000000000E+002, 8.1999998092651367E+000, 5.1999998092651367E-001, 2.9220001220703125E+002, 2.9341204833984375E+002, 0.0000000000000000E+000, 6.7999996244907379E-003, 1.2599999904632568E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9220001220703125E+002, 2.3999999463558197E-001, 2.2400000095367432E+000, 2.8799999505281448E-002, 2.9430355425574817E-005, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 1.1834853887557983E-001, 2.3669706657528877E-002, 1.1834853887557983E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.1776372129097581E-004, 7.8687502536922693E-005, 7.8682269033514274E-011,-7.8684891491320741E-008, 7.0415893554687500E+001, 0.0000000000000000E+000, 1.3328200578689575E-001, 2.6656400412321091E-002
edmf_active,6, 1.0000000000000000E+002, 4.1000000000000000E+002, 5.1000000000000000E+002, 9.0000000000000000E+000, 4.0000003576278687E-001, 2.9275000000000000E+002, 2.9386611938476562E+002, 0.0000000000000000E+000, 6.2499996274709702E-003, 1.1500000953674316E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9275000000000000E+002, 2.9999998211860657E-001, 2.0999999046325684E+000, 2.6000000536441803E-002, 2.2920383344171569E-005, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 1.0516444593667984E-001, 2.1032892167568207E-002, 1.0516444593667984E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1171174962073565E-004, 6.5589345467742532E-005, 6.5592260789504309E-011,-6.5590803899340244E-008, 6.9592674255371094E+001, 0.0000000000000000E+000, 1.3343733549118042E-001, 2.6687467470765114E-002
edmf_active,7, 1.0600000000000000E+002, 5.1000000000000000E+002, 6.1600000000000000E+002, 9.8000001907348633E+000, 2.8000003099441528E-001, 2.9329998779296875E+002, 2.9431979370117188E+002, 0.0000000000000000E+000, 5.6999996304512024E-003, 1.0400000810623169E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9329998779296875E+002, 3.5999998450279236E-001, 1.9599999189376831E+000, 2.3199999704957008E-002, 1.7850412405095994E-005, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 9.2830501496791840E-002, 1.8566101789474487E-002, 9.2830501496791840E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2575239310972393E-004, 5.4524240113096312E-005, 5.4526654025277566E-011,-5.4525443715647270E-008, 6.8338813781738281E+001, 0.0000000000000000E+000, 1.3360908627510071E-001, 2.6721818372607231E-002
edmf_active,8, 1.1200000000000000E+002, 6.1600000000000000E+002, 7.2800000000000000E+002, 1.0600000381469727E+001, 1.6000002622604370E-001, 2.9385000610351562E+002, 2.9477313232421875E+002, 0.0000000000000000E+000, 5.1499996334314346E-003, 9.3000006675720215E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9385000610351562E+002, 4.1999998688697815E-001, 1.8199999332427979E+000, 2.0399998873472214E-002, 1.3901914826419670E-005, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 8.1336989998817444E-002, 1.6267398372292519E-002, 8.1336989998817444E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5608914438635111E-004, 4.5148761273594573E-005, 4.5145758659215218E-011,-4.5147260152589297E-008, 6.6542510986328125E+001, 0.0000000000000000E+000, 1.3414171338081360E-001, 2.6828341186046600E-002
edmf_active,9, 1.1800000000000000E+002, 7.2800000000000000E+002, 8.4600000000000000E+002, 1.1399999618530273E+001, 4.0000021457672119E-002, 2.9439999389648438E+002, 2.9522607421875000E+002, 0.0000000000000000E+000, 4.5999996364116669E-003, 8.2000005245208740E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9439999389648438E+002, 4.7999998927116394E-001, 1.6799999475479126E+000, 1.7599999904632568E-002, 1.0826822290255222E-005, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 7.1015149354934692E-002, 1.4203031547367573E-002, 7.1015149354934692E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0070423488505185E-004, 3.7358488043537363E-005, 3.7360149696130662E-011,-3.7359317417440252E-008, 6.3703853607177734E+001, 0.0000000000000000E+000, 1.3693781197071075E-001, 2.7387563139200211E-002
edmf_active,10, 1.2400000000000000E+002, 8.4600000000000000E+002, 9.7000000000000000E+002, 1.2200000762939453E+001,-7.9999923706054688E-002, 2.9495001220703125E+002, 2.9567868041992188E+002, 0.0000000000000000E+000, 4.0499996393918991E-003, 7.1000003814697266E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9495001220703125E+002, 5.3999996185302734E-001, 1.5399999618530273E+000, 1.4800000935792923E-002, 8.4319372035679407E-006, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 6.3506141304969788E-002, 1.2701228260993958E-002, 6.3506141304969788E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6092651640065014E-004, 3.1755182135384530E-005, 3.1753068924222916E-011,-3.1754126439409447E-008, 5.7559036254882812E+001, 0.0000000000000000E+000, 1.5250009298324585E-001, 3.0500017106533051E-002
edmf_active,11, 1.3000000000000000E+002, 9.7000000000000000E+002, 1.1000000000000000E+003, 1.3000000000000000E+001,-1.9999992847442627E-001, 2.9550000000000000E+002, 2.9613088989257812E+002, 0.0000000000000000E+000, 3.4999996423721313E-003, 6.0000002384185791E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9550000000000000E+002, 5.5000001192092896E-001, 1.3999999761581421E+000, 1.2000000104308128E-002, 6.5667995841067750E-006, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 6.2566429376602173E-002, 1.2513286434113979E-002, 6.2566429376602173E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4169971109367907E-004, 2.9803946745232679E-005, 2.9805265894244926E-011,-2.9804606782590781E-008, 4.2886817932128906E+001, 0.0000000000000000E+000, 2.2870220243930817E-001, 4.5740440487861633E-002
edmf_active,12, 1.3600000000000000E+002, 1.1000000000000000E+003, 1.2360000000000000E+003, 1.3800000190734863E+001,-3.1999993324279785E-001, 2.9604998779296875E+002, 2.9658273315429688E+002, 0.0000000000000000E+000, 2.9499996453523636E-003, 4.9000000953674316E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9604998779296875E+002, 5.5000001192092896E-001, 1.2599999904632568E+000, 9.1999992728233337E-003, 5.1142287702532485E-006, 1.0000000000000000E+000, 3.0000000000000000E+003,-4.0000001899898052E-003, 0.0000000000000000E+000, 9.0000003576278687E-002, 0.0000000000000000E+000, 6.8000000000000000E+002, 7.7999997138977051E-001, 7.2000002861022949E-001, 5.8600384742021561E-002, 1.1720077134668827E-002, 5.8600384742021561E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1857808567583561E-004, 2.6655381589080207E-005, 2.6656565843552471E-011,-2.6655973428546531E-008, 2.4765251159667969E+001, 0.0000000000000000E+000, 4.2581152915954590E-001, 8.5162304341793060E-002
